Date,Council,NumberVaccinated,DailyPositive,DailyDeaths,Pop
2021-03-20,Aberdeen City,1545,13,0,229060
2021-03-20,Aberdeenshire,553,12,0,260780
2021-03-20,Argyll & Bute,1707,0,0,85430
2021-03-20,City of Edinburgh,4784,27,0,527620
2021-03-20,Renfrewshire,1462,22,0,179390
2021-03-20,West Dunbartonshire,979,12,0,88340
2021-03-20,West Lothian,1365,29,0,183820
2021-03-20,Angus,1095,4,0,115820
2021-03-20,Dundee City,984,30,0,148820
2021-03-20,East Dunbartonshire,979,6,0,108750
2021-03-20,Fife,3570,18,1,374130
2021-03-20,Perth & Kinross,1951,8,0,151910
2021-03-20,Glasgow City,4086,100,2,635640
2021-03-20,North Lanarkshire,2075,53,0,341140
2021-03-21,Clackmannanshire,661,2,0,51290
2021-03-21,Dumfries & Galloway,1509,4,0,148290
2021-03-21,East Ayrshire,168,9,0,121600
2021-03-21,East Lothian,903,5,0,107900
2021-03-21,East Renfrewshire,798,12,0,96060
2021-03-21,Na h-Eileanan Siar,194,3,0,26500
2021-03-21,Falkirk,1797,15,0,160560
2021-03-21,Highland,13,7,0,235430
2021-03-21,Inverclyde,471,5,1,77060
2021-03-21,Midlothian,408,7,0,93150
2021-03-21,Moray,465,11,0,95710
2021-03-21,North Ayrshire,1175,9,0,134250
2021-03-21,Orkney Islands,257,0,0,22400
2021-03-21,Scottish Borders,780,0,0,115240
2021-03-21,Shetland Islands,9,0,0,22870
2021-03-21,South Ayrshire,204,5,0,112140
2021-03-21,South Lanarkshire,2922,32,0,320820
2021-03-21,Stirling,844,6,0,94080
2021-03-21,Aberdeen City,1333,6,0,229060
2021-03-21,Aberdeenshire,149,12,0,260780
2021-03-21,Argyll & Bute,14,1,0,85430
2021-03-21,City of Edinburgh,4284,37,0,527620
2021-03-21,Renfrewshire,864,18,0,179390
2021-03-21,West Dunbartonshire,563,12,0,88340
2021-03-21,West Lothian,1068,43,0,183820
2021-03-21,Angus,872,3,0,115820
2021-03-21,Dundee City,740,10,0,148820
2021-03-21,East Dunbartonshire,351,6,0,108750
2021-03-21,Fife,3309,23,0,374130
2021-03-21,Perth & Kinross,1112,2,0,151910
2021-03-21,Glasgow City,1873,92,2,635640
2021-03-21,North Lanarkshire,2897,65,1,341140
2021-03-22,Clackmannanshire,683,11,0,51290
2021-03-22,Dumfries & Galloway,2632,9,0,148290
2021-03-22,East Ayrshire,1274,7,0,121600
2021-03-22,East Lothian,892,2,0,107900
2021-03-22,East Renfrewshire,448,16,0,96060
2021-03-22,Na h-Eileanan Siar,38,0,0,26500
2021-03-22,Falkirk,1877,32,0,160560
2021-03-22,Highland,1538,4,0,235430
2021-03-22,Inverclyde,928,8,0,77060
2021-03-22,Midlothian,408,19,0,93150
2021-03-22,Moray,835,19,0,95710
2021-03-22,North Ayrshire,260,15,0,134250
2021-03-22,Orkney Islands,389,0,0,22400
2021-03-22,Scottish Borders,939,0,0,115240
2021-03-22,Shetland Islands,101,0,0,22870
2021-03-22,South Ayrshire,1495,5,0,112140
2021-03-22,South Lanarkshire,3431,35,0,320820
2021-03-22,Stirling,1122,10,0,94080
2021-03-22,Aberdeen City,1613,24,0,229060
2021-03-22,Aberdeenshire,2208,13,1,260780
2021-03-22,Argyll & Bute,205,0,0,85430
2021-03-22,City of Edinburgh,3095,43,0,527620
2021-03-22,Renfrewshire,1139,35,1,179390
2021-03-22,West Dunbartonshire,97,16,0,88340
2021-03-22,West Lothian,600,48,0,183820
2021-03-22,Angus,1296,7,0,115820
2021-03-22,Dundee City,1246,19,0,148820
2021-03-22,East Dunbartonshire,917,7,0,108750
2021-03-22,Fife,3280,43,0,374130
2021-03-22,Perth & Kinross,1130,21,0,151910
2021-03-22,Glasgow City,4492,127,0,635640
2021-03-22,North Lanarkshire,3264,87,1,341140
2021-03-23,Clackmannanshire,701,5,0,51290
2021-03-23,Dumfries & Galloway,1758,11,0,148290
2021-03-23,East Ayrshire,1382,4,0,121600
2021-03-23,East Lothian,1047,11,0,107900
2021-03-23,East Renfrewshire,387,20,1,96060
2021-03-23,Na h-Eileanan Siar,82,0,0,26500
2021-03-23,Falkirk,2128,15,1,160560
2021-03-23,Highland,2995,9,0,235430
2021-03-23,Inverclyde,1445,5,0,77060
2021-03-23,Midlothian,867,10,0,93150
2021-03-23,Moray,955,19,0,95710
2021-03-23,North Ayrshire,246,29,0,134250
2021-03-23,Orkney Islands,366,0,0,22400
2021-03-23,Scottish Borders,1748,1,0,115240
2021-03-23,Shetland Islands,199,1,0,22870
2021-03-23,South Ayrshire,1942,7,0,112140
2021-03-23,South Lanarkshire,1974,45,0,320820
2021-03-23,Stirling,1150,5,0,94080
2021-03-23,Aberdeen City,1459,18,0,229060
2021-03-23,Aberdeenshire,2759,15,0,260780
2021-03-23,Argyll & Bute,472,1,0,85430
2021-03-23,City of Edinburgh,3121,55,0,527620
2021-03-23,Renfrewshire,1410,30,0,179390
2021-03-23,West Dunbartonshire,546,6,0,88340
2021-03-23,West Lothian,982,37,0,183820
2021-03-23,Angus,1173,4,0,115820
2021-03-23,Dundee City,1619,23,0,148820
2021-03-23,East Dunbartonshire,1254,23,0,108750
2021-03-23,Fife,3768,29,0,374130
2021-03-23,Perth & Kinross,1693,11,0,151910
2021-03-23,Glasgow City,4740,81,0,635640
2021-03-23,North Lanarkshire,4542,75,1,341140
2021-03-24,Clackmannanshire,696,7,0,51290
2021-03-24,Dumfries & Galloway,2365,0,0,148290
2021-03-24,East Ayrshire,1425,8,0,121600
2021-03-24,East Lothian,891,10,0,107900
2021-03-24,East Renfrewshire,927,12,1,96060
2021-03-24,Na h-Eileanan Siar,62,0,0,26500
2021-03-24,Falkirk,2165,17,0,160560
2021-03-24,Highland,2312,2,0,235430
2021-03-24,Inverclyde,856,2,1,77060
2021-03-24,Midlothian,1226,6,0,93150
2021-03-24,Moray,1041,10,0,95710
2021-03-24,North Ayrshire,214,17,0,134250
2021-03-24,Orkney Islands,361,0,0,22400
2021-03-24,Scottish Borders,894,1,0,115240
2021-03-24,Shetland Islands,175,0,0,22870
2021-03-24,South Ayrshire,1688,6,0,112140
2021-03-24,South Lanarkshire,3606,37,0,320820
2021-03-24,Stirling,701,7,0,94080
2021-03-24,Aberdeen City,1486,20,0,229060
2021-03-24,Aberdeenshire,3279,11,0,260780
2021-03-24,Argyll & Bute,1290,1,0,85430
2021-03-24,City of Edinburgh,3259,47,0,527620
2021-03-24,Renfrewshire,1988,23,0,179390
2021-03-24,West Dunbartonshire,303,18,0,88340
2021-03-24,West Lothian,1145,39,0,183820
2021-03-24,Angus,972,10,0,115820
2021-03-24,Dundee City,1627,15,0,148820
2021-03-24,East Dunbartonshire,1179,11,0,108750
2021-03-24,Fife,4218,25,0,374130
2021-03-24,Perth & Kinross,1393,13,0,151910
2021-03-24,Glasgow City,4528,90,2,635640
2021-03-24,North Lanarkshire,3183,74,0,341140
2021-03-25,Clackmannanshire,689,8,0,51290
2021-03-25,Dumfries & Galloway,1891,4,0,148290
2021-03-25,East Ayrshire,1464,11,0,121600
2021-03-25,East Lothian,1017,6,0,107900
2021-03-25,East Renfrewshire,845,7,0,96060
2021-03-25,Na h-Eileanan Siar,172,0,0,26500
2021-03-25,Falkirk,2303,29,0,160560
2021-03-25,Highland,3024,4,0,235430
2021-03-25,Inverclyde,679,2,0,77060
2021-03-25,Midlothian,314,6,0,93150
2021-03-25,Moray,805,16,0,95710
2021-03-25,North Ayrshire,230,14,1,134250
2021-03-25,Orkney Islands,216,0,0,22400
2021-03-25,Scottish Borders,1193,6,0,115240
2021-03-25,Shetland Islands,525,0,0,22870
2021-03-25,South Ayrshire,1897,1,0,112140
2021-03-25,South Lanarkshire,4187,38,0,320820
2021-03-25,Stirling,593,3,0,94080
2021-03-25,Aberdeen City,2040,10,1,229060
2021-03-25,Aberdeenshire,2683,14,0,260780
2021-03-25,Argyll & Bute,1059,0,0,85430
2021-03-25,City of Edinburgh,3936,45,0,527620
2021-03-25,Renfrewshire,1978,27,1,179390
2021-03-25,West Dunbartonshire,850,14,0,88340
2021-03-25,West Lothian,1362,58,0,183820
2021-03-25,Angus,1272,12,1,115820
2021-03-25,Dundee City,1301,12,0,148820
2021-03-25,East Dunbartonshire,905,16,0,108750
2021-03-25,Fife,3326,24,1,374130
2021-03-25,Perth & Kinross,1813,7,0,151910
2021-03-25,Glasgow City,4742,102,1,635640
2021-03-25,North Lanarkshire,3152,75,1,341140
2021-03-26,Clackmannanshire,493,15,0,51290
2021-03-26,Dumfries & Galloway,1665,1,0,148290
2021-03-26,East Ayrshire,1336,12,0,121600
2021-03-26,East Lothian,1080,15,0,107900
2021-03-26,East Renfrewshire,497,9,0,96060
2021-03-26,Na h-Eileanan Siar,308,0,0,26500
2021-03-26,Falkirk,2115,13,0,160560
2021-03-26,Highland,1898,0,0,235430
2021-03-26,Inverclyde,126,2,0,77060
2021-03-26,Midlothian,380,3,0,93150
2021-03-26,Moray,1094,3,0,95710
2021-03-26,North Ayrshire,199,17,0,134250
2021-03-26,Orkney Islands,123,0,0,22400
2021-03-26,Scottish Borders,692,3,0,115240
2021-03-26,Shetland Islands,189,0,0,22870
2021-03-26,South Ayrshire,1572,4,0,112140
2021-03-26,South Lanarkshire,4099,26,0,320820
2021-03-26,Stirling,564,12,0,94080
2021-03-26,Aberdeen City,2169,15,0,229060
2021-03-26,Aberdeenshire,2713,8,0,260780
2021-03-26,Argyll & Bute,525,1,0,85430
2021-03-26,City of Edinburgh,3825,39,0,527620
2021-03-26,Renfrewshire,1935,25,1,179390
2021-03-26,West Dunbartonshire,883,6,0,88340
2021-03-26,West Lothian,1251,40,0,183820
2021-03-26,Angus,1018,7,0,115820
2021-03-26,Dundee City,678,17,0,148820
2021-03-26,East Dunbartonshire,1727,12,0,108750
2021-03-26,Fife,3942,26,0,374130
2021-03-26,Perth & Kinross,2021,7,0,151910
2021-03-26,Glasgow City,4320,76,2,635640
2021-03-26,North Lanarkshire,3304,63,2,341140
2021-03-27,Clackmannanshire,205,17,0,51290
2021-03-27,Dumfries & Galloway,4576,1,0,148290
2021-03-27,East Ayrshire,780,16,0,121600
2021-03-27,East Lothian,1782,2,1,107900
2021-03-27,East Renfrewshire,1327,8,0,96060
2021-03-27,Na h-Eileanan Siar,239,0,1,26500
2021-03-27,Falkirk,586,22,0,160560
2021-03-27,Highland,2364,1,0,235430
2021-03-27,Inverclyde,467,2,0,77060
2021-03-27,Midlothian,287,4,0,93150
2021-03-27,Moray,627,6,0,95710
2021-03-27,North Ayrshire,1596,6,0,134250
2021-03-27,Orkney Islands,26,0,0,22400
2021-03-27,Scottish Borders,302,2,0,115240
2021-03-27,Shetland Islands,15,1,0,22870
2021-03-27,South Ayrshire,1444,3,0,112140
2021-03-27,South Lanarkshire,4225,20,0,320820
2021-03-27,Stirling,433,6,0,94080
2021-03-27,Aberdeen City,1254,11,0,229060
2021-03-27,Aberdeenshire,2540,8,0,260780
2021-03-27,Argyll & Bute,2115,0,0,85430
2021-03-27,City of Edinburgh,4490,28,0,527620
2021-03-27,Renfrewshire,2986,21,0,179390
2021-03-27,West Dunbartonshire,2380,5,1,88340
2021-03-27,West Lothian,1211,23,1,183820
2021-03-27,Angus,932,6,0,115820
2021-03-27,Dundee City,868,14,0,148820
2021-03-27,East Dunbartonshire,1032,12,1,108750
2021-03-27,Fife,3913,22,0,374130
2021-03-27,Perth & Kinross,2901,13,0,151910
2021-03-27,Glasgow City,5325,55,0,635640
2021-03-27,North Lanarkshire,3877,53,0,341140
2021-03-28,Clackmannanshire,208,23,0,51290
2021-03-28,Dumfries & Galloway,1017,0,0,148290
2021-03-28,East Ayrshire,89,8,0,121600
2021-03-28,East Lothian,443,2,0,107900
2021-03-28,East Renfrewshire,813,6,0,96060
2021-03-28,Na h-Eileanan Siar,0,0,0,26500
2021-03-28,Falkirk,510,22,1,160560
2021-03-28,Highland,95,4,0,235430
2021-03-28,Inverclyde,81,3,0,77060
2021-03-28,Midlothian,62,1,0,93150
2021-03-28,Moray,709,5,0,95710
2021-03-28,North Ayrshire,2046,16,0,134250
2021-03-28,Orkney Islands,0,0,0,22400
2021-03-28,Scottish Borders,66,0,0,115240
2021-03-28,Shetland Islands,2,0,0,22870
2021-03-28,South Ayrshire,409,5,1,112140
2021-03-28,South Lanarkshire,2322,24,0,320820
2021-03-28,Stirling,223,5,0,94080
2021-03-28,Aberdeen City,1605,5,0,229060
2021-03-28,Aberdeenshire,995,4,0,260780
2021-03-28,Argyll & Bute,22,2,0,85430
2021-03-28,City of Edinburgh,2123,36,1,527620
2021-03-28,Renfrewshire,997,25,0,179390
2021-03-28,West Dunbartonshire,633,5,0,88340
2021-03-28,West Lothian,942,21,0,183820
2021-03-28,Angus,1018,4,0,115820
2021-03-28,Dundee City,936,11,0,148820
2021-03-28,East Dunbartonshire,301,3,0,108750
2021-03-28,Fife,2490,16,0,374130
2021-03-28,Perth & Kinross,1379,4,0,151910
2021-03-28,Glasgow City,2189,46,2,635640
2021-03-28,North Lanarkshire,3664,51,0,341140
2021-03-29,Clackmannanshire,227,27,0,51290
2021-03-29,Dumfries & Galloway,1613,2,0,148290
2021-03-29,East Ayrshire,834,16,0,121600
2021-03-29,East Lothian,945,1,0,107900
2021-03-29,East Renfrewshire,947,4,0,96060
2021-03-29,Na h-Eileanan Siar,37,0,0,26500
2021-03-29,Falkirk,773,30,0,160560
2021-03-29,Highland,1217,1,0,235430
2021-03-29,Inverclyde,323,3,0,77060
2021-03-29,Midlothian,742,19,0,93150
2021-03-29,Moray,921,6,0,95710
2021-03-29,North Ayrshire,946,16,0,134250
2021-03-29,Orkney Islands,63,0,0,22400
2021-03-29,Scottish Borders,1185,1,0,115240
2021-03-29,Shetland Islands,73,1,0,22870
2021-03-29,South Ayrshire,658,4,0,112140
2021-03-29,South Lanarkshire,3110,37,2,320820
2021-03-29,Stirling,313,13,0,94080
2021-03-29,Aberdeen City,1481,17,0,229060
2021-03-29,Aberdeenshire,2955,19,0,260780
2021-03-29,Argyll & Bute,389,1,0,85430
2021-03-29,City of Edinburgh,3040,35,0,527620
2021-03-29,Renfrewshire,2802,39,0,179390
2021-03-29,West Dunbartonshire,1202,8,0,88340
2021-03-29,West Lothian,1056,29,0,183820
2021-03-29,Angus,632,4,0,115820
2021-03-29,Dundee City,1405,24,0,148820
2021-03-29,East Dunbartonshire,1142,4,0,108750
2021-03-29,Fife,3041,23,1,374130
2021-03-29,Perth & Kinross,1721,9,0,151910
2021-03-29,Glasgow City,5415,65,2,635640
2021-03-29,North Lanarkshire,3181,58,0,341140
2021-03-30,Clackmannanshire,333,20,0,51290
2021-03-30,Dumfries & Galloway,2116,0,0,148290
2021-03-30,East Ayrshire,1367,15,0,121600
2021-03-30,East Lothian,1086,3,0,107900
2021-03-30,East Renfrewshire,542,4,0,96060
2021-03-30,Na h-Eileanan Siar,61,0,0,26500
2021-03-30,Falkirk,1222,17,0,160560
2021-03-30,Highland,2738,5,0,235430
2021-03-30,Inverclyde,539,2,0,77060
2021-03-30,Midlothian,917,10,0,93150
2021-03-30,Moray,709,1,0,95710
2021-03-30,North Ayrshire,2168,10,0,134250
2021-03-30,Orkney Islands,108,0,0,22400
2021-03-30,Scottish Borders,835,1,0,115240
2021-03-30,Shetland Islands,98,0,0,22870
2021-03-30,South Ayrshire,659,1,0,112140
2021-03-30,South Lanarkshire,2603,19,1,320820
2021-03-30,Stirling,503,7,0,94080
2021-03-30,Aberdeen City,1091,21,0,229060
2021-03-30,Aberdeenshire,3673,13,0,260780
2021-03-30,Argyll & Bute,930,1,0,85430
2021-03-30,City of Edinburgh,3538,33,0,527620
2021-03-30,Renfrewshire,2896,25,0,179390
2021-03-30,West Dunbartonshire,1277,5,0,88340
2021-03-30,West Lothian,1584,13,0,183820
2021-03-30,Angus,1136,9,0,115820
2021-03-30,Dundee City,1485,9,0,148820
2021-03-30,East Dunbartonshire,1836,4,0,108750
2021-03-30,Fife,3461,20,0,374130
2021-03-30,Perth & Kinross,1838,8,0,151910
2021-03-30,Glasgow City,4614,79,1,635640
2021-03-30,North Lanarkshire,4187,39,0,341140
2021-03-31,Clackmannanshire,491,18,0,51290
2021-03-31,Dumfries & Galloway,2855,0,0,148290
2021-03-31,East Ayrshire,1519,9,0,121600
2021-03-31,East Lothian,1022,4,0,107900
2021-03-31,East Renfrewshire,450,2,0,96060
2021-03-31,Na h-Eileanan Siar,566,0,1,26500
2021-03-31,Falkirk,1411,10,0,160560
2021-03-31,Highland,3597,7,0,235430
2021-03-31,Inverclyde,635,1,0,77060
2021-03-31,Midlothian,1743,3,0,93150
2021-03-31,Moray,965,10,0,95710
2021-03-31,North Ayrshire,2234,4,0,134250
2021-03-31,Orkney Islands,142,0,0,22400
2021-03-31,Scottish Borders,970,0,0,115240
2021-03-31,Shetland Islands,84,0,0,22870
2021-03-31,South Ayrshire,647,1,0,112140
2021-03-31,South Lanarkshire,2851,25,0,320820
2021-03-31,Stirling,599,7,0,94080
2021-03-31,Aberdeen City,1941,9,0,229060
2021-03-31,Aberdeenshire,3225,15,0,260780
2021-03-31,Argyll & Bute,1449,0,0,85430
2021-03-31,City of Edinburgh,3604,23,0,527620
2021-03-31,Renfrewshire,1896,18,0,179390
2021-03-31,West Dunbartonshire,1205,2,0,88340
2021-03-31,West Lothian,1741,36,0,183820
2021-03-31,Angus,1055,7,0,115820
2021-03-31,Dundee City,1689,8,0,148820
2021-03-31,East Dunbartonshire,2939,5,0,108750
2021-03-31,Fife,2748,40,1,374130
2021-03-31,Perth & Kinross,1862,8,0,151910
2021-03-31,Glasgow City,4782,74,0,635640
2021-03-31,North Lanarkshire,4193,45,0,341140
2021-04-01,Clackmannanshire,363,12,0,51290
2021-04-01,Dumfries & Galloway,1456,0,0,148290
2021-04-01,East Ayrshire,1223,20,0,121600
2021-04-01,East Lothian,961,7,0,107900
2021-04-01,East Renfrewshire,1187,8,0,96060
2021-04-01,Na h-Eileanan Siar,746,0,0,26500
2021-04-01,Falkirk,1155,13,0,160560
2021-04-01,Highland,2611,9,0,235430
2021-04-01,Inverclyde,1264,3,0,77060
2021-04-01,Midlothian,1356,2,0,93150
2021-04-01,Moray,1071,6,0,95710
2021-04-01,North Ayrshire,2037,3,0,134250
2021-04-01,Orkney Islands,175,0,0,22400
2021-04-01,Scottish Borders,807,0,0,115240
2021-04-01,Shetland Islands,90,0,0,22870
2021-04-01,South Ayrshire,733,4,0,112140
2021-04-01,South Lanarkshire,1944,20,0,320820
2021-04-01,Stirling,560,10,0,94080
2021-04-01,Aberdeen City,1432,5,0,229060
2021-04-01,Aberdeenshire,3290,9,0,260780
2021-04-01,Argyll & Bute,1098,2,0,85430
2021-04-01,City of Edinburgh,3421,29,0,527620
2021-04-01,Renfrewshire,1914,24,0,179390
2021-04-01,West Dunbartonshire,816,8,1,88340
2021-04-01,West Lothian,1356,18,0,183820
2021-04-01,Angus,993,18,0,115820
2021-04-01,Dundee City,1507,6,0,148820
2021-04-01,East Dunbartonshire,1098,10,0,108750
2021-04-01,Fife,1803,40,0,374130
2021-04-01,Perth & Kinross,1591,9,0,151910
2021-04-01,Glasgow City,4602,68,0,635640
2021-04-01,North Lanarkshire,2248,51,0,341140
2021-04-02,Clackmannanshire,472,16,0,51290
2021-04-02,Dumfries & Galloway,1962,0,0,148290
2021-04-02,East Ayrshire,586,9,1,121600
2021-04-02,East Lothian,245,15,0,107900
2021-04-02,East Renfrewshire,1127,5,0,96060
2021-04-02,Na h-Eileanan Siar,739,0,0,26500
2021-04-02,Falkirk,1164,11,0,160560
2021-04-02,Highland,1878,10,0,235430
2021-04-02,Inverclyde,497,0,0,77060
2021-04-02,Midlothian,444,8,0,93150
2021-04-02,Moray,1038,2,0,95710
2021-04-02,North Ayrshire,1952,8,0,134250
2021-04-02,Orkney Islands,167,0,0,22400
2021-04-02,Scottish Borders,451,1,0,115240
2021-04-02,Shetland Islands,78,0,0,22870
2021-04-02,South Ayrshire,345,2,1,112140
2021-04-02,South Lanarkshire,740,19,0,320820
2021-04-02,Stirling,266,8,0,94080
2021-04-02,Aberdeen City,1986,9,0,229060
2021-04-02,Aberdeenshire,2668,7,0,260780
2021-04-02,Argyll & Bute,429,2,0,85430
2021-04-02,City of Edinburgh,1743,14,0,527620
2021-04-02,Renfrewshire,1229,17,0,179390
2021-04-02,West Dunbartonshire,308,2,0,88340
2021-04-02,West Lothian,1030,28,0,183820
2021-04-02,Angus,1289,5,0,115820
2021-04-02,Dundee City,824,8,0,148820
2021-04-02,East Dunbartonshire,1165,4,0,108750
2021-04-02,Fife,588,19,0,374130
2021-04-02,Perth & Kinross,1507,15,0,151910
2021-04-02,Glasgow City,4425,72,0,635640
2021-04-02,North Lanarkshire,1462,33,0,341140
2021-04-03,Clackmannanshire,284,8,0,51290
2021-04-03,Dumfries & Galloway,1339,0,0,148290
2021-04-03,East Ayrshire,641,6,0,121600
2021-04-03,East Lothian,208,10,0,107900
2021-04-03,East Renfrewshire,690,1,0,96060
2021-04-03,Na h-Eileanan Siar,946,0,0,26500
2021-04-03,Falkirk,875,11,0,160560
2021-04-03,Highland,1029,7,0,235430
2021-04-03,Inverclyde,1204,0,0,77060
2021-04-03,Midlothian,522,1,0,93150
2021-04-03,Moray,673,3,0,95710
2021-04-03,North Ayrshire,1980,1,0,134250
2021-04-03,Orkney Islands,42,0,0,22400
2021-04-03,Scottish Borders,1079,1,0,115240
2021-04-03,Shetland Islands,0,0,0,22870
2021-04-03,South Ayrshire,501,3,0,112140
2021-04-03,South Lanarkshire,811,17,0,320820
2021-04-03,Stirling,290,7,0,94080
2021-04-03,Aberdeen City,873,4,0,229060
2021-04-03,Aberdeenshire,1306,5,0,260780
2021-04-03,Argyll & Bute,23,1,0,85430
2021-04-03,City of Edinburgh,1166,13,0,527620
2021-04-03,Renfrewshire,1194,23,0,179390
2021-04-03,West Dunbartonshire,113,3,0,88340
2021-04-03,West Lothian,798,21,0,183820
2021-04-03,Angus,986,2,0,115820
2021-04-03,Dundee City,562,6,0,148820
2021-04-03,East Dunbartonshire,1262,7,0,108750
2021-04-03,Fife,240,23,0,374130
2021-04-03,Perth & Kinross,1212,7,0,151910
2021-04-03,Glasgow City,4221,60,1,635640
2021-04-03,North Lanarkshire,1035,27,1,341140
2021-04-04,Clackmannanshire,243,8,0,51290
2021-04-04,Dumfries & Galloway,2,0,0,148290
2021-04-04,East Ayrshire,385,5,0,121600
2021-04-04,East Lothian,184,1,0,107900
2021-04-04,East Renfrewshire,260,8,0,96060
2021-04-04,Na h-Eileanan Siar,0,0,0,26500
2021-04-04,Falkirk,835,8,0,160560
2021-04-04,Highland,8,7,0,235430
2021-04-04,Inverclyde,882,2,0,77060
2021-04-04,Midlothian,403,3,0,93150
2021-04-04,Moray,558,2,0,95710
2021-04-04,North Ayrshire,861,5,0,134250
2021-04-04,Orkney Islands,33,0,0,22400
2021-04-04,Scottish Borders,1,0,0,115240
2021-04-04,Shetland Islands,0,0,0,22870
2021-04-04,South Ayrshire,1333,3,1,112140
2021-04-04,South Lanarkshire,102,7,0,320820
2021-04-04,Stirling,244,5,0,94080
2021-04-04,Aberdeen City,1402,4,0,229060
2021-04-04,Aberdeenshire,263,6,0,260780
2021-04-04,Argyll & Bute,12,0,0,85430
2021-04-04,City of Edinburgh,962,23,0,527620
2021-04-04,Renfrewshire,668,12,0,179390
2021-04-04,West Dunbartonshire,353,2,0,88340
2021-04-04,West Lothian,919,15,0,183820
2021-04-04,Angus,574,3,0,115820
2021-04-04,Dundee City,375,9,0,148820
2021-04-04,East Dunbartonshire,72,4,0,108750
2021-04-04,Fife,864,26,0,374130
2021-04-04,Perth & Kinross,794,4,0,151910
2021-04-04,Glasgow City,1481,54,0,635640
2021-04-04,North Lanarkshire,41,27,0,341140
2021-04-05,Clackmannanshire,245,7,0,51290
2021-04-05,Dumfries & Galloway,16,0,0,148290
2021-04-05,East Ayrshire,1572,11,0,121600
2021-04-05,East Lothian,215,8,0,107900
2021-04-05,East Renfrewshire,500,5,0,96060
2021-04-05,Na h-Eileanan Siar,36,0,0,26500
2021-04-05,Falkirk,833,6,0,160560
2021-04-05,Highland,2155,4,0,235430
2021-04-05,Inverclyde,882,2,0,77060
2021-04-05,Midlothian,367,0,0,93150
2021-04-05,Moray,629,4,0,95710
2021-04-05,North Ayrshire,330,3,0,134250
2021-04-05,Orkney Islands,104,0,0,22400
2021-04-05,Scottish Borders,508,1,0,115240
2021-04-05,Shetland Islands,10,0,0,22870
2021-04-05,South Ayrshire,1058,5,1,112140
2021-04-05,South Lanarkshire,525,20,0,320820
2021-04-05,Stirling,498,7,0,94080
2021-04-05,Aberdeen City,1402,9,0,229060
2021-04-05,Aberdeenshire,1546,6,0,260780
2021-04-05,Argyll & Bute,136,1,0,85430
2021-04-05,City of Edinburgh,1569,13,0,527620
2021-04-05,Renfrewshire,516,18,0,179390
2021-04-05,West Dunbartonshire,890,5,0,88340
2021-04-05,West Lothian,553,21,0,183820
2021-04-05,Angus,1061,5,0,115820
2021-04-05,Dundee City,521,9,0,148820
2021-04-05,East Dunbartonshire,139,4,0,108750
2021-04-05,Fife,86,25,1,374130
2021-04-05,Perth & Kinross,626,9,0,151910
2021-04-05,Glasgow City,1327,57,2,635640
2021-04-05,North Lanarkshire,320,28,0,341140
2021-04-06,Clackmannanshire,350,17,0,51290
2021-04-06,Dumfries & Galloway,941,0,0,148290
2021-04-06,East Ayrshire,1629,11,0,121600
2021-04-06,East Lothian,708,7,0,107900
2021-04-06,East Renfrewshire,559,7,0,96060
2021-04-06,Na h-Eileanan Siar,80,0,0,26500
2021-04-06,Falkirk,1136,21,0,160560
2021-04-06,Highland,1547,1,0,235430
2021-04-06,Inverclyde,187,1,0,77060
2021-04-06,Midlothian,790,2,0,93150
2021-04-06,Moray,600,8,0,95710
2021-04-06,North Ayrshire,577,4,0,134250
2021-04-06,Orkney Islands,113,0,0,22400
2021-04-06,Scottish Borders,495,0,0,115240
2021-04-06,Shetland Islands,51,0,0,22870
2021-04-06,South Ayrshire,1243,1,0,112140
2021-04-06,South Lanarkshire,2509,17,1,320820
2021-04-06,Stirling,537,6,0,94080
2021-04-06,Aberdeen City,2447,14,1,229060
2021-04-06,Aberdeenshire,2627,10,0,260780
2021-04-06,Argyll & Bute,269,1,0,85430
2021-04-06,City of Edinburgh,3281,26,0,527620
2021-04-06,Renfrewshire,411,17,0,179390
2021-04-06,West Dunbartonshire,1475,1,0,88340
2021-04-06,West Lothian,1010,15,0,183820
2021-04-06,Angus,587,3,0,115820
2021-04-06,Dundee City,913,14,0,148820
2021-04-06,East Dunbartonshire,811,7,0,108750
2021-04-06,Fife,1066,36,0,374130
2021-04-06,Perth & Kinross,942,5,0,151910
2021-04-06,Glasgow City,2469,65,0,635640
2021-04-06,North Lanarkshire,2377,39,0,341140
2021-04-07,Clackmannanshire,386,8,0,51290
2021-04-07,Dumfries & Galloway,1517,2,0,148290
2021-04-07,East Ayrshire,589,1,0,121600
2021-04-07,East Lothian,956,2,0,107900
2021-04-07,East Renfrewshire,1585,5,0,96060
2021-04-07,Na h-Eileanan Siar,39,0,0,26500
2021-04-07,Falkirk,1141,8,0,160560
2021-04-07,Highland,3413,1,0,235430
2021-04-07,Inverclyde,423,4,0,77060
2021-04-07,Midlothian,976,1,1,93150
2021-04-07,Moray,618,10,0,95710
2021-04-07,North Ayrshire,1027,3,0,134250
2021-04-07,Orkney Islands,168,0,0,22400
2021-04-07,Scottish Borders,735,1,0,115240
2021-04-07,Shetland Islands,412,0,0,22870
2021-04-07,South Ayrshire,588,2,0,112140
2021-04-07,South Lanarkshire,1970,17,0,320820
2021-04-07,Stirling,743,5,0,94080
2021-04-07,Aberdeen City,2349,9,0,229060
2021-04-07,Aberdeenshire,3021,10,0,260780
