Date,Council,NumberVaccinated,DailyPositive,DailyDeaths,Pop
2021-02-21,Shetland Islands,0,0,0,22870
2021-02-21,South Ayrshire,855,14,1,112140
2021-02-21,South Lanarkshire,2751,41,2,320820
2021-02-21,Stirling,6,23,1,94080
2021-02-21,Aberdeen City,3,12,0,229060
2021-02-21,Aberdeenshire,24,9,0,260780
2021-02-21,Argyll & Bute,4,0,0,85430
2021-02-21,City of Edinburgh,2000,52,1,527620
2021-02-21,Renfrewshire,282,25,3,179390
2021-02-21,West Dunbartonshire,98,12,0,88340
2021-02-21,West Lothian,896,30,1,183820
2021-02-21,Angus,78,10,1,115820
2021-02-21,Dundee City,480,9,1,148820
2021-02-21,East Dunbartonshire,217,17,0,108750
2021-02-21,Fife,501,26,0,374130
2021-02-21,Perth & Kinross,270,9,0,151910
2021-02-21,Glasgow City,1256,108,4,635640
2021-02-21,North Lanarkshire,3213,57,2,341140
2021-02-22,Clackmannanshire,24,14,0,51290
2021-02-22,Dumfries & Galloway,871,14,0,148290
2021-02-22,East Ayrshire,967,17,0,121600
2021-02-22,East Lothian,677,15,0,107900
2021-02-22,East Renfrewshire,475,9,1,96060
2021-02-22,Na h-Eileanan Siar,5,4,0,26500
2021-02-22,Falkirk,253,61,3,160560
2021-02-22,Highland,544,17,0,235430
2021-02-22,Inverclyde,159,2,1,77060
2021-02-22,Midlothian,324,14,0,93150
2021-02-22,Moray,35,5,0,95710
2021-02-22,North Ayrshire,209,20,5,134250
2021-02-22,Orkney Islands,70,0,0,22400
2021-02-22,Scottish Borders,86,3,0,115240
2021-02-22,Shetland Islands,1,0,0,22870
2021-02-22,South Ayrshire,1456,8,0,112140
2021-02-22,South Lanarkshire,3443,57,0,320820
2021-02-22,Stirling,228,27,2,94080
2021-02-22,Aberdeen City,244,10,0,229060
2021-02-22,Aberdeenshire,333,11,0,260780
2021-02-22,Argyll & Bute,152,2,0,85430
2021-02-22,City of Edinburgh,3240,52,0,527620
2021-02-22,Renfrewshire,588,29,1,179390
2021-02-22,West Dunbartonshire,158,24,2,88340
2021-02-22,West Lothian,1011,29,0,183820
2021-02-22,Angus,489,13,1,115820
2021-02-22,Dundee City,1443,19,0,148820
2021-02-22,East Dunbartonshire,260,16,0,108750
2021-02-22,Fife,697,40,0,374130
2021-02-22,Perth & Kinross,699,18,1,151910
2021-02-22,Glasgow City,2212,156,4,635640
2021-02-22,North Lanarkshire,3712,78,1,341140
2021-02-23,Clackmannanshire,87,5,1,51290
2021-02-23,Dumfries & Galloway,1319,10,0,148290
2021-02-23,East Ayrshire,988,20,0,121600
2021-02-23,East Lothian,604,22,1,107900
2021-02-23,East Renfrewshire,289,12,0,96060
2021-02-23,Na h-Eileanan Siar,1,2,0,26500
2021-02-23,Falkirk,514,38,2,160560
2021-02-23,Highland,1165,11,0,235430
2021-02-23,Inverclyde,316,10,1,77060
2021-02-23,Midlothian,290,19,0,93150
2021-02-23,Moray,161,5,0,95710
2021-02-23,North Ayrshire,175,14,1,134250
2021-02-23,Orkney Islands,101,0,0,22400
2021-02-23,Scottish Borders,526,3,0,115240
2021-02-23,Shetland Islands,55,0,0,22870
2021-02-23,South Ayrshire,1056,5,0,112140
2021-02-23,South Lanarkshire,3738,40,2,320820
2021-02-23,Stirling,472,23,1,94080
2021-02-23,Aberdeen City,277,16,0,229060
2021-02-23,Aberdeenshire,136,12,0,260780
2021-02-23,Argyll & Bute,625,1,0,85430
2021-02-23,City of Edinburgh,3091,57,1,527620
2021-02-23,Renfrewshire,834,40,0,179390
2021-02-23,West Dunbartonshire,227,20,1,88340
2021-02-23,West Lothian,1081,39,0,183820
2021-02-23,Angus,778,2,1,115820
2021-02-23,Dundee City,1189,16,1,148820
2021-02-23,East Dunbartonshire,324,15,1,108750
2021-02-23,Fife,3334,38,0,374130
2021-02-23,Perth & Kinross,838,12,0,151910
2021-02-23,Glasgow City,2372,120,1,635640
2021-02-23,North Lanarkshire,3255,70,1,341140
2021-02-24,Clackmannanshire,73,14,0,51290
2021-02-24,Dumfries & Galloway,1379,5,0,148290
2021-02-24,East Ayrshire,1125,19,0,121600
2021-02-24,East Lothian,967,17,1,107900
2021-02-24,East Renfrewshire,428,13,0,96060
2021-02-24,Na h-Eileanan Siar,29,0,0,26500
2021-02-24,Falkirk,530,45,1,160560
2021-02-24,Highland,1184,7,1,235430
2021-02-24,Inverclyde,306,10,1,77060
2021-02-24,Midlothian,292,13,1,93150
2021-02-24,Moray,715,4,0,95710
2021-02-24,North Ayrshire,1077,10,0,134250
2021-02-24,Orkney Islands,72,0,0,22400
2021-02-24,Scottish Borders,905,6,0,115240
2021-02-24,Shetland Islands,67,0,0,22870
2021-02-24,South Ayrshire,893,15,0,112140
2021-02-24,South Lanarkshire,3524,59,0,320820
2021-02-24,Stirling,882,24,0,94080
2021-02-24,Aberdeen City,709,7,1,229060
2021-02-24,Aberdeenshire,1729,5,2,260780
2021-02-24,Argyll & Bute,774,0,0,85430
2021-02-24,City of Edinburgh,3004,55,2,527620
2021-02-24,Renfrewshire,681,44,0,179390
2021-02-24,West Dunbartonshire,135,19,0,88340
2021-02-24,West Lothian,1311,35,1,183820
2021-02-24,Angus,395,5,0,115820
2021-02-24,Dundee City,1009,10,0,148820
2021-02-24,East Dunbartonshire,311,14,0,108750
2021-02-24,Fife,2820,39,1,374130
2021-02-24,Perth & Kinross,851,17,0,151910
2021-02-24,Glasgow City,3762,115,2,635640
2021-02-24,North Lanarkshire,2927,73,3,341140
2021-02-25,Clackmannanshire,84,10,3,51290
2021-02-25,Dumfries & Galloway,1441,3,0,148290
2021-02-25,East Ayrshire,191,22,1,121600
2021-02-25,East Lothian,741,14,1,107900
2021-02-25,East Renfrewshire,336,14,0,96060
2021-02-25,Na h-Eileanan Siar,28,0,0,26500
2021-02-25,Falkirk,487,40,3,160560
2021-02-25,Highland,940,6,1,235430
2021-02-25,Inverclyde,299,6,1,77060
2021-02-25,Midlothian,215,10,0,93150
2021-02-25,Moray,842,8,0,95710
2021-02-25,North Ayrshire,1306,11,0,134250
2021-02-25,Orkney Islands,64,0,0,22400
2021-02-25,Scottish Borders,948,4,0,115240
2021-02-25,Shetland Islands,89,0,0,22870
2021-02-25,South Ayrshire,814,9,1,112140
2021-02-25,South Lanarkshire,3190,38,1,320820
2021-02-25,Stirling,509,24,0,94080
2021-02-25,Aberdeen City,806,3,0,229060
2021-02-25,Aberdeenshire,1441,6,0,260780
2021-02-25,Argyll & Bute,324,5,0,85430
2021-02-25,City of Edinburgh,3207,55,2,527620
2021-02-25,Renfrewshire,1007,32,0,179390
2021-02-25,West Dunbartonshire,1016,14,1,88340
2021-02-25,West Lothian,1358,36,1,183820
2021-02-25,Angus,746,16,0,115820
2021-02-25,Dundee City,986,22,0,148820
2021-02-25,East Dunbartonshire,828,12,0,108750
2021-02-25,Fife,2499,27,0,374130
2021-02-25,Perth & Kinross,925,15,2,151910
2021-02-25,Glasgow City,2714,105,1,635640
2021-02-25,North Lanarkshire,3638,61,1,341140
2021-02-26,Clackmannanshire,130,9,1,51290
2021-02-26,Dumfries & Galloway,668,7,0,148290
2021-02-26,East Ayrshire,831,8,2,121600
2021-02-26,East Lothian,464,12,0,107900
2021-02-26,East Renfrewshire,280,8,0,96060
2021-02-26,Na h-Eileanan Siar,412,1,0,26500
2021-02-26,Falkirk,83,27,2,160560
2021-02-26,Highland,1085,8,0,235430
2021-02-26,Inverclyde,244,2,0,77060
2021-02-26,Midlothian,555,18,0,93150
2021-02-26,Moray,472,4,0,95710
2021-02-26,North Ayrshire,1639,12,0,134250
2021-02-26,Orkney Islands,37,0,0,22400
2021-02-26,Scottish Borders,1043,1,1,115240
2021-02-26,Shetland Islands,87,0,0,22870
2021-02-26,South Ayrshire,272,5,1,112140
2021-02-26,South Lanarkshire,3182,44,2,320820
2021-02-26,Stirling,120,14,0,94080
2021-02-26,Aberdeen City,746,10,0,229060
2021-02-26,Aberdeenshire,1191,5,0,260780
2021-02-26,Argyll & Bute,416,1,0,85430
2021-02-26,City of Edinburgh,3058,36,1,527620
2021-02-26,Renfrewshire,888,31,0,179390
2021-02-26,West Dunbartonshire,262,13,0,88340
2021-02-26,West Lothian,1169,34,0,183820
2021-02-26,Angus,979,8,1,115820
2021-02-26,Dundee City,1162,16,1,148820
2021-02-26,East Dunbartonshire,476,8,0,108750
2021-02-26,Fife,2521,35,0,374130
2021-02-26,Perth & Kinross,1587,15,0,151910
2021-02-26,Glasgow City,3652,73,1,635640
2021-02-26,North Lanarkshire,2619,56,3,341140
2021-02-27,Clackmannanshire,3,8,0,51290
2021-02-27,Dumfries & Galloway,433,2,1,148290
2021-02-27,East Ayrshire,532,8,0,121600
2021-02-27,East Lothian,448,9,1,107900
2021-02-27,East Renfrewshire,486,11,0,96060
2021-02-27,Na h-Eileanan Siar,362,0,0,26500
2021-02-27,Falkirk,29,21,1,160560
2021-02-27,Highland,53,10,0,235430
2021-02-27,Inverclyde,722,7,0,77060
2021-02-27,Midlothian,314,4,0,93150
2021-02-27,Moray,268,7,1,95710
2021-02-27,North Ayrshire,2271,11,0,134250
2021-02-27,Orkney Islands,390,0,0,22400
2021-02-27,Scottish Borders,843,2,1,115240
2021-02-27,Shetland Islands,11,0,0,22870
2021-02-27,South Ayrshire,28,6,0,112140
2021-02-27,South Lanarkshire,3162,28,2,320820
2021-02-27,Stirling,16,18,1,94080
2021-02-27,Aberdeen City,338,9,0,229060
2021-02-27,Aberdeenshire,698,1,1,260780
2021-02-27,Argyll & Bute,264,6,0,85430
2021-02-27,City of Edinburgh,2264,26,3,527620
2021-02-27,Renfrewshire,2220,21,1,179390
2021-02-27,West Dunbartonshire,213,8,1,88340
2021-02-27,West Lothian,1055,30,0,183820
2021-02-27,Angus,973,5,0,115820
2021-02-27,Dundee City,531,13,1,148820
2021-02-27,East Dunbartonshire,450,5,0,108750
2021-02-27,Fife,1905,17,0,374130
2021-02-27,Perth & Kinross,506,6,0,151910
2021-02-27,Glasgow City,2791,78,0,635640
2021-02-27,North Lanarkshire,2435,36,3,341140
2021-02-28,Clackmannanshire,2,3,0,51290
2021-02-28,Dumfries & Galloway,14,3,0,148290
2021-02-28,East Ayrshire,379,4,0,121600
2021-02-28,East Lothian,43,12,0,107900
2021-02-28,East Renfrewshire,216,9,1,96060
2021-02-28,Na h-Eileanan Siar,36,2,0,26500
2021-02-28,Falkirk,25,28,1,160560
2021-02-28,Highland,1,7,0,235430
2021-02-28,Inverclyde,4,4,0,77060
2021-02-28,Midlothian,1123,9,0,93150
2021-02-28,Moray,284,3,0,95710
2021-02-28,North Ayrshire,2752,11,0,134250
2021-02-28,Orkney Islands,358,0,0,22400
2021-02-28,Scottish Borders,877,3,0,115240
2021-02-28,Shetland Islands,0,0,0,22870
2021-02-28,South Ayrshire,7,5,0,112140
2021-02-28,South Lanarkshire,2588,39,1,320820
2021-02-28,Stirling,14,9,0,94080
2021-02-28,Aberdeen City,78,7,0,229060
2021-02-28,Aberdeenshire,719,8,1,260780
2021-02-28,Argyll & Bute,8,1,0,85430
2021-02-28,City of Edinburgh,1074,42,2,527620
2021-02-28,Renfrewshire,978,22,0,179390
2021-02-28,West Dunbartonshire,31,10,0,88340
2021-02-28,West Lothian,927,25,0,183820
2021-02-28,Angus,134,3,0,115820
2021-02-28,Dundee City,222,7,0,148820
2021-02-28,East Dunbartonshire,376,8,0,108750
2021-02-28,Fife,1497,19,1,374130
2021-02-28,Perth & Kinross,249,4,0,151910
2021-02-28,Glasgow City,2920,79,1,635640
2021-02-28,North Lanarkshire,2674,37,1,341140
2021-03-01,Clackmannanshire,267,25,0,51290
2021-03-01,Dumfries & Galloway,451,3,0,148290
2021-03-01,East Ayrshire,604,15,0,121600
2021-03-01,East Lothian,697,6,1,107900
2021-03-01,East Renfrewshire,461,15,0,96060
2021-03-01,Na h-Eileanan Siar,10,1,0,26500
2021-03-01,Falkirk,894,33,1,160560
2021-03-01,Highland,531,12,3,235430
2021-03-01,Inverclyde,898,2,1,77060
2021-03-01,Midlothian,870,14,1,93150
2021-03-01,Moray,423,4,0,95710
2021-03-01,North Ayrshire,909,26,0,134250
2021-03-01,Orkney Islands,79,0,0,22400
2021-03-01,Scottish Borders,980,2,1,115240
2021-03-01,Shetland Islands,407,0,0,22870
2021-03-01,South Ayrshire,191,1,0,112140
2021-03-01,South Lanarkshire,2494,50,2,320820
2021-03-01,Stirling,439,20,0,94080
2021-03-01,Aberdeen City,719,13,0,229060
2021-03-01,Aberdeenshire,390,5,0,260780
2021-03-01,Argyll & Bute,214,4,0,85430
2021-03-01,City of Edinburgh,2729,38,0,527620
2021-03-01,Renfrewshire,1007,15,2,179390
2021-03-01,West Dunbartonshire,981,5,1,88340
2021-03-01,West Lothian,1101,21,1,183820
2021-03-01,Angus,179,14,1,115820
2021-03-01,Dundee City,689,16,0,148820
2021-03-01,East Dunbartonshire,476,6,0,108750
2021-03-01,Fife,2415,18,0,374130
2021-03-01,Perth & Kinross,457,7,1,151910
2021-03-01,Glasgow City,3582,105,1,635640
2021-03-01,North Lanarkshire,2621,50,3,341140
2021-03-02,Clackmannanshire,312,15,1,51290
2021-03-02,Dumfries & Galloway,447,1,0,148290
2021-03-02,East Ayrshire,1453,11,1,121600
2021-03-02,East Lothian,750,11,0,107900
2021-03-02,East Renfrewshire,591,10,0,96060
2021-03-02,Na h-Eileanan Siar,57,1,0,26500
2021-03-02,Falkirk,1526,33,2,160560
2021-03-02,Highland,1634,19,0,235430
2021-03-02,Inverclyde,43,2,0,77060
2021-03-02,Midlothian,1150,9,0,93150
2021-03-02,Moray,662,4,0,95710
2021-03-02,North Ayrshire,663,23,1,134250
2021-03-02,Orkney Islands,89,0,0,22400
2021-03-02,Scottish Borders,1770,2,0,115240
2021-03-02,Shetland Islands,86,1,0,22870
2021-03-02,South Ayrshire,278,3,0,112140
2021-03-02,South Lanarkshire,2634,33,0,320820
2021-03-02,Stirling,794,19,2,94080
2021-03-02,Aberdeen City,1568,7,1,229060
2021-03-02,Aberdeenshire,1675,12,0,260780
2021-03-02,Argyll & Bute,355,2,0,85430
2021-03-02,City of Edinburgh,2090,21,2,527620
2021-03-02,Renfrewshire,899,22,0,179390
2021-03-02,West Dunbartonshire,716,8,0,88340
2021-03-02,West Lothian,1244,32,1,183820
2021-03-02,Angus,595,6,0,115820
2021-03-02,Dundee City,884,14,0,148820
2021-03-02,East Dunbartonshire,851,10,0,108750
2021-03-02,Fife,3352,18,2,374130
2021-03-02,Perth & Kinross,620,6,0,151910
2021-03-02,Glasgow City,3743,101,0,635640
2021-03-02,North Lanarkshire,2915,63,0,341140
2021-03-03,Clackmannanshire,301,9,0,51290
2021-03-03,Dumfries & Galloway,1154,5,0,148290
2021-03-03,East Ayrshire,1000,6,0,121600
2021-03-03,East Lothian,683,8,0,107900
2021-03-03,East Renfrewshire,167,13,0,96060
2021-03-03,Na h-Eileanan Siar,9,2,0,26500
2021-03-03,Falkirk,1027,30,1,160560
2021-03-03,Highland,2319,16,0,235430
2021-03-03,Inverclyde,492,1,1,77060
2021-03-03,Midlothian,1048,10,0,93150
2021-03-03,Moray,648,2,0,95710
2021-03-03,North Ayrshire,181,18,1,134250
2021-03-03,Orkney Islands,172,0,0,22400
2021-03-03,Scottish Borders,1193,5,0,115240
2021-03-03,Shetland Islands,80,0,0,22870
2021-03-03,South Ayrshire,208,2,0,112140
2021-03-03,South Lanarkshire,2785,40,1,320820
2021-03-03,Stirling,935,14,0,94080
2021-03-03,Aberdeen City,1388,14,0,229060
2021-03-03,Aberdeenshire,2058,10,0,260780
2021-03-03,Argyll & Bute,1210,1,0,85430
2021-03-03,City of Edinburgh,2425,24,1,527620
2021-03-03,Renfrewshire,601,11,1,179390
2021-03-03,West Dunbartonshire,240,3,0,88340
2021-03-03,West Lothian,1326,28,0,183820
2021-03-03,Angus,648,5,0,115820
2021-03-03,Dundee City,863,17,0,148820
2021-03-03,East Dunbartonshire,548,2,0,108750
2021-03-03,Fife,2753,16,0,374130
2021-03-03,Perth & Kinross,769,10,0,151910
2021-03-03,Glasgow City,3750,122,3,635640
2021-03-03,North Lanarkshire,2364,50,2,341140
2021-03-04,Clackmannanshire,518,8,1,51290
2021-03-04,Dumfries & Galloway,1553,5,0,148290
2021-03-04,East Ayrshire,1106,14,0,121600
2021-03-04,East Lothian,583,6,2,107900
2021-03-04,East Renfrewshire,564,15,0,96060
2021-03-04,Na h-Eileanan Siar,418,2,0,26500
2021-03-04,Falkirk,1069,27,2,160560
2021-03-04,Highland,1942,7,0,235430
2021-03-04,Inverclyde,76,6,0,77060
2021-03-04,Midlothian,448,3,0,93150
2021-03-04,Moray,421,9,0,95710
2021-03-04,North Ayrshire,158,15,2,134250
2021-03-04,Orkney Islands,114,0,0,22400
2021-03-04,Scottish Borders,1196,5,0,115240
2021-03-04,Shetland Islands,71,0,0,22870
2021-03-04,South Ayrshire,989,4,1,112140
2021-03-04,South Lanarkshire,2373,32,0,320820
2021-03-04,Stirling,413,16,0,94080
2021-03-04,Aberdeen City,980,12,1,229060
2021-03-04,Aberdeenshire,2329,3,1,260780
2021-03-04,Argyll & Bute,1153,0,0,85430
2021-03-04,City of Edinburgh,2550,30,1,527620
2021-03-04,Renfrewshire,1329,20,0,179390
2021-03-04,West Dunbartonshire,70,3,1,88340
2021-03-04,West Lothian,1160,30,0,183820
2021-03-04,Angus,948,12,0,115820
2021-03-04,Dundee City,864,20,0,148820
2021-03-04,East Dunbartonshire,550,10,0,108750
2021-03-04,Fife,1867,35,0,374130
2021-03-04,Perth & Kinross,957,12,0,151910
2021-03-04,Glasgow City,3720,126,1,635640
2021-03-04,North Lanarkshire,2049,71,1,341140
2021-03-05,Clackmannanshire,302,7,0,51290
2021-03-05,Dumfries & Galloway,1447,1,0,148290
2021-03-05,East Ayrshire,1089,4,0,121600
2021-03-05,East Lothian,776,4,1,107900
2021-03-05,East Renfrewshire,108,13,1,96060
2021-03-05,Na h-Eileanan Siar,415,8,0,26500
2021-03-05,Falkirk,957,26,0,160560
2021-03-05,Highland,1651,11,1,235430
2021-03-05,Inverclyde,884,0,0,77060
2021-03-05,Midlothian,387,5,0,93150
2021-03-05,Moray,456,6,0,95710
2021-03-05,North Ayrshire,106,14,0,134250
2021-03-05,Orkney Islands,138,0,0,22400
2021-03-05,Scottish Borders,742,3,0,115240
2021-03-05,Shetland Islands,57,0,0,22870
2021-03-05,South Ayrshire,1073,1,0,112140
2021-03-05,South Lanarkshire,2494,29,0,320820
2021-03-05,Stirling,1006,11,1,94080
2021-03-05,Aberdeen City,722,15,0,229060
2021-03-05,Aberdeenshire,1409,13,0,260780
2021-03-05,Argyll & Bute,2082,0,0,85430
2021-03-05,City of Edinburgh,2011,30,1,527620
2021-03-05,Renfrewshire,675,16,0,179390
2021-03-05,West Dunbartonshire,761,3,0,88340
2021-03-05,West Lothian,1161,27,1,183820
2021-03-05,Angus,783,12,1,115820
2021-03-05,Dundee City,1100,15,0,148820
2021-03-05,East Dunbartonshire,145,4,0,108750
2021-03-05,Fife,1711,20,0,374130
2021-03-05,Perth & Kinross,972,13,0,151910
2021-03-05,Glasgow City,3057,104,0,635640
2021-03-05,North Lanarkshire,1676,48,1,341140
2021-03-06,Clackmannanshire,779,8,0,51290
2021-03-06,Dumfries & Galloway,391,4,0,148290
2021-03-06,East Ayrshire,241,16,0,121600
2021-03-06,East Lothian,277,12,0,107900
2021-03-06,East Renfrewshire,277,14,0,96060
2021-03-06,Na h-Eileanan Siar,618,3,0,26500
2021-03-06,Falkirk,863,25,0,160560
2021-03-06,Highland,2715,14,0,235430
2021-03-06,Inverclyde,5,3,2,77060
2021-03-06,Midlothian,301,5,0,93150
2021-03-06,Moray,295,4,0,95710
2021-03-06,North Ayrshire,678,10,1,134250
2021-03-06,Orkney Islands,455,0,0,22400
2021-03-06,Scottish Borders,232,6,0,115240
2021-03-06,Shetland Islands,1,0,0,22870
2021-03-06,South Ayrshire,26,6,1,112140
2021-03-06,South Lanarkshire,1059,30,1,320820
2021-03-06,Stirling,474,26,0,94080
2021-03-06,Aberdeen City,804,8,0,229060
2021-03-06,Aberdeenshire,223,8,1,260780
2021-03-06,Argyll & Bute,158,1,0,85430
2021-03-06,City of Edinburgh,996,30,0,527620
2021-03-06,Renfrewshire,1110,13,0,179390
2021-03-06,West Dunbartonshire,22,4,0,88340
2021-03-06,West Lothian,1180,28,0,183820
2021-03-06,Angus,609,6,0,115820
2021-03-06,Dundee City,553,11,0,148820
2021-03-06,East Dunbartonshire,176,3,0,108750
2021-03-06,Fife,1061,35,0,374130
2021-03-06,Perth & Kinross,281,10,1,151910
2021-03-06,Glasgow City,2444,84,1,635640
2021-03-06,North Lanarkshire,1441,49,2,341140
2021-03-07,Clackmannanshire,239,18,0,51290
2021-03-07,Dumfries & Galloway,308,4,0,148290
2021-03-07,East Ayrshire,99,6,0,121600
2021-03-07,East Lothian,159,7,0,107900
2021-03-07,East Renfrewshire,366,15,0,96060
2021-03-07,Na h-Eileanan Siar,132,0,0,26500
2021-03-07,Falkirk,843,21,0,160560
2021-03-07,Highland,7,17,0,235430
2021-03-07,Inverclyde,3,3,2,77060
2021-03-07,Midlothian,265,4,0,93150
2021-03-07,Moray,265,1,0,95710
2021-03-07,North Ayrshire,664,11,0,134250
2021-03-07,Orkney Islands,13,0,0,22400
2021-03-07,Scottish Borders,5,1,0,115240
2021-03-07,Shetland Islands,449,0,0,22870
2021-03-07,South Ayrshire,164,17,0,112140
2021-03-07,South Lanarkshire,596,34,1,320820
2021-03-07,Stirling,298,12,0,94080
2021-03-07,Aberdeen City,828,8,0,229060
2021-03-07,Aberdeenshire,72,9,0,260780
2021-03-07,Argyll & Bute,15,0,0,85430
2021-03-07,City of Edinburgh,1119,34,2,527620
2021-03-07,Renfrewshire,94,18,1,179390
2021-03-07,West Dunbartonshire,247,3,0,88340
2021-03-07,West Lothian,506,17,0,183820
2021-03-07,Angus,62,6,0,115820
2021-03-07,Dundee City,172,7,0,148820
2021-03-07,East Dunbartonshire,235,6,0,108750
2021-03-07,Fife,771,23,1,374130
2021-03-07,Perth & Kinross,60,4,0,151910
2021-03-07,Glasgow City,2435,81,3,635640
2021-03-07,North Lanarkshire,1358,46,0,341140
2021-03-08,Clackmannanshire,296,5,0,51290
2021-03-08,Dumfries & Galloway,667,4,0,148290
2021-03-08,East Ayrshire,113,22,2,121600
2021-03-08,East Lothian,576,7,0,107900
2021-03-08,East Renfrewshire,89,16,1,96060
2021-03-08,Na h-Eileanan Siar,60,2,0,26500
2021-03-08,Falkirk,882,19,3,160560
2021-03-08,Highland,973,11,0,235430
2021-03-08,Inverclyde,15,2,0,77060
2021-03-08,Midlothian,375,5,0,93150
2021-03-08,Moray,566,4,0,95710
2021-03-08,North Ayrshire,164,18,0,134250
2021-03-08,Orkney Islands,134,0,0,22400
2021-03-08,Scottish Borders,594,2,0,115240
2021-03-08,Shetland Islands,457,0,0,22870
2021-03-08,South Ayrshire,116,21,1,112140
2021-03-08,South Lanarkshire,233,36,1,320820
2021-03-08,Stirling,412,31,1,94080
2021-03-08,Aberdeen City,1414,19,0,229060
2021-03-08,Aberdeenshire,1605,18,1,260780
2021-03-08,Argyll & Bute,443,1,0,85430
2021-03-08,City of Edinburgh,1615,42,1,527620
2021-03-08,Renfrewshire,448,29,2,179390
2021-03-08,West Dunbartonshire,383,3,0,88340
2021-03-08,West Lothian,455,29,0,183820
2021-03-08,Angus,529,2,0,115820
2021-03-08,Dundee City,966,14,0,148820
2021-03-08,East Dunbartonshire,43,5,0,108750
2021-03-08,Fife,1894,40,0,374130
2021-03-08,Perth & Kinross,658,10,0,151910
2021-03-08,Glasgow City,2428,113,1,635640
2021-03-08,North Lanarkshire,429,56,1,341140
2021-03-09,Clackmannanshire,277,3,0,51290
2021-03-09,Dumfries & Galloway,893,11,1,148290
2021-03-09,East Ayrshire,244,7,0,121600
2021-03-09,East Lothian,387,8,0,107900
2021-03-09,East Renfrewshire,380,11,0,96060
2021-03-09,Na h-Eileanan Siar,1,0,0,26500
