Date,Council,Positive_Cases_per_LA
2021-02-26,East Dunbartonshire,6
2021-02-26,East Lothian,8
2021-02-26,East Renfrewshire,12
2021-02-26,Falkirk,28
2021-02-26,Fife,20
2021-02-26,Glasgow City,102
2021-02-26,Highland,12
2021-02-26,Inverclyde,3
2021-02-26,Midlothian,8
2021-02-26,Moray,5
2021-02-26,Na h-Eileanan Siar,2
2021-02-26,North Ayrshire,17
2021-02-26,North Lanarkshire,51
2021-02-26,Orkney Islands,0
2021-02-26,Perth & Kinross,8
2021-02-26,Renfrewshire,18
2021-02-26,Scottish Borders,3
2021-02-26,Shetland Islands,0
2021-02-26,South Ayrshire,3
2021-02-26,South Lanarkshire,36
2021-02-26,Stirling,15
2021-02-26,West Dunbartonshire,6
2021-02-26,West Lothian,28
2021-02-27,Aberdeen City,11
2021-02-27,Aberdeenshire,8
2021-02-27,Angus,8
2021-02-27,Argyll & Bute,1
2021-02-27,City of Edinburgh,31
2021-02-27,Clackmannanshire,11
2021-02-27,Dumfries & Galloway,3
2021-02-27,Dundee City,14
2021-02-27,East Ayrshire,10
2021-02-27,East Dunbartonshire,6
2021-02-27,East Lothian,8
2021-02-27,East Renfrewshire,13
2021-02-27,Falkirk,29
2021-02-27,Fife,23
2021-02-27,Glasgow City,103
2021-02-27,Highland,12
2021-02-27,Inverclyde,3
2021-02-27,Midlothian,8
2021-02-27,Moray,5
2021-02-27,Na h-Eileanan Siar,3
2021-02-27,North Ayrshire,17
2021-02-27,North Lanarkshire,53
2021-02-27,Orkney Islands,0
2021-02-27,Perth & Kinross,9
2021-02-27,Renfrewshire,17
2021-02-27,Scottish Borders,4
2021-02-27,Shetland Islands,0
2021-02-27,South Ayrshire,3
2021-02-27,South Lanarkshire,36
2021-02-27,Stirling,16
2021-02-27,West Dunbartonshire,5
2021-02-27,West Lothian,27
2021-02-28,Aberdeen City,11
2021-02-28,Aberdeenshire,9
2021-02-28,Angus,9
2021-02-28,Argyll & Bute,1
2021-02-28,City of Edinburgh,30
2021-02-28,Clackmannanshire,13
2021-02-28,Dumfries & Galloway,3
2021-02-28,Dundee City,14
2021-02-28,East Ayrshire,10
2021-02-28,East Dunbartonshire,6
2021-02-28,East Lothian,8
2021-02-28,East Renfrewshire,14
2021-02-28,Falkirk,28
2021-02-28,Fife,24
2021-02-28,Glasgow City,103
2021-02-28,Highland,14
2021-02-28,Inverclyde,2
2021-02-28,Midlothian,7
2021-02-28,Moray,4
2021-02-28,Na h-Eileanan Siar,2
2021-02-28,North Ayrshire,17
2021-02-28,North Lanarkshire,54
2021-02-28,Orkney Islands,0
2021-02-28,Perth & Kinross,9
2021-02-28,Renfrewshire,16
2021-02-28,Scottish Borders,3
2021-02-28,Shetland Islands,0
2021-02-28,South Ayrshire,5
2021-02-28,South Lanarkshire,35
2021-02-28,Stirling,17
2021-02-28,West Dunbartonshire,4
2021-02-28,West Lothian,26
2021-03-01,Aberdeen City,12
2021-03-01,Aberdeenshire,10
2021-03-01,Angus,7
2021-03-01,Argyll & Bute,1
2021-03-01,City of Edinburgh,30
2021-03-01,Clackmannanshire,10
2021-03-01,Dumfries & Galloway,3
2021-03-01,Dundee City,14
2021-03-01,East Ayrshire,11
2021-03-01,East Dunbartonshire,6
2021-03-01,East Lothian,8
2021-03-01,East Renfrewshire,14
2021-03-01,Falkirk,26
2021-03-01,Fife,27
2021-03-01,Glasgow City,104
2021-03-01,Highland,14
2021-03-01,Inverclyde,2
2021-03-01,Midlothian,6
2021-03-01,Moray,4
2021-03-01,Na h-Eileanan Siar,3
2021-03-01,North Ayrshire,16
2021-03-01,North Lanarkshire,55
2021-03-01,Orkney Islands,0
2021-03-01,Perth & Kinross,9
2021-03-01,Renfrewshire,18
2021-03-01,Scottish Borders,3
2021-03-01,Shetland Islands,0
2021-03-01,South Ayrshire,8
2021-03-01,South Lanarkshire,33
2021-03-01,Stirling,18
2021-03-01,West Dunbartonshire,4
2021-03-01,West Lothian,27
2021-03-02,Aberdeen City,12
2021-03-02,Aberdeenshire,11
2021-03-02,Angus,7
2021-03-02,Argyll & Bute,1
2021-03-02,City of Edinburgh,32
2021-03-02,Clackmannanshire,8
2021-03-02,Dumfries & Galloway,5
2021-03-02,Dundee City,15
2021-03-02,East Ayrshire,11
2021-03-02,East Dunbartonshire,6
2021-03-02,East Lothian,7
2021-03-02,East Renfrewshire,14
2021-03-02,Falkirk,25
2021-03-02,Fife,29
2021-03-02,Glasgow City,111
2021-03-02,Highland,12
2021-03-02,Inverclyde,2
2021-03-02,Midlothian,5
2021-03-02,Moray,4
2021-03-02,Na h-Eileanan Siar,2
2021-03-02,North Ayrshire,16
2021-03-02,North Lanarkshire,55
2021-03-02,Orkney Islands,0
2021-03-02,Perth & Kinross,10
2021-03-02,Renfrewshire,22
2021-03-02,Scottish Borders,3
2021-03-02,Shetland Islands,0
2021-03-02,South Ayrshire,12
2021-03-02,South Lanarkshire,34
2021-03-02,Stirling,19
2021-03-02,West Dunbartonshire,4
2021-03-02,West Lothian,26
2021-03-03,Aberdeen City,14
2021-03-03,Aberdeenshire,11
2021-03-03,Angus,6
2021-03-03,Argyll & Bute,1
2021-03-03,City of Edinburgh,34
2021-03-03,Clackmannanshire,8
2021-03-03,Dumfries & Galloway,4
2021-03-03,Dundee City,14
2021-03-03,East Ayrshire,12
2021-03-03,East Dunbartonshire,7
2021-03-03,East Lothian,8
2021-03-03,East Renfrewshire,15
2021-03-03,Falkirk,24
2021-03-03,Fife,32
2021-03-03,Glasgow City,114
2021-03-03,Highland,12
2021-03-03,Inverclyde,2
2021-03-03,Midlothian,5
2021-03-03,Moray,4
2021-03-03,Na h-Eileanan Siar,2
2021-03-03,North Ayrshire,16
2021-03-03,North Lanarkshire,57
2021-03-03,Orkney Islands,0
2021-03-03,Perth & Kinross,10
2021-03-03,Renfrewshire,26
2021-03-03,Scottish Borders,3
2021-03-03,Shetland Islands,0
2021-03-03,South Ayrshire,14
2021-03-03,South Lanarkshire,35
2021-03-03,Stirling,20
2021-03-03,West Dunbartonshire,6
2021-03-03,West Lothian,26
2021-03-04,Aberdeen City,14
2021-03-04,Aberdeenshire,13
2021-03-04,Angus,5
2021-03-04,Argyll & Bute,1
2021-03-04,City of Edinburgh,34
2021-03-04,Clackmannanshire,7
2021-03-04,Dumfries & Galloway,4
2021-03-04,Dundee City,14
2021-03-04,East Ayrshire,10
2021-03-04,East Dunbartonshire,8
2021-03-04,East Lothian,9
2021-03-04,East Renfrewshire,15
2021-03-04,Falkirk,24
2021-03-04,Fife,34
2021-03-04,Glasgow City,114
2021-03-04,Highland,15
2021-03-04,Inverclyde,3
2021-03-04,Midlothian,8
2021-03-04,Moray,4
2021-03-04,Na h-Eileanan Siar,2
2021-03-04,North Ayrshire,18
2021-03-04,North Lanarkshire,59
2021-03-04,Orkney Islands,0
2021-03-04,Perth & Kinross,8
2021-03-04,Renfrewshire,27
2021-03-04,Scottish Borders,3
2021-03-04,Shetland Islands,0
2021-03-04,South Ayrshire,16
2021-03-04,South Lanarkshire,35
2021-03-04,Stirling,19
2021-03-04,West Dunbartonshire,6
2021-03-04,West Lothian,26
2021-03-05,Aberdeen City,13
2021-03-05,Aberdeenshire,13
2021-03-05,Angus,4
2021-03-05,Argyll & Bute,1
2021-03-05,City of Edinburgh,35
2021-03-05,Clackmannanshire,7
2021-03-05,Dumfries & Galloway,5
2021-03-05,Dundee City,14
2021-03-05,East Ayrshire,12
2021-03-05,East Dunbartonshire,9
2021-03-05,East Lothian,9
2021-03-05,East Renfrewshire,17
2021-03-05,Falkirk,23
2021-03-05,Fife,37
2021-03-05,Glasgow City,121
2021-03-05,Highland,15
2021-03-05,Inverclyde,3
2021-03-05,Midlothian,10
2021-03-05,Moray,4
2021-03-05,Na h-Eileanan Siar,1
2021-03-05,North Ayrshire,18
2021-03-05,North Lanarkshire,60
2021-03-05,Orkney Islands,0
2021-03-05,Perth & Kinross,8
2021-03-05,Renfrewshire,27
2021-03-05,Scottish Borders,3
2021-03-05,Shetland Islands,0
2021-03-05,South Ayrshire,19
2021-03-05,South Lanarkshire,35
2021-03-05,Stirling,19
2021-03-05,West Dunbartonshire,6
2021-03-05,West Lothian,27
2021-03-06,Aberdeen City,14
2021-03-06,Aberdeenshire,13
2021-03-06,Angus,4
2021-03-06,Argyll & Bute,1
2021-03-06,City of Edinburgh,34
2021-03-06,Clackmannanshire,6
2021-03-06,Dumfries & Galloway,4
2021-03-06,Dundee City,14
2021-03-06,East Ayrshire,13
2021-03-06,East Dunbartonshire,8
2021-03-06,East Lothian,9
2021-03-06,East Renfrewshire,17
2021-03-06,Falkirk,21
2021-03-06,Fife,36
2021-03-06,Glasgow City,121
2021-03-06,Highland,16
2021-03-06,Inverclyde,3
2021-03-06,Midlothian,10
2021-03-06,Moray,3
2021-03-06,Na h-Eileanan Siar,0
2021-03-06,North Ayrshire,19
2021-03-06,North Lanarkshire,60
2021-03-06,Orkney Islands,0
2021-03-06,Perth & Kinross,10
2021-03-06,Renfrewshire,29
2021-03-06,Scottish Borders,2
2021-03-06,Shetland Islands,0
2021-03-06,South Ayrshire,20
2021-03-06,South Lanarkshire,37
2021-03-06,Stirling,17
2021-03-06,West Dunbartonshire,6
2021-03-06,West Lothian,25
2021-03-07,Aberdeen City,14
2021-03-07,Aberdeenshire,13
2021-03-07,Angus,3
2021-03-07,Argyll & Bute,1
2021-03-07,City of Edinburgh,32
2021-03-07,Clackmannanshire,4
2021-03-07,Dumfries & Galloway,4
2021-03-07,Dundee City,14
2021-03-07,East Ayrshire,14
2021-03-07,East Dunbartonshire,8
2021-03-07,East Lothian,8
2021-03-07,East Renfrewshire,17
2021-03-07,Falkirk,20
2021-03-07,Fife,38
2021-03-07,Glasgow City,122
2021-03-07,Highland,14
2021-03-07,Inverclyde,3
2021-03-07,Midlothian,11
2021-03-07,Moray,3
2021-03-07,Na h-Eileanan Siar,0
2021-03-07,North Ayrshire,21
2021-03-07,North Lanarkshire,60
2021-03-07,Orkney Islands,0
2021-03-07,Perth & Kinross,11
2021-03-07,Renfrewshire,29
2021-03-07,Scottish Borders,2
2021-03-07,Shetland Islands,0
2021-03-07,South Ayrshire,20
2021-03-07,South Lanarkshire,36
2021-03-07,Stirling,18
2021-03-07,West Dunbartonshire,6
2021-03-07,West Lothian,28
2021-03-08,Aberdeen City,13
2021-03-08,Aberdeenshire,11
2021-03-08,Angus,3
2021-03-08,Argyll & Bute,1
2021-03-08,City of Edinburgh,32
2021-03-08,Clackmannanshire,4
2021-03-08,Dumfries & Galloway,3
2021-03-08,Dundee City,13
2021-03-08,East Ayrshire,13
2021-03-08,East Dunbartonshire,9
2021-03-08,East Lothian,8
2021-03-08,East Renfrewshire,19
2021-03-08,Falkirk,20
2021-03-08,Fife,41
2021-03-08,Glasgow City,126
2021-03-08,Highland,14
2021-03-08,Inverclyde,4
2021-03-08,Midlothian,12
2021-03-08,Moray,3
2021-03-08,Na h-Eileanan Siar,0
2021-03-08,North Ayrshire,21
2021-03-08,North Lanarkshire,60
2021-03-08,Orkney Islands,0
2021-03-08,Perth & Kinross,14
2021-03-08,Renfrewshire,29
2021-03-08,Scottish Borders,2
2021-03-08,Shetland Islands,1
2021-03-08,South Ayrshire,20
2021-03-08,South Lanarkshire,38
2021-03-08,Stirling,15
2021-03-08,West Dunbartonshire,7
2021-03-08,West Lothian,30
2021-03-09,Aberdeen City,12
2021-03-09,Aberdeenshire,11
2021-03-09,Angus,4
2021-03-09,Argyll & Bute,1
2021-03-09,City of Edinburgh,32
2021-03-09,Clackmannanshire,5
2021-03-09,Dumfries & Galloway,2
2021-03-09,Dundee City,14
2021-03-09,East Ayrshire,14
2021-03-09,East Dunbartonshire,9
2021-03-09,East Lothian,7
2021-03-09,East Renfrewshire,19
2021-03-09,Falkirk,19
2021-03-09,Fife,41
2021-03-09,Glasgow City,119
2021-03-09,Highland,14
2021-03-09,Inverclyde,4
2021-03-09,Midlothian,12
2021-03-09,Moray,4
2021-03-09,Na h-Eileanan Siar,0
2021-03-09,North Ayrshire,21
2021-03-09,North Lanarkshire,58
2021-03-09,Orkney Islands,0
2021-03-09,Perth & Kinross,16
2021-03-09,Renfrewshire,25
2021-03-09,Scottish Borders,3
2021-03-09,Shetland Islands,1
2021-03-09,South Ayrshire,16
2021-03-09,South Lanarkshire,36
2021-03-09,Stirling,13
2021-03-09,West Dunbartonshire,8
2021-03-09,West Lothian,37
2021-03-10,Aberdeen City,11
2021-03-10,Aberdeenshire,12
2021-03-10,Angus,4
2021-03-10,Argyll & Bute,1
2021-03-10,City of Edinburgh,34
2021-03-10,Clackmannanshire,5
2021-03-10,Dumfries & Galloway,2
2021-03-10,Dundee City,16
2021-03-10,East Ayrshire,14
2021-03-10,East Dunbartonshire,9
2021-03-10,East Lothian,7
2021-03-10,East Renfrewshire,18
2021-03-10,Falkirk,19
2021-03-10,Fife,40
2021-03-10,Glasgow City,111
2021-03-10,Highland,13
2021-03-10,Inverclyde,4
2021-03-10,Midlothian,12
2021-03-10,Moray,4
2021-03-10,Na h-Eileanan Siar,0
2021-03-10,North Ayrshire,21
2021-03-10,North Lanarkshire,57
2021-03-10,Orkney Islands,0
2021-03-10,Perth & Kinross,17
2021-03-10,Renfrewshire,23
2021-03-10,Scottish Borders,3
2021-03-10,Shetland Islands,1
2021-03-10,South Ayrshire,17
2021-03-10,South Lanarkshire,38
2021-03-10,Stirling,11
2021-03-10,West Dunbartonshire,8
2021-03-10,West Lothian,45
2021-03-11,Aberdeen City,11
2021-03-11,Aberdeenshire,12
2021-03-11,Angus,4
2021-03-11,Argyll & Bute,1
2021-03-11,City of Edinburgh,34
2021-03-11,Clackmannanshire,5
2021-03-11,Dumfries & Galloway,2
2021-03-11,Dundee City,16
2021-03-11,East Ayrshire,15
2021-03-11,East Dunbartonshire,8
2021-03-11,East Lothian,6
2021-03-11,East Renfrewshire,17
2021-03-11,Falkirk,18
2021-03-11,Fife,41
2021-03-11,Glasgow City,106
2021-03-11,Highland,10
2021-03-11,Inverclyde,3
2021-03-11,Midlothian,10
2021-03-11,Moray,4
2021-03-11,Na h-Eileanan Siar,0
2021-03-11,North Ayrshire,20
2021-03-11,North Lanarkshire,53
2021-03-11,Orkney Islands,0
2021-03-11,Perth & Kinross,21
2021-03-11,Renfrewshire,22
2021-03-11,Scottish Borders,2
2021-03-11,Shetland Islands,2
2021-03-11,South Ayrshire,14
2021-03-11,South Lanarkshire,39
2021-03-11,Stirling,9
2021-03-11,West Dunbartonshire,8
2021-03-11,West Lothian,47
2021-03-12,Aberdeen City,11
2021-03-12,Aberdeenshire,12
2021-03-12,Angus,3
2021-03-12,Argyll & Bute,1
2021-03-12,City of Edinburgh,34
2021-03-12,Clackmannanshire,5
2021-03-12,Dumfries & Galloway,2
2021-03-12,Dundee City,18
2021-03-12,East Ayrshire,14
2021-03-12,East Dunbartonshire,7
2021-03-12,East Lothian,7
2021-03-12,East Renfrewshire,15
2021-03-12,Falkirk,19
2021-03-12,Fife,40
2021-03-12,Glasgow City,99
2021-03-12,Highland,10
2021-03-12,Inverclyde,3
2021-03-12,Midlothian,8
2021-03-12,Moray,3
2021-03-12,Na h-Eileanan Siar,0
2021-03-12,North Ayrshire,20
2021-03-12,North Lanarkshire,53
2021-03-12,Orkney Islands,0
2021-03-12,Perth & Kinross,21
2021-03-12,Renfrewshire,22
2021-03-12,Scottish Borders,2
2021-03-12,Shetland Islands,2
2021-03-12,South Ayrshire,14
2021-03-12,South Lanarkshire,40
2021-03-12,Stirling,9
2021-03-12,West Dunbartonshire,9
2021-03-12,West Lothian,51
2021-03-13,Aberdeen City,11
2021-03-13,Aberdeenshire,12
2021-03-13,Angus,4
2021-03-13,Argyll & Bute,1
2021-03-13,City of Edinburgh,35
2021-03-13,Clackmannanshire,5
2021-03-13,Dumfries & Galloway,2
2021-03-13,Dundee City,21
2021-03-13,East Ayrshire,11
2021-03-13,East Dunbartonshire,8
2021-03-13,East Lothian,5
2021-03-13,East Renfrewshire,14
2021-03-13,Falkirk,21
2021-03-13,Fife,38
2021-03-13,Glasgow City,101
2021-03-13,Highland,8
2021-03-13,Inverclyde,3
2021-03-13,Midlothian,8
2021-03-13,Moray,4
2021-03-13,Na h-Eileanan Siar,0
2021-03-13,North Ayrshire,20
2021-03-13,North Lanarkshire,53
2021-03-13,Orkney Islands,0
2021-03-13,Perth & Kinross,19
2021-03-13,Renfrewshire,22
2021-03-13,Scottish Borders,1
2021-03-13,Shetland Islands,2
2021-03-13,South Ayrshire,12
2021-03-13,South Lanarkshire,39
2021-03-13,Stirling,8
2021-03-13,West Dunbartonshire,10
2021-03-13,West Lothian,53
2021-03-14,Aberdeen City,10
2021-03-14,Aberdeenshire,13
2021-03-14,Angus,4
2021-03-14,Argyll & Bute,1
2021-03-14,City of Edinburgh,37
2021-03-14,Clackmannanshire,4
2021-03-14,Dumfries & Galloway,3
2021-03-14,Dundee City,21
2021-03-14,East Ayrshire,11
2021-03-14,East Dunbartonshire,8
2021-03-14,East Lothian,6
2021-03-14,East Renfrewshire,14
2021-03-14,Falkirk,21
2021-03-14,Fife,36
2021-03-14,Glasgow City,102
2021-03-14,Highland,8
2021-03-14,Inverclyde,4
2021-03-14,Midlothian,8
2021-03-14,Moray,5
2021-03-14,Na h-Eileanan Siar,0
2021-03-14,North Ayrshire,17
2021-03-14,North Lanarkshire,56
2021-03-14,Orkney Islands,0
2021-03-14,Perth & Kinross,17
2021-03-14,Renfrewshire,21
2021-03-14,Scottish Borders,1
2021-03-14,Shetland Islands,2
2021-03-14,South Ayrshire,11
2021-03-14,South Lanarkshire,39
2021-03-14,Stirling,7
2021-03-14,West Dunbartonshire,11
2021-03-14,West Lothian,54
2021-03-15,Aberdeen City,12
2021-03-15,Aberdeenshire,14
2021-03-15,Angus,4
2021-03-15,Argyll & Bute,1
2021-03-15,City of Edinburgh,37
2021-03-15,Clackmannanshire,5
2021-03-15,Dumfries & Galloway,4
2021-03-15,Dundee City,23
2021-03-15,East Ayrshire,9
2021-03-15,East Dunbartonshire,8
2021-03-15,East Lothian,5
2021-03-15,East Renfrewshire,12
2021-03-15,Falkirk,23
2021-03-15,Fife,33
2021-03-15,Glasgow City,99
2021-03-15,Highland,7
2021-03-15,Inverclyde,4
2021-03-15,Midlothian,8
2021-03-15,Moray,8
2021-03-15,Na h-Eileanan Siar,0
2021-03-15,North Ayrshire,16
2021-03-15,North Lanarkshire,61
2021-03-15,Orkney Islands,0
2021-03-15,Perth & Kinross,16
2021-03-15,Renfrewshire,22
2021-03-15,Scottish Borders,1
2021-03-15,Shetland Islands,1
2021-03-15,South Ayrshire,8
2021-03-15,South Lanarkshire,37
2021-03-15,Stirling,7
2021-03-15,West Dunbartonshire,12
2021-03-15,West Lothian,55
2021-03-16,Aberdeen City,14
2021-03-16,Aberdeenshire,14
2021-03-16,Angus,4
2021-03-16,Argyll & Bute,1
2021-03-16,City of Edinburgh,40
2021-03-16,Clackmannanshire,5
2021-03-16,Dumfries & Galloway,5
2021-03-16,Dundee City,22
2021-03-16,East Ayrshire,8
2021-03-16,East Dunbartonshire,9
2021-03-16,East Lothian,6
2021-03-16,East Renfrewshire,13
2021-03-16,Falkirk,22
2021-03-16,Fife,33
2021-03-16,Glasgow City,98
2021-03-16,Highland,7
2021-03-16,Inverclyde,4
2021-03-16,Midlothian,9
2021-03-16,Moray,10
2021-03-16,Na h-Eileanan Siar,0
2021-03-16,North Ayrshire,17
2021-03-16,North Lanarkshire,64
2021-03-16,Orkney Islands,0
2021-03-16,Perth & Kinross,14
2021-03-16,Renfrewshire,23
2021-03-16,Scottish Borders,0
2021-03-16,Shetland Islands,1
2021-03-16,South Ayrshire,8
2021-03-16,South Lanarkshire,40
2021-03-16,Stirling,7
2021-03-16,West Dunbartonshire,10
2021-03-16,West Lothian,49
2021-03-17,Aberdeen City,15
2021-03-17,Aberdeenshire,12
2021-03-17,Angus,5
2021-03-17,Argyll & Bute,1
2021-03-17,City of Edinburgh,40
2021-03-17,Clackmannanshire,5
2021-03-17,Dumfries & Galloway,5
2021-03-17,Dundee City,21
2021-03-17,East Ayrshire,7
2021-03-17,East Dunbartonshire,9
2021-03-17,East Lothian,6
2021-03-17,East Renfrewshire,13
2021-03-17,Falkirk,21
2021-03-17,Fife,32
2021-03-17,Glasgow City,97
2021-03-17,Highland,6
2021-03-17,Inverclyde,4
2021-03-17,Midlothian,9
2021-03-17,Moray,11
2021-03-17,Na h-Eileanan Siar,0
2021-03-17,North Ayrshire,17
2021-03-17,North Lanarkshire,67
2021-03-17,Orkney Islands,0
2021-03-17,Perth & Kinross,14
2021-03-17,Renfrewshire,23
2021-03-17,Scottish Borders,0
2021-03-17,Shetland Islands,1
2021-03-17,South Ayrshire,7
2021-03-17,South Lanarkshire,37
2021-03-17,Stirling,7
2021-03-17,West Dunbartonshire,11
2021-03-17,West Lothian,44
2021-03-18,Aberdeen City,14
2021-03-18,Aberdeenshire,12
2021-03-18,Angus,6
2021-03-18,Argyll & Bute,1
2021-03-18,City of Edinburgh,41
2021-03-18,Clackmannanshire,6
2021-03-18,Dumfries & Galloway,5
2021-03-18,Dundee City,20
2021-03-18,East Ayrshire,7
2021-03-18,East Dunbartonshire,10
2021-03-18,East Lothian,6
2021-03-18,East Renfrewshire,13
2021-03-18,Falkirk,22
2021-03-18,Fife,28
2021-03-18,Glasgow City,99
2021-03-18,Highland,6
2021-03-18,Inverclyde,4
2021-03-18,Midlothian,9
2021-03-18,Moray,12
2021-03-18,Na h-Eileanan Siar,0
2021-03-18,North Ayrshire,16
2021-03-18,North Lanarkshire,69
2021-03-18,Orkney Islands,0
2021-03-18,Perth & Kinross,11
2021-03-18,Renfrewshire,24
2021-03-18,Scottish Borders,1
2021-03-18,Shetland Islands,1
2021-03-18,South Ayrshire,6
2021-03-18,South Lanarkshire,36
2021-03-18,Stirling,7
2021-03-18,West Dunbartonshire,12
2021-03-18,West Lothian,45
2021-03-19,Aberdeen City,15
2021-03-19,Aberdeenshire,12
2021-03-19,Angus,7
2021-03-19,Argyll & Bute,1
2021-03-19,City of Edinburgh,42
2021-03-19,Clackmannanshire,7
2021-03-19,Dumfries & Galloway,5
2021-03-19,Dundee City,18
2021-03-19,East Ayrshire,7
2021-03-19,East Dunbartonshire,12
2021-03-19,East Lothian,7
2021-03-19,East Renfrewshire,12
2021-03-19,Falkirk,21
2021-03-19,Fife,27
2021-03-19,Glasgow City,95
2021-03-19,Highland,4
2021-03-19,Inverclyde,4
2021-03-19,Midlothian,8
2021-03-19,Moray,12
2021-03-19,Na h-Eileanan Siar,0
2021-03-19,North Ayrshire,16
2021-03-19,North Lanarkshire,70
2021-03-19,Orkney Islands,0
2021-03-19,Perth & Kinross,10
2021-03-19,Renfrewshire,26
2021-03-19,Scottish Borders,2
2021-03-19,Shetland Islands,1
2021-03-19,South Ayrshire,5
2021-03-19,South Lanarkshire,34
2021-03-19,Stirling,7
2021-03-19,West Dunbartonshire,12
2021-03-19,West Lothian,42
2021-03-20,Aberdeen City,15
2021-03-20,Aberdeenshire,12
2021-03-20,Angus,7
2021-03-20,Argyll & Bute,1
2021-03-20,City of Edinburgh,42
2021-03-20,Clackmannanshire,9
2021-03-20,Dumfries & Galloway,4
2021-03-20,Dundee City,16
2021-03-20,East Ayrshire,10
2021-03-20,East Dunbartonshire,12
2021-03-20,East Lothian,7
2021-03-20,East Renfrewshire,12
2021-03-20,Falkirk,20
2021-03-20,Fife,27
2021-03-20,Glasgow City,89
2021-03-20,Highland,4
2021-03-20,Inverclyde,4
2021-03-20,Midlothian,8
2021-03-20,Moray,12
2021-03-20,Na h-Eileanan Siar,0
2021-03-20,North Ayrshire,15
2021-03-20,North Lanarkshire,70
2021-03-20,Orkney Islands,0
2021-03-20,Perth & Kinross,11
2021-03-20,Renfrewshire,26
2021-03-20,Scottish Borders,2
2021-03-20,Shetland Islands,0
2021-03-20,South Ayrshire,4
2021-03-20,South Lanarkshire,33
2021-03-20,Stirling,7
2021-03-20,West Dunbartonshire,11
2021-03-20,West Lothian,41
2021-03-21,Aberdeen City,15
2021-03-21,Aberdeenshire,10
2021-03-21,Angus,7
2021-03-21,Argyll & Bute,1
2021-03-21,City of Edinburgh,42
2021-03-21,Clackmannanshire,12
2021-03-21,Dumfries & Galloway,4
2021-03-21,Dundee City,16
2021-03-21,East Ayrshire,9
2021-03-21,East Dunbartonshire,12
2021-03-21,East Lothian,7
2021-03-21,East Renfrewshire,11
2021-03-21,Falkirk,21
2021-03-21,Fife,26
2021-03-21,Glasgow City,82
2021-03-21,Highland,3
2021-03-21,Inverclyde,3
2021-03-21,Midlothian,7
2021-03-21,Moray,11
2021-03-21,Na h-Eileanan Siar,0
2021-03-21,North Ayrshire,16
2021-03-21,North Lanarkshire,68
2021-03-21,Orkney Islands,0
2021-03-21,Perth & Kinross,11
2021-03-21,Renfrewshire,27
2021-03-21,Scottish Borders,2
2021-03-21,Shetland Islands,0
2021-03-21,South Ayrshire,4
2021-03-21,South Lanarkshire,32
2021-03-21,Stirling,7
2021-03-21,West Dunbartonshire,10
2021-03-21,West Lothian,38
2021-03-22,Aberdeen City,14
2021-03-22,Aberdeenshire,11
2021-03-22,Angus,7
2021-03-22,Argyll & Bute,1
2021-03-22,City of Edinburgh,41
2021-03-22,Clackmannanshire,15
2021-03-22,Dumfries & Galloway,3
2021-03-22,Dundee City,17
2021-03-22,East Ayrshire,11
2021-03-22,East Dunbartonshire,12
2021-03-22,East Lothian,7
2021-03-22,East Renfrewshire,9
2021-03-22,Falkirk,21
2021-03-22,Fife,24
2021-03-22,Glasgow City,74
2021-03-22,Highland,3
2021-03-22,Inverclyde,3
2021-03-22,Midlothian,7
2021-03-22,Moray,9
2021-03-22,Na h-Eileanan Siar,0
2021-03-22,North Ayrshire,16
2021-03-22,North Lanarkshire,64
2021-03-22,Orkney Islands,0
2021-03-22,Perth & Kinross,9
2021-03-22,Renfrewshire,27
2021-03-22,Scottish Borders,2
2021-03-22,Shetland Islands,0
2021-03-22,South Ayrshire,4
2021-03-22,South Lanarkshire,32
2021-03-22,Stirling,7
2021-03-22,West Dunbartonshire,9
2021-03-22,West Lothian,35
2021-03-23,Aberdeen City,14
2021-03-23,Aberdeenshire,11
2021-03-23,Angus,7
2021-03-23,Argyll & Bute,1
2021-03-23,City of Edinburgh,38
2021-03-23,Clackmannanshire,17
2021-03-23,Dumfries & Galloway,1
2021-03-23,Dundee City,15
2021-03-23,East Ayrshire,12
2021-03-23,East Dunbartonshire,9
2021-03-23,East Lothian,6
2021-03-23,East Renfrewshire,7
2021-03-23,Falkirk,21
2021-03-23,Fife,22
2021-03-23,Glasgow City,73
2021-03-23,Highland,2
2021-03-23,Inverclyde,2
2021-03-23,Midlothian,7
2021-03-23,Moray,7
2021-03-23,Na h-Eileanan Siar,0
2021-03-23,North Ayrshire,14
2021-03-23,North Lanarkshire,59
2021-03-23,Orkney Islands,0
2021-03-23,Perth & Kinross,9
2021-03-23,Renfrewshire,26
2021-03-23,Scottish Borders,2
2021-03-23,Shetland Islands,0
2021-03-23,South Ayrshire,3
2021-03-23,South Lanarkshire,29
2021-03-23,Stirling,8
2021-03-23,West Dunbartonshire,9
2021-03-23,West Lothian,32
2021-03-24,Aberdeen City,13
2021-03-24,Aberdeenshire,12
2021-03-24,Angus,7
2021-03-24,Argyll & Bute,1
2021-03-24,City of Edinburgh,34
2021-03-24,Clackmannanshire,18
2021-03-24,Dumfries & Galloway,1
2021-03-24,Dundee City,14
2021-03-24,East Ayrshire,12
2021-03-24,East Dunbartonshire,8
2021-03-24,East Lothian,5
2021-03-24,East Renfrewshire,6
2021-03-24,Falkirk,20
2021-03-24,Fife,24
2021-03-24,Glasgow City,71
2021-03-24,Highland,3
