Date,Council,Positive_Cases_per_LA
2021-05-15,West Dunbartonshire,2
2021-05-15,West Lothian,6
2021-05-16,Aberdeen City,3
2021-05-16,Aberdeenshire,4
2021-05-16,Angus,3
2021-05-16,Argyll & Bute,1
2021-05-16,City of Edinburgh,33
2021-05-16,Clackmannanshire,12
2021-05-16,Dumfries & Galloway,0
2021-05-16,Dundee City,11
2021-05-16,East Ayrshire,6
2021-05-16,East Dunbartonshire,12
2021-05-16,East Lothian,4
2021-05-16,East Renfrewshire,15
2021-05-16,Falkirk,6
2021-05-16,Fife,15
2021-05-16,Glasgow City,130
2021-05-16,Highland,2
2021-05-16,Inverclyde,0
2021-05-16,Midlothian,11
2021-05-16,Moray,2
2021-05-16,Na h-Eileanan Siar,0
2021-05-16,North Ayrshire,9
2021-05-16,North Lanarkshire,16
2021-05-16,Orkney Islands,0
2021-05-16,Perth & Kinross,5
2021-05-16,Renfrewshire,21
2021-05-16,Scottish Borders,1
2021-05-16,Shetland Islands,0
2021-05-16,South Ayrshire,3
2021-05-16,South Lanarkshire,23
2021-05-16,Stirling,5
2021-05-16,West Dunbartonshire,2
2021-05-16,West Lothian,5
2021-05-17,Aberdeen City,4
2021-05-17,Aberdeenshire,4
2021-05-17,Angus,3
2021-05-17,Argyll & Bute,2
2021-05-17,City of Edinburgh,35
2021-05-17,Clackmannanshire,11
2021-05-17,Dumfries & Galloway,0
2021-05-17,Dundee City,13
2021-05-17,East Ayrshire,6
2021-05-17,East Dunbartonshire,11
2021-05-17,East Lothian,4
2021-05-17,East Renfrewshire,14
2021-05-17,Falkirk,7
2021-05-17,Fife,16
2021-05-17,Glasgow City,132
2021-05-17,Highland,2
2021-05-17,Inverclyde,1
2021-05-17,Midlothian,12
2021-05-17,Moray,2
2021-05-17,Na h-Eileanan Siar,0
2021-05-17,North Ayrshire,11
2021-05-17,North Lanarkshire,17
2021-05-17,Orkney Islands,0
2021-05-17,Perth & Kinross,6
2021-05-17,Renfrewshire,25
2021-05-17,Scottish Borders,1
2021-05-17,Shetland Islands,0
2021-05-17,South Ayrshire,4
2021-05-17,South Lanarkshire,25
2021-05-17,Stirling,5
2021-05-17,West Dunbartonshire,3
2021-05-17,West Lothian,5
2021-05-18,Aberdeen City,5
2021-05-18,Aberdeenshire,4
2021-05-18,Angus,3
2021-05-18,Argyll & Bute,1
2021-05-18,City of Edinburgh,39
2021-05-18,Clackmannanshire,9
2021-05-18,Dumfries & Galloway,1
2021-05-18,Dundee City,16
2021-05-18,East Ayrshire,6
2021-05-18,East Dunbartonshire,11
2021-05-18,East Lothian,2
2021-05-18,East Renfrewshire,15
2021-05-18,Falkirk,7
2021-05-18,Fife,16
2021-05-18,Glasgow City,123
2021-05-18,Highland,3
2021-05-18,Inverclyde,2
2021-05-18,Midlothian,11
2021-05-18,Moray,2
2021-05-18,Na h-Eileanan Siar,0
2021-05-18,North Ayrshire,12
2021-05-18,North Lanarkshire,20
2021-05-18,Orkney Islands,0
2021-05-18,Perth & Kinross,6
2021-05-18,Renfrewshire,30
2021-05-18,Scottish Borders,1
2021-05-18,Shetland Islands,0
2021-05-18,South Ayrshire,6
2021-05-18,South Lanarkshire,29
2021-05-18,Stirling,6
2021-05-18,West Dunbartonshire,3
2021-05-18,West Lothian,6
2021-05-19,Aberdeen City,5
2021-05-19,Aberdeenshire,4
2021-05-19,Angus,4
2021-05-19,Argyll & Bute,1
2021-05-19,City of Edinburgh,49
2021-05-19,Clackmannanshire,8
2021-05-19,Dumfries & Galloway,1
2021-05-19,Dundee City,19
2021-05-19,East Ayrshire,8
2021-05-19,East Dunbartonshire,11
2021-05-19,East Lothian,2
2021-05-19,East Renfrewshire,17
2021-05-19,Falkirk,8
2021-05-19,Fife,19
2021-05-19,Glasgow City,121
2021-05-19,Highland,3
2021-05-19,Inverclyde,2
2021-05-19,Midlothian,11
2021-05-19,Moray,2
2021-05-19,Na h-Eileanan Siar,0
2021-05-19,North Ayrshire,10
2021-05-19,North Lanarkshire,25
2021-05-19,Orkney Islands,0
2021-05-19,Perth & Kinross,7
2021-05-19,Renfrewshire,34
2021-05-19,Scottish Borders,1
2021-05-19,Shetland Islands,0
2021-05-19,South Ayrshire,7
2021-05-19,South Lanarkshire,32
2021-05-19,Stirling,5
2021-05-19,West Dunbartonshire,3
2021-05-19,West Lothian,6
2021-05-20,Aberdeen City,5
2021-05-20,Aberdeenshire,3
2021-05-20,Angus,4
2021-05-20,Argyll & Bute,1
2021-05-20,City of Edinburgh,54
2021-05-20,Clackmannanshire,7
2021-05-20,Dumfries & Galloway,1
2021-05-20,Dundee City,21
2021-05-20,East Ayrshire,8
2021-05-20,East Dunbartonshire,11
2021-05-20,East Lothian,2
2021-05-20,East Renfrewshire,19
2021-05-20,Falkirk,8
2021-05-20,Fife,20
2021-05-20,Glasgow City,119
2021-05-20,Highland,7
2021-05-20,Inverclyde,3
2021-05-20,Midlothian,12
2021-05-20,Moray,2
2021-05-20,Na h-Eileanan Siar,0
2021-05-20,North Ayrshire,12
2021-05-20,North Lanarkshire,29
2021-05-20,Orkney Islands,0
2021-05-20,Perth & Kinross,8
2021-05-20,Renfrewshire,37
2021-05-20,Scottish Borders,1
2021-05-20,Shetland Islands,0
2021-05-20,South Ayrshire,9
2021-05-20,South Lanarkshire,32
2021-05-20,Stirling,6
2021-05-20,West Dunbartonshire,3
2021-05-20,West Lothian,7
2021-05-21,Aberdeen City,6
2021-05-21,Aberdeenshire,3
2021-05-21,Angus,5
2021-05-21,Argyll & Bute,2
2021-05-21,City of Edinburgh,57
2021-05-21,Clackmannanshire,6
2021-05-21,Dumfries & Galloway,1
2021-05-21,Dundee City,21
2021-05-21,East Ayrshire,10
2021-05-21,East Dunbartonshire,10
2021-05-21,East Lothian,3
2021-05-21,East Renfrewshire,20
2021-05-21,Falkirk,9
2021-05-21,Fife,21
2021-05-21,Glasgow City,117
2021-05-21,Highland,9
2021-05-21,Inverclyde,3
2021-05-21,Midlothian,12
2021-05-21,Moray,2
2021-05-21,Na h-Eileanan Siar,0
2021-05-21,North Ayrshire,12
2021-05-21,North Lanarkshire,33
2021-05-21,Orkney Islands,0
2021-05-21,Perth & Kinross,8
2021-05-21,Renfrewshire,40
2021-05-21,Scottish Borders,1
2021-05-21,Shetland Islands,0
2021-05-21,South Ayrshire,12
2021-05-21,South Lanarkshire,34
2021-05-21,Stirling,8
2021-05-21,West Dunbartonshire,3
2021-05-21,West Lothian,8
2021-05-22,Aberdeen City,5
2021-05-22,Aberdeenshire,3
2021-05-22,Angus,5
2021-05-22,Argyll & Bute,2
2021-05-22,City of Edinburgh,62
2021-05-22,Clackmannanshire,4
2021-05-22,Dumfries & Galloway,1
2021-05-22,Dundee City,22
2021-05-22,East Ayrshire,11
2021-05-22,East Dunbartonshire,10
2021-05-22,East Lothian,4
2021-05-22,East Renfrewshire,22
2021-05-22,Falkirk,9
2021-05-22,Fife,23
2021-05-22,Glasgow City,117
2021-05-22,Highland,10
2021-05-22,Inverclyde,4
2021-05-22,Midlothian,12
2021-05-22,Moray,2
2021-05-22,Na h-Eileanan Siar,0
2021-05-22,North Ayrshire,12
2021-05-22,North Lanarkshire,36
2021-05-22,Orkney Islands,0
2021-05-22,Perth & Kinross,8
2021-05-22,Renfrewshire,39
2021-05-22,Scottish Borders,1
2021-05-22,Shetland Islands,0
2021-05-22,South Ayrshire,15
2021-05-22,South Lanarkshire,35
2021-05-22,Stirling,9
2021-05-22,West Dunbartonshire,3
2021-05-22,West Lothian,9
2021-05-23,Aberdeen City,5
2021-05-23,Aberdeenshire,3
2021-05-23,Angus,6
2021-05-23,Argyll & Bute,2
2021-05-23,City of Edinburgh,67
2021-05-23,Clackmannanshire,4
2021-05-23,Dumfries & Galloway,2
2021-05-23,Dundee City,21
2021-05-23,East Ayrshire,11
2021-05-23,East Dunbartonshire,11
2021-05-23,East Lothian,4
2021-05-23,East Renfrewshire,23
2021-05-23,Falkirk,10
2021-05-23,Fife,24
2021-05-23,Glasgow City,118
2021-05-23,Highland,11
2021-05-23,Inverclyde,4
2021-05-23,Midlothian,11
2021-05-23,Moray,1
2021-05-23,Na h-Eileanan Siar,0
2021-05-23,North Ayrshire,13
2021-05-23,North Lanarkshire,41
2021-05-23,Orkney Islands,0
2021-05-23,Perth & Kinross,9
2021-05-23,Renfrewshire,41
2021-05-23,Scottish Borders,1
2021-05-23,Shetland Islands,0
2021-05-23,South Ayrshire,18
2021-05-23,South Lanarkshire,36
2021-05-23,Stirling,9
2021-05-23,West Dunbartonshire,4
2021-05-23,West Lothian,9
2021-05-24,Aberdeen City,5
2021-05-24,Aberdeenshire,3
2021-05-24,Angus,6
2021-05-24,Argyll & Bute,2
2021-05-24,City of Edinburgh,79
2021-05-24,Clackmannanshire,4
2021-05-24,Dumfries & Galloway,2
2021-05-24,Dundee City,22
2021-05-24,East Ayrshire,14
2021-05-24,East Dunbartonshire,12
2021-05-24,East Lothian,5
2021-05-24,East Renfrewshire,22
2021-05-24,Falkirk,11
2021-05-24,Fife,24
2021-05-24,Glasgow City,116
2021-05-24,Highland,13
2021-05-24,Inverclyde,4
2021-05-24,Midlothian,11
2021-05-24,Moray,1
2021-05-24,Na h-Eileanan Siar,0
2021-05-24,North Ayrshire,13
2021-05-24,North Lanarkshire,42
2021-05-24,Orkney Islands,0
2021-05-24,Perth & Kinross,9
2021-05-24,Renfrewshire,38
2021-05-24,Scottish Borders,1
2021-05-24,Shetland Islands,0
2021-05-24,South Ayrshire,20
2021-05-24,South Lanarkshire,36
2021-05-24,Stirling,9
2021-05-24,West Dunbartonshire,4
2021-05-24,West Lothian,10
2021-05-25,Aberdeen City,6
2021-05-25,Aberdeenshire,4
2021-05-25,Angus,7
2021-05-25,Argyll & Bute,2
2021-05-25,City of Edinburgh,92
2021-05-25,Clackmannanshire,6
2021-05-25,Dumfries & Galloway,1
2021-05-25,Dundee City,26
2021-05-25,East Ayrshire,15
2021-05-25,East Dunbartonshire,13
2021-05-25,East Lothian,7
2021-05-25,East Renfrewshire,23
2021-05-25,Falkirk,12
2021-05-25,Fife,24
2021-05-25,Glasgow City,123
2021-05-25,Highland,14
2021-05-25,Inverclyde,3
2021-05-25,Midlothian,11
2021-05-25,Moray,2
2021-05-25,Na h-Eileanan Siar,0
2021-05-25,North Ayrshire,15
2021-05-25,North Lanarkshire,42
2021-05-25,Orkney Islands,0
2021-05-25,Perth & Kinross,9
2021-05-25,Renfrewshire,35
2021-05-25,Scottish Borders,1
2021-05-25,Shetland Islands,0
2021-05-25,South Ayrshire,23
2021-05-25,South Lanarkshire,36
2021-05-25,Stirling,9
2021-05-25,West Dunbartonshire,5
2021-05-25,West Lothian,11
2021-05-26,Aberdeen City,7
2021-05-26,Aberdeenshire,4
2021-05-26,Angus,15
2021-05-26,Argyll & Bute,2
2021-05-26,City of Edinburgh,101
2021-05-26,Clackmannanshire,9
2021-05-26,Dumfries & Galloway,2
2021-05-26,Dundee City,30
2021-05-26,East Ayrshire,18
2021-05-26,East Dunbartonshire,16
2021-05-26,East Lothian,8
2021-05-26,East Renfrewshire,22
2021-05-26,Falkirk,11
2021-05-26,Fife,25
2021-05-26,Glasgow City,130
2021-05-26,Highland,15
2021-05-26,Inverclyde,3
2021-05-26,Midlothian,12
2021-05-26,Moray,2
2021-05-26,Na h-Eileanan Siar,0
2021-05-26,North Ayrshire,16
2021-05-26,North Lanarkshire,41
2021-05-26,Orkney Islands,0
2021-05-26,Perth & Kinross,11
2021-05-26,Renfrewshire,34
2021-05-26,Scottish Borders,3
2021-05-26,Shetland Islands,0
2021-05-26,South Ayrshire,25
2021-05-26,South Lanarkshire,35
2021-05-26,Stirling,11
2021-05-26,West Dunbartonshire,7
2021-05-26,West Lothian,14
2021-05-27,Aberdeen City,9
2021-05-27,Aberdeenshire,5
2021-05-27,Angus,21
2021-05-27,Argyll & Bute,2
2021-05-27,City of Edinburgh,113
2021-05-27,Clackmannanshire,11
2021-05-27,Dumfries & Galloway,2
2021-05-27,Dundee City,35
2021-05-27,East Ayrshire,22
2021-05-27,East Dunbartonshire,17
2021-05-27,East Lothian,9
2021-05-27,East Renfrewshire,21
2021-05-27,Falkirk,12
2021-05-27,Fife,26
2021-05-27,Glasgow City,134
2021-05-27,Highland,12
2021-05-27,Inverclyde,3
2021-05-27,Midlothian,15
2021-05-27,Moray,2
2021-05-27,Na h-Eileanan Siar,0
2021-05-27,North Ayrshire,16
2021-05-27,North Lanarkshire,41
2021-05-27,Orkney Islands,0
2021-05-27,Perth & Kinross,15
2021-05-27,Renfrewshire,34
2021-05-27,Scottish Borders,4
2021-05-27,Shetland Islands,0
2021-05-27,South Ayrshire,28
2021-05-27,South Lanarkshire,38
2021-05-27,Stirling,13
2021-05-27,West Dunbartonshire,8
2021-05-27,West Lothian,16
2021-05-28,Aberdeen City,11
2021-05-28,Aberdeenshire,6
2021-05-28,Angus,25
2021-05-28,Argyll & Bute,2
2021-05-28,City of Edinburgh,125
2021-05-28,Clackmannanshire,14
2021-05-28,Dumfries & Galloway,3
2021-05-28,Dundee City,40
2021-05-28,East Ayrshire,22
2021-05-28,East Dunbartonshire,16
2021-05-28,East Lothian,9
2021-05-28,East Renfrewshire,19
2021-05-28,Falkirk,13
2021-05-28,Fife,27
2021-05-28,Glasgow City,142
2021-05-28,Highland,10
2021-05-28,Inverclyde,3
2021-05-28,Midlothian,16
2021-05-28,Moray,2
2021-05-28,Na h-Eileanan Siar,0
2021-05-28,North Ayrshire,15
2021-05-28,North Lanarkshire,41
2021-05-28,Orkney Islands,0
2021-05-28,Perth & Kinross,17
2021-05-28,Renfrewshire,33
2021-05-28,Scottish Borders,5
2021-05-28,Shetland Islands,1
2021-05-28,South Ayrshire,29
2021-05-28,South Lanarkshire,39
2021-05-28,Stirling,11
2021-05-28,West Dunbartonshire,8
2021-05-28,West Lothian,18
2021-05-29,Aberdeen City,13
2021-05-29,Aberdeenshire,7
2021-05-29,Angus,26
2021-05-29,Argyll & Bute,2
2021-05-29,City of Edinburgh,131
2021-05-29,Clackmannanshire,15
2021-05-29,Dumfries & Galloway,4
2021-05-29,Dundee City,43
2021-05-29,East Ayrshire,23
2021-05-29,East Dunbartonshire,17
2021-05-29,East Lothian,10
2021-05-29,East Renfrewshire,17
2021-05-29,Falkirk,12
2021-05-29,Fife,27
2021-05-29,Glasgow City,144
2021-05-29,Highland,10
2021-05-29,Inverclyde,3
2021-05-29,Midlothian,18
2021-05-29,Moray,2
2021-05-29,Na h-Eileanan Siar,0
2021-05-29,North Ayrshire,15
2021-05-29,North Lanarkshire,41
2021-05-29,Orkney Islands,0
2021-05-29,Perth & Kinross,20
2021-05-29,Renfrewshire,33
2021-05-29,Scottish Borders,5
2021-05-29,Shetland Islands,1
2021-05-29,South Ayrshire,29
2021-05-29,South Lanarkshire,40
2021-05-29,Stirling,12
2021-05-29,West Dunbartonshire,8
2021-05-29,West Lothian,21
2021-05-30,Aberdeen City,13
2021-05-30,Aberdeenshire,8
2021-05-30,Angus,28
2021-05-30,Argyll & Bute,2
2021-05-30,City of Edinburgh,136
2021-05-30,Clackmannanshire,16
2021-05-30,Dumfries & Galloway,5
2021-05-30,Dundee City,46
2021-05-30,East Ayrshire,24
2021-05-30,East Dunbartonshire,18
2021-05-30,East Lothian,11
2021-05-30,East Renfrewshire,17
2021-05-30,Falkirk,12
2021-05-30,Fife,29
2021-05-30,Glasgow City,144
2021-05-30,Highland,9
2021-05-30,Inverclyde,3
2021-05-30,Midlothian,21
2021-05-30,Moray,2
2021-05-30,Na h-Eileanan Siar,0
2021-05-30,North Ayrshire,14
2021-05-30,North Lanarkshire,40
2021-05-30,Orkney Islands,0
2021-05-30,Perth & Kinross,24
2021-05-30,Renfrewshire,34
2021-05-30,Scottish Borders,6
2021-05-30,Shetland Islands,1
2021-05-30,South Ayrshire,29
2021-05-30,South Lanarkshire,42
2021-05-30,Stirling,11
2021-05-30,West Dunbartonshire,10
2021-05-30,West Lothian,23
2021-05-31,Aberdeen City,14
2021-05-31,Aberdeenshire,9
2021-05-31,Angus,30
2021-05-31,Argyll & Bute,3
2021-05-31,City of Edinburgh,140
2021-05-31,Clackmannanshire,17
2021-05-31,Dumfries & Galloway,6
2021-05-31,Dundee City,53
2021-05-31,East Ayrshire,24
2021-05-31,East Dunbartonshire,19
2021-05-31,East Lothian,14
2021-05-31,East Renfrewshire,17
2021-05-31,Falkirk,11
2021-05-31,Fife,28
2021-05-31,Glasgow City,149
2021-05-31,Highland,7
2021-05-31,Inverclyde,3
2021-05-31,Midlothian,22
2021-05-31,Moray,2
2021-05-31,Na h-Eileanan Siar,0
2021-05-31,North Ayrshire,16
2021-05-31,North Lanarkshire,45
2021-05-31,Orkney Islands,0
2021-05-31,Perth & Kinross,28
2021-05-31,Renfrewshire,35
2021-05-31,Scottish Borders,5
2021-05-31,Shetland Islands,1
2021-05-31,South Ayrshire,32
2021-05-31,South Lanarkshire,44
2021-05-31,Stirling,10
2021-05-31,West Dunbartonshire,12
2021-05-31,West Lothian,25
2021-06-01,Aberdeen City,15
2021-06-01,Aberdeenshire,9
2021-06-01,Angus,33
2021-06-01,Argyll & Bute,4
2021-06-01,City of Edinburgh,143
2021-06-01,Clackmannanshire,16
2021-06-01,Dumfries & Galloway,7
2021-06-01,Dundee City,58
2021-06-01,East Ayrshire,27
2021-06-01,East Dunbartonshire,21
2021-06-01,East Lothian,16
2021-06-01,East Renfrewshire,18
2021-06-01,Falkirk,9
2021-06-01,Fife,31
2021-06-01,Glasgow City,148
2021-06-01,Highland,6
2021-06-01,Inverclyde,3
2021-06-01,Midlothian,25
2021-06-01,Moray,2
2021-06-01,Na h-Eileanan Siar,0
2021-06-01,North Ayrshire,17
2021-06-01,North Lanarkshire,48
2021-06-01,Orkney Islands,0
2021-06-01,Perth & Kinross,31
2021-06-01,Renfrewshire,36
2021-06-01,Scottish Borders,6
2021-06-01,Shetland Islands,1
2021-06-01,South Ayrshire,34
2021-06-01,South Lanarkshire,42
2021-06-01,Stirling,10
2021-06-01,West Dunbartonshire,13
2021-06-01,West Lothian,27
2021-06-02,Aberdeen City,18
2021-06-02,Aberdeenshire,9
2021-06-02,Angus,30
2021-06-02,Argyll & Bute,4
2021-06-02,City of Edinburgh,142
2021-06-02,Clackmannanshire,15
2021-06-02,Dumfries & Galloway,8
2021-06-02,Dundee City,60
2021-06-02,East Ayrshire,25
2021-06-02,East Dunbartonshire,20
2021-06-02,East Lothian,17
2021-06-02,East Renfrewshire,19
2021-06-02,Falkirk,9
2021-06-02,Fife,30
2021-06-02,Glasgow City,149
2021-06-02,Highland,5
2021-06-02,Inverclyde,4
2021-06-02,Midlothian,25
2021-06-02,Moray,2
2021-06-02,Na h-Eileanan Siar,0
2021-06-02,North Ayrshire,18
2021-06-02,North Lanarkshire,51
2021-06-02,Orkney Islands,0
2021-06-02,Perth & Kinross,32
2021-06-02,Renfrewshire,35
2021-06-02,Scottish Borders,7
2021-06-02,Shetland Islands,0
2021-06-02,South Ayrshire,34
2021-06-02,South Lanarkshire,45
2021-06-02,Stirling,10
2021-06-02,West Dunbartonshire,15
2021-06-02,West Lothian,29
2021-06-03,Aberdeen City,20
2021-06-03,Aberdeenshire,9
2021-06-03,Angus,26
2021-06-03,Argyll & Bute,4
2021-06-03,City of Edinburgh,147
2021-06-03,Clackmannanshire,15
2021-06-03,Dumfries & Galloway,10
2021-06-03,Dundee City,62
2021-06-03,East Ayrshire,23
2021-06-03,East Dunbartonshire,20
2021-06-03,East Lothian,19
2021-06-03,East Renfrewshire,19
2021-06-03,Falkirk,8
2021-06-03,Fife,33
2021-06-03,Glasgow City,148
2021-06-03,Highland,4
2021-06-03,Inverclyde,4
2021-06-03,Midlothian,24
2021-06-03,Moray,1
2021-06-03,Na h-Eileanan Siar,0
2021-06-03,North Ayrshire,21
2021-06-03,North Lanarkshire,51
2021-06-03,Orkney Islands,0
2021-06-03,Perth & Kinross,33
2021-06-03,Renfrewshire,33
2021-06-03,Scottish Borders,10
2021-06-03,Shetland Islands,0
2021-06-03,South Ayrshire,37
2021-06-03,South Lanarkshire,45
2021-06-03,Stirling,8
2021-06-03,West Dunbartonshire,17
2021-06-03,West Lothian,30
2021-06-04,Aberdeen City,22
2021-06-04,Aberdeenshire,10
2021-06-04,Angus,25
2021-06-04,Argyll & Bute,4
2021-06-04,City of Edinburgh,145
2021-06-04,Clackmannanshire,14
2021-06-04,Dumfries & Galloway,10
2021-06-04,Dundee City,63
2021-06-04,East Ayrshire,24
2021-06-04,East Dunbartonshire,22
2021-06-04,East Lothian,21
2021-06-04,East Renfrewshire,20
2021-06-04,Falkirk,8
2021-06-04,Fife,34
2021-06-04,Glasgow City,142
2021-06-04,Highland,4
2021-06-04,Inverclyde,4
2021-06-04,Midlothian,25
2021-06-04,Moray,1
2021-06-04,Na h-Eileanan Siar,0
2021-06-04,North Ayrshire,24
2021-06-04,North Lanarkshire,52
2021-06-04,Orkney Islands,0
2021-06-04,Perth & Kinross,34
2021-06-04,Renfrewshire,33
2021-06-04,Scottish Borders,10
2021-06-04,Shetland Islands,0
2021-06-04,South Ayrshire,37
2021-06-04,South Lanarkshire,44
2021-06-04,Stirling,9
2021-06-04,West Dunbartonshire,18
2021-06-04,West Lothian,31
2021-06-05,Aberdeen City,24
2021-06-05,Aberdeenshire,9
2021-06-05,Angus,25
2021-06-05,Argyll & Bute,5
2021-06-05,City of Edinburgh,147
2021-06-05,Clackmannanshire,14
2021-06-05,Dumfries & Galloway,9
2021-06-05,Dundee City,64
2021-06-05,East Ayrshire,25
2021-06-05,East Dunbartonshire,21
2021-06-05,East Lothian,22
2021-06-05,East Renfrewshire,20
2021-06-05,Falkirk,9
2021-06-05,Fife,34
2021-06-05,Glasgow City,143
2021-06-05,Highland,4
2021-06-05,Inverclyde,5
2021-06-05,Midlothian,25
2021-06-05,Moray,1
2021-06-05,Na h-Eileanan Siar,0
2021-06-05,North Ayrshire,26
2021-06-05,North Lanarkshire,54
2021-06-05,Orkney Islands,0
2021-06-05,Perth & Kinross,33
2021-06-05,Renfrewshire,35
2021-06-05,Scottish Borders,11
2021-06-05,Shetland Islands,0
2021-06-05,South Ayrshire,39
2021-06-05,South Lanarkshire,45
2021-06-05,Stirling,8
2021-06-05,West Dunbartonshire,17
2021-06-05,West Lothian,30
2021-06-06,Aberdeen City,27
2021-06-06,Aberdeenshire,9
2021-06-06,Angus,23
2021-06-06,Argyll & Bute,6
2021-06-06,City of Edinburgh,150
2021-06-06,Clackmannanshire,13
2021-06-06,Dumfries & Galloway,8
2021-06-06,Dundee City,68
2021-06-06,East Ayrshire,26
2021-06-06,East Dunbartonshire,22
2021-06-06,East Lothian,24
2021-06-06,East Renfrewshire,21
2021-06-06,Falkirk,10
2021-06-06,Fife,34
2021-06-06,Glasgow City,144
2021-06-06,Highland,4
2021-06-06,Inverclyde,6
2021-06-06,Midlothian,24
2021-06-06,Moray,1
2021-06-06,Na h-Eileanan Siar,0
2021-06-06,North Ayrshire,26
2021-06-06,North Lanarkshire,58
2021-06-06,Orkney Islands,0
2021-06-06,Perth & Kinross,33
2021-06-06,Renfrewshire,35
2021-06-06,Scottish Borders,11
2021-06-06,Shetland Islands,0
2021-06-06,South Ayrshire,40
2021-06-06,South Lanarkshire,46
2021-06-06,Stirling,9
2021-06-06,West Dunbartonshire,17
2021-06-06,West Lothian,31
2021-06-07,Aberdeen City,31
2021-06-07,Aberdeenshire,9
2021-06-07,Angus,21
2021-06-07,Argyll & Bute,9
2021-06-07,City of Edinburgh,156
2021-06-07,Clackmannanshire,13
2021-06-07,Dumfries & Galloway,9
2021-06-07,Dundee City,68
2021-06-07,East Ayrshire,28
2021-06-07,East Dunbartonshire,24
2021-06-07,East Lothian,24
2021-06-07,East Renfrewshire,23
2021-06-07,Falkirk,12
2021-06-07,Fife,37
2021-06-07,Glasgow City,139
2021-06-07,Highland,5
2021-06-07,Inverclyde,5
2021-06-07,Midlothian,24
2021-06-07,Moray,1
2021-06-07,Na h-Eileanan Siar,0
2021-06-07,North Ayrshire,26
2021-06-07,North Lanarkshire,61
2021-06-07,Orkney Islands,0
2021-06-07,Perth & Kinross,33
2021-06-07,Renfrewshire,35
2021-06-07,Scottish Borders,11
2021-06-07,Shetland Islands,0
2021-06-07,South Ayrshire,41
2021-06-07,South Lanarkshire,45
2021-06-07,Stirling,12
2021-06-07,West Dunbartonshire,17
2021-06-07,West Lothian,33
2021-06-08,Aberdeen City,35
2021-06-08,Aberdeenshire,10
2021-06-08,Angus,19
2021-06-08,Argyll & Bute,12
2021-06-08,City of Edinburgh,158
2021-06-08,Clackmannanshire,15
2021-06-08,Dumfries & Galloway,8
2021-06-08,Dundee City,68
2021-06-08,East Ayrshire,30
2021-06-08,East Dunbartonshire,26
2021-06-08,East Lothian,26
2021-06-08,East Renfrewshire,24
2021-06-08,Falkirk,14
2021-06-08,Fife,40
2021-06-08,Glasgow City,144
2021-06-08,Highland,5
2021-06-08,Inverclyde,6
2021-06-08,Midlothian,22
2021-06-08,Moray,1
2021-06-08,Na h-Eileanan Siar,0
2021-06-08,North Ayrshire,28
2021-06-08,North Lanarkshire,65
2021-06-08,Orkney Islands,0
2021-06-08,Perth & Kinross,34
2021-06-08,Renfrewshire,36
2021-06-08,Scottish Borders,14
2021-06-08,Shetland Islands,0
2021-06-08,South Ayrshire,37
2021-06-08,South Lanarkshire,51
2021-06-08,Stirling,11
2021-06-08,West Dunbartonshire,18
2021-06-08,West Lothian,32
2021-06-09,Aberdeen City,38
2021-06-09,Aberdeenshire,14
2021-06-09,Angus,16
2021-06-09,Argyll & Bute,14
2021-06-09,City of Edinburgh,163
2021-06-09,Clackmannanshire,14
2021-06-09,Dumfries & Galloway,8
2021-06-09,Dundee City,69
2021-06-09,East Ayrshire,34
2021-06-09,East Dunbartonshire,26
2021-06-09,East Lothian,27
2021-06-09,East Renfrewshire,23
2021-06-09,Falkirk,18
2021-06-09,Fife,39
2021-06-09,Glasgow City,147
2021-06-09,Highland,7
2021-06-09,Inverclyde,7
2021-06-09,Midlothian,21
2021-06-09,Moray,1
2021-06-09,Na h-Eileanan Siar,0
2021-06-09,North Ayrshire,30
2021-06-09,North Lanarkshire,71
2021-06-09,Orkney Islands,0
2021-06-09,Perth & Kinross,35
2021-06-09,Renfrewshire,36
2021-06-09,Scottish Borders,14
2021-06-09,Shetland Islands,0
2021-06-09,South Ayrshire,38
2021-06-09,South Lanarkshire,51
2021-06-09,Stirling,11
2021-06-09,West Dunbartonshire,17
2021-06-09,West Lothian,32
2021-06-10,Aberdeen City,39
2021-06-10,Aberdeenshire,16
2021-06-10,Angus,15
2021-06-10,Argyll & Bute,17
2021-06-10,City of Edinburgh,163
2021-06-10,Clackmannanshire,12
2021-06-10,Dumfries & Galloway,7
2021-06-10,Dundee City,67
2021-06-10,East Ayrshire,37
2021-06-10,East Dunbartonshire,27
2021-06-10,East Lothian,29
2021-06-10,East Renfrewshire,23
2021-06-10,Falkirk,18
2021-06-10,Fife,37
2021-06-10,Glasgow City,149
2021-06-10,Highland,8
2021-06-10,Inverclyde,7
2021-06-10,Midlothian,22
2021-06-10,Moray,2
2021-06-10,Na h-Eileanan Siar,0
2021-06-10,North Ayrshire,30
2021-06-10,North Lanarkshire,74
2021-06-10,Orkney Islands,0
2021-06-10,Perth & Kinross,33
2021-06-10,Renfrewshire,38
2021-06-10,Scottish Borders,14
2021-06-10,Shetland Islands,0
2021-06-10,South Ayrshire,35
2021-06-10,South Lanarkshire,55
2021-06-10,Stirling,11
2021-06-10,West Dunbartonshire,17
2021-06-10,West Lothian,33
2021-06-11,Aberdeen City,43
2021-06-11,Aberdeenshire,21
2021-06-11,Angus,13
2021-06-11,Argyll & Bute,20
2021-06-11,City of Edinburgh,174
