Date,Council,Deaths_per_LA
2021-05-15,West Lothian,0
2021-05-16,Aberdeen City,0
2021-05-16,Aberdeenshire,0
2021-05-16,Angus,0
2021-05-16,Argyll & Bute,0
2021-05-16,City of Edinburgh,0
2021-05-16,Clackmannanshire,0
2021-05-16,Dumfries & Galloway,0
2021-05-16,Dundee City,0
2021-05-16,East Ayrshire,0
2021-05-16,East Dunbartonshire,0
2021-05-16,East Lothian,0
2021-05-16,East Renfrewshire,0
2021-05-16,Falkirk,0
2021-05-16,Fife,0
2021-05-16,Glasgow City,0
2021-05-16,Highland,0
2021-05-16,Inverclyde,0
2021-05-16,Midlothian,0
2021-05-16,Moray,0
2021-05-16,Na h-Eileanan Siar,0
2021-05-16,North Ayrshire,0
2021-05-16,North Lanarkshire,0
2021-05-16,Orkney Islands,0
2021-05-16,Perth & Kinross,0
2021-05-16,Renfrewshire,0
2021-05-16,Scottish Borders,0
2021-05-16,Shetland Islands,0
2021-05-16,South Ayrshire,0
2021-05-16,South Lanarkshire,0
2021-05-16,Stirling,0
2021-05-16,West Dunbartonshire,0
2021-05-16,West Lothian,0
2021-05-17,Aberdeen City,0
2021-05-17,Aberdeenshire,0
2021-05-17,Angus,0
2021-05-17,Argyll & Bute,0
2021-05-17,City of Edinburgh,0
2021-05-17,Clackmannanshire,0
2021-05-17,Dumfries & Galloway,0
2021-05-17,Dundee City,0
2021-05-17,East Ayrshire,0
2021-05-17,East Dunbartonshire,0
2021-05-17,East Lothian,0
2021-05-17,East Renfrewshire,0
2021-05-17,Falkirk,0
2021-05-17,Fife,0
2021-05-17,Glasgow City,0
2021-05-17,Highland,0
2021-05-17,Inverclyde,0
2021-05-17,Midlothian,0
2021-05-17,Moray,0
2021-05-17,Na h-Eileanan Siar,0
2021-05-17,North Ayrshire,0
2021-05-17,North Lanarkshire,0
2021-05-17,Orkney Islands,0
2021-05-17,Perth & Kinross,0
2021-05-17,Renfrewshire,0
2021-05-17,Scottish Borders,0
2021-05-17,Shetland Islands,0
2021-05-17,South Ayrshire,0
2021-05-17,South Lanarkshire,0
2021-05-17,Stirling,0
2021-05-17,West Dunbartonshire,0
2021-05-17,West Lothian,0
2021-05-18,Aberdeen City,0
2021-05-18,Aberdeenshire,0
2021-05-18,Angus,0
2021-05-18,Argyll & Bute,0
2021-05-18,City of Edinburgh,0
2021-05-18,Clackmannanshire,0
2021-05-18,Dumfries & Galloway,0
2021-05-18,Dundee City,0
2021-05-18,East Ayrshire,0
2021-05-18,East Dunbartonshire,0
2021-05-18,East Lothian,0
2021-05-18,East Renfrewshire,0
2021-05-18,Falkirk,0
2021-05-18,Fife,0
2021-05-18,Glasgow City,0
2021-05-18,Highland,0
2021-05-18,Inverclyde,0
2021-05-18,Midlothian,0
2021-05-18,Moray,0
2021-05-18,Na h-Eileanan Siar,0
2021-05-18,North Ayrshire,0
2021-05-18,North Lanarkshire,0
2021-05-18,Orkney Islands,0
2021-05-18,Perth & Kinross,0
2021-05-18,Renfrewshire,0
2021-05-18,Scottish Borders,0
2021-05-18,Shetland Islands,0
2021-05-18,South Ayrshire,0
2021-05-18,South Lanarkshire,0
2021-05-18,Stirling,0
2021-05-18,West Dunbartonshire,0
2021-05-18,West Lothian,0
2021-05-19,Aberdeen City,0
2021-05-19,Aberdeenshire,0
2021-05-19,Angus,0
2021-05-19,Argyll & Bute,0
2021-05-19,City of Edinburgh,0
2021-05-19,Clackmannanshire,0
2021-05-19,Dumfries & Galloway,0
2021-05-19,Dundee City,0
2021-05-19,East Ayrshire,0
2021-05-19,East Dunbartonshire,0
2021-05-19,East Lothian,0
2021-05-19,East Renfrewshire,0
2021-05-19,Falkirk,0
2021-05-19,Fife,0
2021-05-19,Glasgow City,0
2021-05-19,Highland,0
2021-05-19,Inverclyde,0
2021-05-19,Midlothian,0
2021-05-19,Moray,0
2021-05-19,Na h-Eileanan Siar,0
2021-05-19,North Ayrshire,0
2021-05-19,North Lanarkshire,0
2021-05-19,Orkney Islands,0
2021-05-19,Perth & Kinross,0
2021-05-19,Renfrewshire,0
2021-05-19,Scottish Borders,0
2021-05-19,Shetland Islands,0
2021-05-19,South Ayrshire,0
2021-05-19,South Lanarkshire,0
2021-05-19,Stirling,0
2021-05-19,West Dunbartonshire,0
2021-05-19,West Lothian,0
2021-05-20,Aberdeen City,0
2021-05-20,Aberdeenshire,0
2021-05-20,Angus,0
2021-05-20,Argyll & Bute,0
2021-05-20,City of Edinburgh,0
2021-05-20,Clackmannanshire,0
2021-05-20,Dumfries & Galloway,0
2021-05-20,Dundee City,0
2021-05-20,East Ayrshire,0
2021-05-20,East Dunbartonshire,0
2021-05-20,East Lothian,0
2021-05-20,East Renfrewshire,0
2021-05-20,Falkirk,0
2021-05-20,Fife,0
2021-05-20,Glasgow City,0
2021-05-20,Highland,0
2021-05-20,Inverclyde,0
2021-05-20,Midlothian,0
2021-05-20,Moray,0
2021-05-20,Na h-Eileanan Siar,0
2021-05-20,North Ayrshire,0
2021-05-20,North Lanarkshire,0
2021-05-20,Orkney Islands,0
2021-05-20,Perth & Kinross,0
2021-05-20,Renfrewshire,0
2021-05-20,Scottish Borders,0
2021-05-20,Shetland Islands,0
2021-05-20,South Ayrshire,0
2021-05-20,South Lanarkshire,0
2021-05-20,Stirling,0
2021-05-20,West Dunbartonshire,0
2021-05-20,West Lothian,0
2021-05-21,Aberdeen City,0
2021-05-21,Aberdeenshire,0
2021-05-21,Angus,0
2021-05-21,Argyll & Bute,0
2021-05-21,City of Edinburgh,0
2021-05-21,Clackmannanshire,0
2021-05-21,Dumfries & Galloway,0
2021-05-21,Dundee City,0
2021-05-21,East Ayrshire,0
2021-05-21,East Dunbartonshire,0
2021-05-21,East Lothian,0
2021-05-21,East Renfrewshire,0
2021-05-21,Falkirk,0
2021-05-21,Fife,0
2021-05-21,Glasgow City,0
2021-05-21,Highland,0
2021-05-21,Inverclyde,0
2021-05-21,Midlothian,0
2021-05-21,Moray,0
2021-05-21,Na h-Eileanan Siar,0
2021-05-21,North Ayrshire,0
2021-05-21,North Lanarkshire,0
2021-05-21,Orkney Islands,0
2021-05-21,Perth & Kinross,0
2021-05-21,Renfrewshire,0
2021-05-21,Scottish Borders,0
2021-05-21,Shetland Islands,0
2021-05-21,South Ayrshire,0
2021-05-21,South Lanarkshire,0
2021-05-21,Stirling,0
2021-05-21,West Dunbartonshire,0
2021-05-21,West Lothian,0
2021-05-22,Aberdeen City,0
2021-05-22,Aberdeenshire,0
2021-05-22,Angus,0
2021-05-22,Argyll & Bute,0
2021-05-22,City of Edinburgh,0
2021-05-22,Clackmannanshire,0
2021-05-22,Dumfries & Galloway,0
2021-05-22,Dundee City,0
2021-05-22,East Ayrshire,0
2021-05-22,East Dunbartonshire,0
2021-05-22,East Lothian,0
2021-05-22,East Renfrewshire,0
2021-05-22,Falkirk,0
2021-05-22,Fife,0
2021-05-22,Glasgow City,0
2021-05-22,Highland,0
2021-05-22,Inverclyde,0
2021-05-22,Midlothian,0
2021-05-22,Moray,0
2021-05-22,Na h-Eileanan Siar,0
2021-05-22,North Ayrshire,0
2021-05-22,North Lanarkshire,0
2021-05-22,Orkney Islands,0
2021-05-22,Perth & Kinross,0
2021-05-22,Renfrewshire,0
2021-05-22,Scottish Borders,0
2021-05-22,Shetland Islands,0
2021-05-22,South Ayrshire,0
2021-05-22,South Lanarkshire,0
2021-05-22,Stirling,0
2021-05-22,West Dunbartonshire,0
2021-05-22,West Lothian,0
2021-05-23,Aberdeen City,0
2021-05-23,Aberdeenshire,0
2021-05-23,Angus,0
2021-05-23,Argyll & Bute,0
2021-05-23,City of Edinburgh,0
2021-05-23,Clackmannanshire,0
2021-05-23,Dumfries & Galloway,0
2021-05-23,Dundee City,0
2021-05-23,East Ayrshire,0
2021-05-23,East Dunbartonshire,0
2021-05-23,East Lothian,0
2021-05-23,East Renfrewshire,0
2021-05-23,Falkirk,0
2021-05-23,Fife,0
2021-05-23,Glasgow City,0
2021-05-23,Highland,0
2021-05-23,Inverclyde,0
2021-05-23,Midlothian,0
2021-05-23,Moray,0
2021-05-23,Na h-Eileanan Siar,0
2021-05-23,North Ayrshire,0
2021-05-23,North Lanarkshire,0
2021-05-23,Orkney Islands,0
2021-05-23,Perth & Kinross,0
2021-05-23,Renfrewshire,0
2021-05-23,Scottish Borders,0
2021-05-23,Shetland Islands,0
2021-05-23,South Ayrshire,0
2021-05-23,South Lanarkshire,0
2021-05-23,Stirling,0
2021-05-23,West Dunbartonshire,0
2021-05-23,West Lothian,0
2021-05-24,Aberdeen City,0
2021-05-24,Aberdeenshire,0
2021-05-24,Angus,0
2021-05-24,Argyll & Bute,0
2021-05-24,City of Edinburgh,0
2021-05-24,Clackmannanshire,0
2021-05-24,Dumfries & Galloway,0
2021-05-24,Dundee City,0
2021-05-24,East Ayrshire,0
2021-05-24,East Dunbartonshire,0
2021-05-24,East Lothian,0
2021-05-24,East Renfrewshire,0
2021-05-24,Falkirk,0
2021-05-24,Fife,0
2021-05-24,Glasgow City,0
2021-05-24,Highland,0
2021-05-24,Inverclyde,0
2021-05-24,Midlothian,0
2021-05-24,Moray,0
2021-05-24,Na h-Eileanan Siar,0
2021-05-24,North Ayrshire,0
2021-05-24,North Lanarkshire,0
2021-05-24,Orkney Islands,0
2021-05-24,Perth & Kinross,0
2021-05-24,Renfrewshire,0
2021-05-24,Scottish Borders,0
2021-05-24,Shetland Islands,0
2021-05-24,South Ayrshire,0
2021-05-24,South Lanarkshire,0
2021-05-24,Stirling,0
2021-05-24,West Dunbartonshire,0
2021-05-24,West Lothian,0
2021-05-25,Aberdeen City,0
2021-05-25,Aberdeenshire,0
2021-05-25,Angus,0
2021-05-25,Argyll & Bute,0
2021-05-25,City of Edinburgh,0
2021-05-25,Clackmannanshire,0
2021-05-25,Dumfries & Galloway,0
2021-05-25,Dundee City,0
2021-05-25,East Ayrshire,0
2021-05-25,East Dunbartonshire,0
2021-05-25,East Lothian,0
2021-05-25,East Renfrewshire,0
2021-05-25,Falkirk,0
2021-05-25,Fife,0
2021-05-25,Glasgow City,0
2021-05-25,Highland,0
2021-05-25,Inverclyde,0
2021-05-25,Midlothian,0
2021-05-25,Moray,0
2021-05-25,Na h-Eileanan Siar,0
2021-05-25,North Ayrshire,0
2021-05-25,North Lanarkshire,0
2021-05-25,Orkney Islands,0
2021-05-25,Perth & Kinross,0
2021-05-25,Renfrewshire,0
2021-05-25,Scottish Borders,0
2021-05-25,Shetland Islands,0
2021-05-25,South Ayrshire,0
2021-05-25,South Lanarkshire,0
2021-05-25,Stirling,0
2021-05-25,West Dunbartonshire,0
2021-05-25,West Lothian,0
2021-05-26,Aberdeen City,0
2021-05-26,Aberdeenshire,0
2021-05-26,Angus,0
2021-05-26,Argyll & Bute,0
2021-05-26,City of Edinburgh,0
2021-05-26,Clackmannanshire,0
2021-05-26,Dumfries & Galloway,0
2021-05-26,Dundee City,0
2021-05-26,East Ayrshire,0
2021-05-26,East Dunbartonshire,0
2021-05-26,East Lothian,0
2021-05-26,East Renfrewshire,0
2021-05-26,Falkirk,0
2021-05-26,Fife,0
2021-05-26,Glasgow City,0
2021-05-26,Highland,0
2021-05-26,Inverclyde,0
2021-05-26,Midlothian,0
2021-05-26,Moray,0
2021-05-26,Na h-Eileanan Siar,0
2021-05-26,North Ayrshire,0
2021-05-26,North Lanarkshire,0
2021-05-26,Orkney Islands,0
2021-05-26,Perth & Kinross,0
2021-05-26,Renfrewshire,0
2021-05-26,Scottish Borders,0
2021-05-26,Shetland Islands,0
2021-05-26,South Ayrshire,0
2021-05-26,South Lanarkshire,0
2021-05-26,Stirling,0
2021-05-26,West Dunbartonshire,0
2021-05-26,West Lothian,0
2021-05-27,Aberdeen City,0
2021-05-27,Aberdeenshire,0
2021-05-27,Angus,0
2021-05-27,Argyll & Bute,0
2021-05-27,City of Edinburgh,0
2021-05-27,Clackmannanshire,0
2021-05-27,Dumfries & Galloway,0
2021-05-27,Dundee City,0
2021-05-27,East Ayrshire,0
2021-05-27,East Dunbartonshire,0
2021-05-27,East Lothian,0
2021-05-27,East Renfrewshire,0
2021-05-27,Falkirk,0
2021-05-27,Fife,0
2021-05-27,Glasgow City,0
2021-05-27,Highland,0
2021-05-27,Inverclyde,0
2021-05-27,Midlothian,0
2021-05-27,Moray,0
2021-05-27,Na h-Eileanan Siar,0
2021-05-27,North Ayrshire,0
2021-05-27,North Lanarkshire,0
2021-05-27,Orkney Islands,0
2021-05-27,Perth & Kinross,0
2021-05-27,Renfrewshire,0
2021-05-27,Scottish Borders,0
2021-05-27,Shetland Islands,0
2021-05-27,South Ayrshire,0
2021-05-27,South Lanarkshire,0
2021-05-27,Stirling,0
2021-05-27,West Dunbartonshire,0
2021-05-27,West Lothian,0
2021-05-28,Aberdeen City,0
2021-05-28,Aberdeenshire,0
2021-05-28,Angus,0
2021-05-28,Argyll & Bute,0
2021-05-28,City of Edinburgh,0
2021-05-28,Clackmannanshire,0
2021-05-28,Dumfries & Galloway,0
2021-05-28,Dundee City,0
2021-05-28,East Ayrshire,0
2021-05-28,East Dunbartonshire,0
2021-05-28,East Lothian,0
2021-05-28,East Renfrewshire,0
2021-05-28,Falkirk,0
2021-05-28,Fife,0
2021-05-28,Glasgow City,0
2021-05-28,Highland,0
2021-05-28,Inverclyde,0
2021-05-28,Midlothian,0
2021-05-28,Moray,0
2021-05-28,Na h-Eileanan Siar,0
2021-05-28,North Ayrshire,0
2021-05-28,North Lanarkshire,0
2021-05-28,Orkney Islands,0
2021-05-28,Perth & Kinross,0
2021-05-28,Renfrewshire,0
2021-05-28,Scottish Borders,0
2021-05-28,Shetland Islands,0
2021-05-28,South Ayrshire,0
2021-05-28,South Lanarkshire,0
2021-05-28,Stirling,0
2021-05-28,West Dunbartonshire,0
2021-05-28,West Lothian,0
2021-05-29,Aberdeen City,0
2021-05-29,Aberdeenshire,0
2021-05-29,Angus,0
2021-05-29,Argyll & Bute,0
2021-05-29,City of Edinburgh,0
2021-05-29,Clackmannanshire,0
2021-05-29,Dumfries & Galloway,0
2021-05-29,Dundee City,0
2021-05-29,East Ayrshire,0
2021-05-29,East Dunbartonshire,0
2021-05-29,East Lothian,0
2021-05-29,East Renfrewshire,0
2021-05-29,Falkirk,0
2021-05-29,Fife,0
2021-05-29,Glasgow City,0
2021-05-29,Highland,0
2021-05-29,Inverclyde,0
2021-05-29,Midlothian,0
2021-05-29,Moray,0
2021-05-29,Na h-Eileanan Siar,0
2021-05-29,North Ayrshire,0
2021-05-29,North Lanarkshire,0
2021-05-29,Orkney Islands,0
2021-05-29,Perth & Kinross,0
2021-05-29,Renfrewshire,0
2021-05-29,Scottish Borders,0
2021-05-29,Shetland Islands,0
2021-05-29,South Ayrshire,0
2021-05-29,South Lanarkshire,0
2021-05-29,Stirling,0
2021-05-29,West Dunbartonshire,0
2021-05-29,West Lothian,0
2021-05-30,Aberdeen City,0
2021-05-30,Aberdeenshire,0
2021-05-30,Angus,0
2021-05-30,Argyll & Bute,0
2021-05-30,City of Edinburgh,0
2021-05-30,Clackmannanshire,0
2021-05-30,Dumfries & Galloway,0
2021-05-30,Dundee City,0
2021-05-30,East Ayrshire,0
2021-05-30,East Dunbartonshire,0
2021-05-30,East Lothian,0
2021-05-30,East Renfrewshire,0
2021-05-30,Falkirk,0
2021-05-30,Fife,0
2021-05-30,Glasgow City,0
2021-05-30,Highland,0
2021-05-30,Inverclyde,0
2021-05-30,Midlothian,0
2021-05-30,Moray,0
2021-05-30,Na h-Eileanan Siar,0
2021-05-30,North Ayrshire,0
2021-05-30,North Lanarkshire,0
2021-05-30,Orkney Islands,0
2021-05-30,Perth & Kinross,0
2021-05-30,Renfrewshire,0
2021-05-30,Scottish Borders,0
2021-05-30,Shetland Islands,0
2021-05-30,South Ayrshire,0
2021-05-30,South Lanarkshire,0
2021-05-30,Stirling,0
2021-05-30,West Dunbartonshire,0
2021-05-30,West Lothian,0
2021-05-31,Aberdeen City,0
2021-05-31,Aberdeenshire,0
2021-05-31,Angus,0
2021-05-31,Argyll & Bute,0
2021-05-31,City of Edinburgh,0
2021-05-31,Clackmannanshire,0
2021-05-31,Dumfries & Galloway,0
2021-05-31,Dundee City,0
2021-05-31,East Ayrshire,0
2021-05-31,East Dunbartonshire,0
2021-05-31,East Lothian,0
2021-05-31,East Renfrewshire,0
2021-05-31,Falkirk,0
2021-05-31,Fife,0
2021-05-31,Glasgow City,0
2021-05-31,Highland,0
2021-05-31,Inverclyde,0
2021-05-31,Midlothian,0
2021-05-31,Moray,0
2021-05-31,Na h-Eileanan Siar,0
2021-05-31,North Ayrshire,0
2021-05-31,North Lanarkshire,0
2021-05-31,Orkney Islands,0
2021-05-31,Perth & Kinross,0
2021-05-31,Renfrewshire,0
2021-05-31,Scottish Borders,0
2021-05-31,Shetland Islands,0
2021-05-31,South Ayrshire,0
2021-05-31,South Lanarkshire,0
2021-05-31,Stirling,0
2021-05-31,West Dunbartonshire,0
2021-05-31,West Lothian,0
2021-06-01,Aberdeen City,0
2021-06-01,Aberdeenshire,0
2021-06-01,Angus,0
2021-06-01,Argyll & Bute,0
2021-06-01,City of Edinburgh,0
2021-06-01,Clackmannanshire,0
2021-06-01,Dumfries & Galloway,0
2021-06-01,Dundee City,0
2021-06-01,East Ayrshire,0
2021-06-01,East Dunbartonshire,0
2021-06-01,East Lothian,0
2021-06-01,East Renfrewshire,0
2021-06-01,Falkirk,0
2021-06-01,Fife,0
2021-06-01,Glasgow City,1
2021-06-01,Highland,0
2021-06-01,Inverclyde,0
2021-06-01,Midlothian,0
2021-06-01,Moray,0
2021-06-01,Na h-Eileanan Siar,0
2021-06-01,North Ayrshire,0
2021-06-01,North Lanarkshire,0
2021-06-01,Orkney Islands,0
2021-06-01,Perth & Kinross,0
2021-06-01,Renfrewshire,0
2021-06-01,Scottish Borders,0
2021-06-01,Shetland Islands,0
2021-06-01,South Ayrshire,0
2021-06-01,South Lanarkshire,0
2021-06-01,Stirling,0
2021-06-01,West Dunbartonshire,0
2021-06-01,West Lothian,0
2021-06-02,Aberdeen City,0
2021-06-02,Aberdeenshire,0
2021-06-02,Angus,0
2021-06-02,Argyll & Bute,0
2021-06-02,City of Edinburgh,0
2021-06-02,Clackmannanshire,0
2021-06-02,Dumfries & Galloway,0
2021-06-02,Dundee City,0
2021-06-02,East Ayrshire,0
2021-06-02,East Dunbartonshire,0
2021-06-02,East Lothian,0
2021-06-02,East Renfrewshire,0
2021-06-02,Falkirk,0
2021-06-02,Fife,0
2021-06-02,Glasgow City,1
2021-06-02,Highland,0
2021-06-02,Inverclyde,0
2021-06-02,Midlothian,0
2021-06-02,Moray,0
2021-06-02,Na h-Eileanan Siar,0
2021-06-02,North Ayrshire,0
2021-06-02,North Lanarkshire,0
2021-06-02,Orkney Islands,0
2021-06-02,Perth & Kinross,0
2021-06-02,Renfrewshire,0
2021-06-02,Scottish Borders,0
2021-06-02,Shetland Islands,0
2021-06-02,South Ayrshire,0
2021-06-02,South Lanarkshire,0
2021-06-02,Stirling,0
2021-06-02,West Dunbartonshire,0
2021-06-02,West Lothian,0
2021-06-03,Aberdeen City,0
2021-06-03,Aberdeenshire,0
2021-06-03,Angus,0
2021-06-03,Argyll & Bute,0
2021-06-03,City of Edinburgh,0
2021-06-03,Clackmannanshire,0
2021-06-03,Dumfries & Galloway,0
2021-06-03,Dundee City,0
2021-06-03,East Ayrshire,0
2021-06-03,East Dunbartonshire,0
2021-06-03,East Lothian,0
2021-06-03,East Renfrewshire,0
2021-06-03,Falkirk,0
2021-06-03,Fife,0
2021-06-03,Glasgow City,1
2021-06-03,Highland,0
2021-06-03,Inverclyde,0
2021-06-03,Midlothian,0
2021-06-03,Moray,0
2021-06-03,Na h-Eileanan Siar,0
2021-06-03,North Ayrshire,0
2021-06-03,North Lanarkshire,0
2021-06-03,Orkney Islands,0
2021-06-03,Perth & Kinross,0
2021-06-03,Renfrewshire,0
2021-06-03,Scottish Borders,0
2021-06-03,Shetland Islands,0
2021-06-03,South Ayrshire,0
2021-06-03,South Lanarkshire,0
2021-06-03,Stirling,0
2021-06-03,West Dunbartonshire,0
2021-06-03,West Lothian,0
2021-06-04,Aberdeen City,0
2021-06-04,Aberdeenshire,0
2021-06-04,Angus,0
2021-06-04,Argyll & Bute,0
2021-06-04,City of Edinburgh,0
2021-06-04,Clackmannanshire,0
2021-06-04,Dumfries & Galloway,0
2021-06-04,Dundee City,0
2021-06-04,East Ayrshire,0
2021-06-04,East Dunbartonshire,0
2021-06-04,East Lothian,0
2021-06-04,East Renfrewshire,0
2021-06-04,Falkirk,0
2021-06-04,Fife,0
2021-06-04,Glasgow City,1
2021-06-04,Highland,0
2021-06-04,Inverclyde,0
2021-06-04,Midlothian,0
2021-06-04,Moray,0
2021-06-04,Na h-Eileanan Siar,0
2021-06-04,North Ayrshire,0
2021-06-04,North Lanarkshire,0
2021-06-04,Orkney Islands,0
2021-06-04,Perth & Kinross,0
2021-06-04,Renfrewshire,0
2021-06-04,Scottish Borders,0
2021-06-04,Shetland Islands,0
2021-06-04,South Ayrshire,0
2021-06-04,South Lanarkshire,0
2021-06-04,Stirling,0
2021-06-04,West Dunbartonshire,0
2021-06-04,West Lothian,0
2021-06-05,Aberdeen City,0
2021-06-05,Aberdeenshire,0
2021-06-05,Angus,0
2021-06-05,Argyll & Bute,0
2021-06-05,City of Edinburgh,0
2021-06-05,Clackmannanshire,0
2021-06-05,Dumfries & Galloway,0
2021-06-05,Dundee City,0
2021-06-05,East Ayrshire,0
2021-06-05,East Dunbartonshire,0
2021-06-05,East Lothian,0
2021-06-05,East Renfrewshire,0
2021-06-05,Falkirk,0
2021-06-05,Fife,0
2021-06-05,Glasgow City,1
2021-06-05,Highland,0
2021-06-05,Inverclyde,0
2021-06-05,Midlothian,0
2021-06-05,Moray,0
2021-06-05,Na h-Eileanan Siar,0
2021-06-05,North Ayrshire,0
2021-06-05,North Lanarkshire,0
2021-06-05,Orkney Islands,0
2021-06-05,Perth & Kinross,0
2021-06-05,Renfrewshire,0
2021-06-05,Scottish Borders,0
2021-06-05,Shetland Islands,0
2021-06-05,South Ayrshire,0
2021-06-05,South Lanarkshire,0
2021-06-05,Stirling,0
2021-06-05,West Dunbartonshire,0
2021-06-05,West Lothian,0
2021-06-06,Aberdeen City,0
2021-06-06,Aberdeenshire,0
2021-06-06,Angus,0
2021-06-06,Argyll & Bute,0
2021-06-06,City of Edinburgh,0
2021-06-06,Clackmannanshire,0
2021-06-06,Dumfries & Galloway,0
2021-06-06,Dundee City,0
2021-06-06,East Ayrshire,0
2021-06-06,East Dunbartonshire,0
2021-06-06,East Lothian,0
2021-06-06,East Renfrewshire,0
2021-06-06,Falkirk,0
2021-06-06,Fife,0
2021-06-06,Glasgow City,0
2021-06-06,Highland,0
2021-06-06,Inverclyde,0
2021-06-06,Midlothian,0
2021-06-06,Moray,0
2021-06-06,Na h-Eileanan Siar,0
2021-06-06,North Ayrshire,0
2021-06-06,North Lanarkshire,0
2021-06-06,Orkney Islands,0
2021-06-06,Perth & Kinross,0
2021-06-06,Renfrewshire,0
2021-06-06,Scottish Borders,0
2021-06-06,Shetland Islands,0
2021-06-06,South Ayrshire,0
2021-06-06,South Lanarkshire,0
2021-06-06,Stirling,0
2021-06-06,West Dunbartonshire,0
2021-06-06,West Lothian,0
2021-06-07,Aberdeen City,0
2021-06-07,Aberdeenshire,0
2021-06-07,Angus,0
2021-06-07,Argyll & Bute,0
2021-06-07,City of Edinburgh,0
2021-06-07,Clackmannanshire,0
2021-06-07,Dumfries & Galloway,0
2021-06-07,Dundee City,0
2021-06-07,East Ayrshire,0
2021-06-07,East Dunbartonshire,0
2021-06-07,East Lothian,0
2021-06-07,East Renfrewshire,0
2021-06-07,Falkirk,0
2021-06-07,Fife,0
2021-06-07,Glasgow City,0
2021-06-07,Highland,0
2021-06-07,Inverclyde,0
2021-06-07,Midlothian,0
2021-06-07,Moray,0
2021-06-07,Na h-Eileanan Siar,0
2021-06-07,North Ayrshire,0
2021-06-07,North Lanarkshire,0
2021-06-07,Orkney Islands,0
2021-06-07,Perth & Kinross,0
2021-06-07,Renfrewshire,0
2021-06-07,Scottish Borders,0
2021-06-07,Shetland Islands,0
2021-06-07,South Ayrshire,0
2021-06-07,South Lanarkshire,0
2021-06-07,Stirling,0
2021-06-07,West Dunbartonshire,0
2021-06-07,West Lothian,0
2021-06-08,Aberdeen City,0
2021-06-08,Aberdeenshire,0
2021-06-08,Angus,0
2021-06-08,Argyll & Bute,0
2021-06-08,City of Edinburgh,0
2021-06-08,Clackmannanshire,0
2021-06-08,Dumfries & Galloway,0
2021-06-08,Dundee City,0
2021-06-08,East Ayrshire,0
2021-06-08,East Dunbartonshire,0
2021-06-08,East Lothian,0
2021-06-08,East Renfrewshire,0
2021-06-08,Falkirk,0
2021-06-08,Fife,0
2021-06-08,Glasgow City,0
2021-06-08,Highland,0
2021-06-08,Inverclyde,0
2021-06-08,Midlothian,0
2021-06-08,Moray,0
2021-06-08,Na h-Eileanan Siar,0
2021-06-08,North Ayrshire,0
2021-06-08,North Lanarkshire,0
2021-06-08,Orkney Islands,0
2021-06-08,Perth & Kinross,0
2021-06-08,Renfrewshire,0
2021-06-08,Scottish Borders,0
2021-06-08,Shetland Islands,0
2021-06-08,South Ayrshire,0
2021-06-08,South Lanarkshire,0
2021-06-08,Stirling,0
2021-06-08,West Dunbartonshire,0
2021-06-08,West Lothian,0
2021-06-09,Aberdeen City,0
2021-06-09,Aberdeenshire,0
2021-06-09,Angus,0
2021-06-09,Argyll & Bute,0
2021-06-09,City of Edinburgh,0
2021-06-09,Clackmannanshire,0
2021-06-09,Dumfries & Galloway,0
2021-06-09,Dundee City,0
2021-06-09,East Ayrshire,0
2021-06-09,East Dunbartonshire,0
2021-06-09,East Lothian,0
2021-06-09,East Renfrewshire,0
2021-06-09,Falkirk,0
2021-06-09,Fife,0
2021-06-09,Glasgow City,0
2021-06-09,Highland,0
2021-06-09,Inverclyde,0
2021-06-09,Midlothian,0
2021-06-09,Moray,0
2021-06-09,Na h-Eileanan Siar,0
2021-06-09,North Ayrshire,0
2021-06-09,North Lanarkshire,0
2021-06-09,Orkney Islands,0
2021-06-09,Perth & Kinross,0
2021-06-09,Renfrewshire,0
2021-06-09,Scottish Borders,0
2021-06-09,Shetland Islands,0
2021-06-09,South Ayrshire,0
2021-06-09,South Lanarkshire,0
2021-06-09,Stirling,0
2021-06-09,West Dunbartonshire,0
2021-06-09,West Lothian,0
2021-06-10,Aberdeen City,0
2021-06-10,Aberdeenshire,0
2021-06-10,Angus,0
2021-06-10,Argyll & Bute,0
2021-06-10,City of Edinburgh,0
2021-06-10,Clackmannanshire,0
2021-06-10,Dumfries & Galloway,0
2021-06-10,Dundee City,0
2021-06-10,East Ayrshire,0
2021-06-10,East Dunbartonshire,0
2021-06-10,East Lothian,0
2021-06-10,East Renfrewshire,0
2021-06-10,Falkirk,0
2021-06-10,Fife,0
2021-06-10,Glasgow City,0
2021-06-10,Highland,0
2021-06-10,Inverclyde,0
2021-06-10,Midlothian,0
2021-06-10,Moray,0
2021-06-10,Na h-Eileanan Siar,0
2021-06-10,North Ayrshire,0
2021-06-10,North Lanarkshire,0
2021-06-10,Orkney Islands,0
2021-06-10,Perth & Kinross,0
2021-06-10,Renfrewshire,0
2021-06-10,Scottish Borders,0
2021-06-10,Shetland Islands,0
2021-06-10,South Ayrshire,0
2021-06-10,South Lanarkshire,0
2021-06-10,Stirling,0
2021-06-10,West Dunbartonshire,0
2021-06-10,West Lothian,0
2021-06-11,Aberdeen City,0
2021-06-11,Aberdeenshire,0
2021-06-11,Angus,0
2021-06-11,Argyll & Bute,0
2021-06-11,City of Edinburgh,0
2021-06-11,Clackmannanshire,0
