Date,Council,Deaths_per_LA
2021-02-26,East Dunbartonshire,0
2021-02-26,East Lothian,0
2021-02-26,East Renfrewshire,0
2021-02-26,Falkirk,1
2021-02-26,Fife,0
2021-02-26,Glasgow City,1
2021-02-26,Highland,0
2021-02-26,Inverclyde,1
2021-02-26,Midlothian,0
2021-02-26,Moray,0
2021-02-26,Na h-Eileanan Siar,0
2021-02-26,North Ayrshire,0
2021-02-26,North Lanarkshire,1
2021-02-26,Orkney Islands,0
2021-02-26,Perth & Kinross,0
2021-02-26,Renfrewshire,0
2021-02-26,Scottish Borders,0
2021-02-26,Shetland Islands,0
2021-02-26,South Ayrshire,0
2021-02-26,South Lanarkshire,1
2021-02-26,Stirling,0
2021-02-26,West Dunbartonshire,0
2021-02-26,West Lothian,0
2021-02-27,Aberdeen City,0
2021-02-27,Aberdeenshire,0
2021-02-27,Angus,0
2021-02-27,Argyll & Bute,0
2021-02-27,City of Edinburgh,1
2021-02-27,Clackmannanshire,0
2021-02-27,Dumfries & Galloway,0
2021-02-27,Dundee City,0
2021-02-27,East Ayrshire,0
2021-02-27,East Dunbartonshire,0
2021-02-27,East Lothian,0
2021-02-27,East Renfrewshire,0
2021-02-27,Falkirk,1
2021-02-27,Fife,0
2021-02-27,Glasgow City,1
2021-02-27,Highland,0
2021-02-27,Inverclyde,0
2021-02-27,Midlothian,0
2021-02-27,Moray,0
2021-02-27,Na h-Eileanan Siar,0
2021-02-27,North Ayrshire,0
2021-02-27,North Lanarkshire,1
2021-02-27,Orkney Islands,0
2021-02-27,Perth & Kinross,0
2021-02-27,Renfrewshire,0
2021-02-27,Scottish Borders,0
2021-02-27,Shetland Islands,0
2021-02-27,South Ayrshire,0
2021-02-27,South Lanarkshire,1
2021-02-27,Stirling,0
2021-02-27,West Dunbartonshire,0
2021-02-27,West Lothian,0
2021-02-28,Aberdeen City,0
2021-02-28,Aberdeenshire,0
2021-02-28,Angus,0
2021-02-28,Argyll & Bute,0
2021-02-28,City of Edinburgh,1
2021-02-28,Clackmannanshire,0
2021-02-28,Dumfries & Galloway,0
2021-02-28,Dundee City,0
2021-02-28,East Ayrshire,0
2021-02-28,East Dunbartonshire,0
2021-02-28,East Lothian,0
2021-02-28,East Renfrewshire,0
2021-02-28,Falkirk,1
2021-02-28,Fife,0
2021-02-28,Glasgow City,1
2021-02-28,Highland,0
2021-02-28,Inverclyde,0
2021-02-28,Midlothian,0
2021-02-28,Moray,0
2021-02-28,Na h-Eileanan Siar,0
2021-02-28,North Ayrshire,0
2021-02-28,North Lanarkshire,1
2021-02-28,Orkney Islands,0
2021-02-28,Perth & Kinross,0
2021-02-28,Renfrewshire,0
2021-02-28,Scottish Borders,0
2021-02-28,Shetland Islands,0
2021-02-28,South Ayrshire,0
2021-02-28,South Lanarkshire,1
2021-02-28,Stirling,0
2021-02-28,West Dunbartonshire,0
2021-02-28,West Lothian,0
2021-03-01,Aberdeen City,0
2021-03-01,Aberdeenshire,0
2021-03-01,Angus,0
2021-03-01,Argyll & Bute,0
2021-03-01,City of Edinburgh,1
2021-03-01,Clackmannanshire,0
2021-03-01,Dumfries & Galloway,0
2021-03-01,Dundee City,0
2021-03-01,East Ayrshire,0
2021-03-01,East Dunbartonshire,0
2021-03-01,East Lothian,0
2021-03-01,East Renfrewshire,0
2021-03-01,Falkirk,0
2021-03-01,Fife,0
2021-03-01,Glasgow City,1
2021-03-01,Highland,0
2021-03-01,Inverclyde,0
2021-03-01,Midlothian,0
2021-03-01,Moray,0
2021-03-01,Na h-Eileanan Siar,0
2021-03-01,North Ayrshire,0
2021-03-01,North Lanarkshire,1
2021-03-01,Orkney Islands,0
2021-03-01,Perth & Kinross,0
2021-03-01,Renfrewshire,0
2021-03-01,Scottish Borders,0
2021-03-01,Shetland Islands,0
2021-03-01,South Ayrshire,0
2021-03-01,South Lanarkshire,1
2021-03-01,Stirling,0
2021-03-01,West Dunbartonshire,0
2021-03-01,West Lothian,0
2021-03-02,Aberdeen City,0
2021-03-02,Aberdeenshire,0
2021-03-02,Angus,0
2021-03-02,Argyll & Bute,0
2021-03-02,City of Edinburgh,0
2021-03-02,Clackmannanshire,0
2021-03-02,Dumfries & Galloway,0
2021-03-02,Dundee City,0
2021-03-02,East Ayrshire,0
2021-03-02,East Dunbartonshire,0
2021-03-02,East Lothian,0
2021-03-02,East Renfrewshire,0
2021-03-02,Falkirk,0
2021-03-02,Fife,0
2021-03-02,Glasgow City,1
2021-03-02,Highland,0
2021-03-02,Inverclyde,0
2021-03-02,Midlothian,0
2021-03-02,Moray,0
2021-03-02,Na h-Eileanan Siar,0
2021-03-02,North Ayrshire,0
2021-03-02,North Lanarkshire,1
2021-03-02,Orkney Islands,0
2021-03-02,Perth & Kinross,0
2021-03-02,Renfrewshire,0
2021-03-02,Scottish Borders,0
2021-03-02,Shetland Islands,0
2021-03-02,South Ayrshire,0
2021-03-02,South Lanarkshire,1
2021-03-02,Stirling,0
2021-03-02,West Dunbartonshire,0
2021-03-02,West Lothian,0
2021-03-03,Aberdeen City,0
2021-03-03,Aberdeenshire,0
2021-03-03,Angus,0
2021-03-03,Argyll & Bute,0
2021-03-03,City of Edinburgh,0
2021-03-03,Clackmannanshire,0
2021-03-03,Dumfries & Galloway,0
2021-03-03,Dundee City,0
2021-03-03,East Ayrshire,0
2021-03-03,East Dunbartonshire,0
2021-03-03,East Lothian,0
2021-03-03,East Renfrewshire,0
2021-03-03,Falkirk,0
2021-03-03,Fife,0
2021-03-03,Glasgow City,1
2021-03-03,Highland,0
2021-03-03,Inverclyde,0
2021-03-03,Midlothian,0
2021-03-03,Moray,0
2021-03-03,Na h-Eileanan Siar,0
2021-03-03,North Ayrshire,0
2021-03-03,North Lanarkshire,1
2021-03-03,Orkney Islands,0
2021-03-03,Perth & Kinross,0
2021-03-03,Renfrewshire,0
2021-03-03,Scottish Borders,0
2021-03-03,Shetland Islands,0
2021-03-03,South Ayrshire,0
2021-03-03,South Lanarkshire,0
2021-03-03,Stirling,0
2021-03-03,West Dunbartonshire,0
2021-03-03,West Lothian,0
2021-03-04,Aberdeen City,0
2021-03-04,Aberdeenshire,0
2021-03-04,Angus,0
2021-03-04,Argyll & Bute,0
2021-03-04,City of Edinburgh,0
2021-03-04,Clackmannanshire,0
2021-03-04,Dumfries & Galloway,0
2021-03-04,Dundee City,0
2021-03-04,East Ayrshire,0
2021-03-04,East Dunbartonshire,0
2021-03-04,East Lothian,0
2021-03-04,East Renfrewshire,0
2021-03-04,Falkirk,0
2021-03-04,Fife,0
2021-03-04,Glasgow City,1
2021-03-04,Highland,0
2021-03-04,Inverclyde,0
2021-03-04,Midlothian,0
2021-03-04,Moray,0
2021-03-04,Na h-Eileanan Siar,0
2021-03-04,North Ayrshire,0
2021-03-04,North Lanarkshire,1
2021-03-04,Orkney Islands,0
2021-03-04,Perth & Kinross,0
2021-03-04,Renfrewshire,0
2021-03-04,Scottish Borders,0
2021-03-04,Shetland Islands,0
2021-03-04,South Ayrshire,0
2021-03-04,South Lanarkshire,0
2021-03-04,Stirling,0
2021-03-04,West Dunbartonshire,0
2021-03-04,West Lothian,0
2021-03-05,Aberdeen City,0
2021-03-05,Aberdeenshire,0
2021-03-05,Angus,0
2021-03-05,Argyll & Bute,0
2021-03-05,City of Edinburgh,0
2021-03-05,Clackmannanshire,0
2021-03-05,Dumfries & Galloway,0
2021-03-05,Dundee City,0
2021-03-05,East Ayrshire,0
2021-03-05,East Dunbartonshire,0
2021-03-05,East Lothian,0
2021-03-05,East Renfrewshire,0
2021-03-05,Falkirk,1
2021-03-05,Fife,0
2021-03-05,Glasgow City,1
2021-03-05,Highland,0
2021-03-05,Inverclyde,0
2021-03-05,Midlothian,0
2021-03-05,Moray,0
2021-03-05,Na h-Eileanan Siar,0
2021-03-05,North Ayrshire,0
2021-03-05,North Lanarkshire,1
2021-03-05,Orkney Islands,0
2021-03-05,Perth & Kinross,0
2021-03-05,Renfrewshire,0
2021-03-05,Scottish Borders,0
2021-03-05,Shetland Islands,0
2021-03-05,South Ayrshire,0
2021-03-05,South Lanarkshire,0
2021-03-05,Stirling,0
2021-03-05,West Dunbartonshire,0
2021-03-05,West Lothian,0
2021-03-06,Aberdeen City,0
2021-03-06,Aberdeenshire,0
2021-03-06,Angus,0
2021-03-06,Argyll & Bute,0
2021-03-06,City of Edinburgh,0
2021-03-06,Clackmannanshire,0
2021-03-06,Dumfries & Galloway,0
2021-03-06,Dundee City,0
2021-03-06,East Ayrshire,0
2021-03-06,East Dunbartonshire,0
2021-03-06,East Lothian,0
2021-03-06,East Renfrewshire,0
2021-03-06,Falkirk,1
2021-03-06,Fife,0
2021-03-06,Glasgow City,1
2021-03-06,Highland,0
2021-03-06,Inverclyde,0
2021-03-06,Midlothian,0
2021-03-06,Moray,0
2021-03-06,Na h-Eileanan Siar,0
2021-03-06,North Ayrshire,0
2021-03-06,North Lanarkshire,0
2021-03-06,Orkney Islands,0
2021-03-06,Perth & Kinross,0
2021-03-06,Renfrewshire,0
2021-03-06,Scottish Borders,0
2021-03-06,Shetland Islands,0
2021-03-06,South Ayrshire,0
2021-03-06,South Lanarkshire,0
2021-03-06,Stirling,0
2021-03-06,West Dunbartonshire,0
2021-03-06,West Lothian,0
2021-03-07,Aberdeen City,0
2021-03-07,Aberdeenshire,0
2021-03-07,Angus,0
2021-03-07,Argyll & Bute,0
2021-03-07,City of Edinburgh,0
2021-03-07,Clackmannanshire,0
2021-03-07,Dumfries & Galloway,0
2021-03-07,Dundee City,0
2021-03-07,East Ayrshire,0
2021-03-07,East Dunbartonshire,0
2021-03-07,East Lothian,0
2021-03-07,East Renfrewshire,0
2021-03-07,Falkirk,1
2021-03-07,Fife,0
2021-03-07,Glasgow City,1
2021-03-07,Highland,0
2021-03-07,Inverclyde,0
2021-03-07,Midlothian,0
2021-03-07,Moray,0
2021-03-07,Na h-Eileanan Siar,0
2021-03-07,North Ayrshire,0
2021-03-07,North Lanarkshire,1
2021-03-07,Orkney Islands,0
2021-03-07,Perth & Kinross,0
2021-03-07,Renfrewshire,0
2021-03-07,Scottish Borders,0
2021-03-07,Shetland Islands,0
2021-03-07,South Ayrshire,0
2021-03-07,South Lanarkshire,0
2021-03-07,Stirling,0
2021-03-07,West Dunbartonshire,0
2021-03-07,West Lothian,0
2021-03-08,Aberdeen City,0
2021-03-08,Aberdeenshire,0
2021-03-08,Angus,0
2021-03-08,Argyll & Bute,0
2021-03-08,City of Edinburgh,0
2021-03-08,Clackmannanshire,0
2021-03-08,Dumfries & Galloway,0
2021-03-08,Dundee City,0
2021-03-08,East Ayrshire,0
2021-03-08,East Dunbartonshire,0
2021-03-08,East Lothian,0
2021-03-08,East Renfrewshire,0
2021-03-08,Falkirk,1
2021-03-08,Fife,0
2021-03-08,Glasgow City,1
2021-03-08,Highland,0
2021-03-08,Inverclyde,0
2021-03-08,Midlothian,0
2021-03-08,Moray,0
2021-03-08,Na h-Eileanan Siar,0
2021-03-08,North Ayrshire,0
2021-03-08,North Lanarkshire,1
2021-03-08,Orkney Islands,0
2021-03-08,Perth & Kinross,0
2021-03-08,Renfrewshire,0
2021-03-08,Scottish Borders,0
2021-03-08,Shetland Islands,0
2021-03-08,South Ayrshire,0
2021-03-08,South Lanarkshire,0
2021-03-08,Stirling,0
2021-03-08,West Dunbartonshire,0
2021-03-08,West Lothian,0
2021-03-09,Aberdeen City,0
2021-03-09,Aberdeenshire,0
2021-03-09,Angus,0
2021-03-09,Argyll & Bute,0
2021-03-09,City of Edinburgh,0
2021-03-09,Clackmannanshire,0
2021-03-09,Dumfries & Galloway,0
2021-03-09,Dundee City,0
2021-03-09,East Ayrshire,0
2021-03-09,East Dunbartonshire,0
2021-03-09,East Lothian,0
2021-03-09,East Renfrewshire,0
2021-03-09,Falkirk,1
2021-03-09,Fife,0
2021-03-09,Glasgow City,1
2021-03-09,Highland,0
2021-03-09,Inverclyde,0
2021-03-09,Midlothian,0
2021-03-09,Moray,0
2021-03-09,Na h-Eileanan Siar,0
2021-03-09,North Ayrshire,0
2021-03-09,North Lanarkshire,1
2021-03-09,Orkney Islands,0
2021-03-09,Perth & Kinross,0
2021-03-09,Renfrewshire,0
2021-03-09,Scottish Borders,0
2021-03-09,Shetland Islands,0
2021-03-09,South Ayrshire,0
2021-03-09,South Lanarkshire,0
2021-03-09,Stirling,0
2021-03-09,West Dunbartonshire,0
2021-03-09,West Lothian,0
2021-03-10,Aberdeen City,0
2021-03-10,Aberdeenshire,0
2021-03-10,Angus,0
2021-03-10,Argyll & Bute,0
2021-03-10,City of Edinburgh,0
2021-03-10,Clackmannanshire,0
2021-03-10,Dumfries & Galloway,0
2021-03-10,Dundee City,0
2021-03-10,East Ayrshire,0
2021-03-10,East Dunbartonshire,0
2021-03-10,East Lothian,0
2021-03-10,East Renfrewshire,0
2021-03-10,Falkirk,1
2021-03-10,Fife,0
2021-03-10,Glasgow City,1
2021-03-10,Highland,0
2021-03-10,Inverclyde,0
2021-03-10,Midlothian,0
2021-03-10,Moray,0
2021-03-10,Na h-Eileanan Siar,0
2021-03-10,North Ayrshire,0
2021-03-10,North Lanarkshire,0
2021-03-10,Orkney Islands,0
2021-03-10,Perth & Kinross,0
2021-03-10,Renfrewshire,0
2021-03-10,Scottish Borders,0
2021-03-10,Shetland Islands,0
2021-03-10,South Ayrshire,0
2021-03-10,South Lanarkshire,0
2021-03-10,Stirling,0
2021-03-10,West Dunbartonshire,0
2021-03-10,West Lothian,0
2021-03-11,Aberdeen City,0
2021-03-11,Aberdeenshire,0
2021-03-11,Angus,0
2021-03-11,Argyll & Bute,0
2021-03-11,City of Edinburgh,0
2021-03-11,Clackmannanshire,0
2021-03-11,Dumfries & Galloway,0
2021-03-11,Dundee City,0
2021-03-11,East Ayrshire,0
2021-03-11,East Dunbartonshire,0
2021-03-11,East Lothian,0
2021-03-11,East Renfrewshire,0
2021-03-11,Falkirk,0
2021-03-11,Fife,0
2021-03-11,Glasgow City,1
2021-03-11,Highland,0
2021-03-11,Inverclyde,0
2021-03-11,Midlothian,0
2021-03-11,Moray,0
2021-03-11,Na h-Eileanan Siar,0
2021-03-11,North Ayrshire,0
2021-03-11,North Lanarkshire,1
2021-03-11,Orkney Islands,0
2021-03-11,Perth & Kinross,0
2021-03-11,Renfrewshire,0
2021-03-11,Scottish Borders,0
2021-03-11,Shetland Islands,0
2021-03-11,South Ayrshire,0
2021-03-11,South Lanarkshire,0
2021-03-11,Stirling,0
2021-03-11,West Dunbartonshire,0
2021-03-11,West Lothian,0
2021-03-12,Aberdeen City,0
2021-03-12,Aberdeenshire,0
2021-03-12,Angus,0
2021-03-12,Argyll & Bute,0
2021-03-12,City of Edinburgh,0
2021-03-12,Clackmannanshire,0
2021-03-12,Dumfries & Galloway,0
2021-03-12,Dundee City,0
2021-03-12,East Ayrshire,0
2021-03-12,East Dunbartonshire,0
2021-03-12,East Lothian,0
2021-03-12,East Renfrewshire,0
2021-03-12,Falkirk,0
2021-03-12,Fife,0
2021-03-12,Glasgow City,1
2021-03-12,Highland,0
2021-03-12,Inverclyde,0
2021-03-12,Midlothian,0
2021-03-12,Moray,0
2021-03-12,Na h-Eileanan Siar,0
2021-03-12,North Ayrshire,0
2021-03-12,North Lanarkshire,1
2021-03-12,Orkney Islands,0
2021-03-12,Perth & Kinross,0
2021-03-12,Renfrewshire,0
2021-03-12,Scottish Borders,0
2021-03-12,Shetland Islands,0
2021-03-12,South Ayrshire,0
2021-03-12,South Lanarkshire,0
2021-03-12,Stirling,0
2021-03-12,West Dunbartonshire,0
2021-03-12,West Lothian,0
2021-03-13,Aberdeen City,0
2021-03-13,Aberdeenshire,0
2021-03-13,Angus,0
2021-03-13,Argyll & Bute,0
2021-03-13,City of Edinburgh,0
2021-03-13,Clackmannanshire,0
2021-03-13,Dumfries & Galloway,0
2021-03-13,Dundee City,0
2021-03-13,East Ayrshire,0
2021-03-13,East Dunbartonshire,0
2021-03-13,East Lothian,0
2021-03-13,East Renfrewshire,0
2021-03-13,Falkirk,0
2021-03-13,Fife,0
2021-03-13,Glasgow City,1
2021-03-13,Highland,0
2021-03-13,Inverclyde,0
2021-03-13,Midlothian,0
2021-03-13,Moray,0
2021-03-13,Na h-Eileanan Siar,0
2021-03-13,North Ayrshire,0
2021-03-13,North Lanarkshire,1
2021-03-13,Orkney Islands,0
2021-03-13,Perth & Kinross,0
2021-03-13,Renfrewshire,0
2021-03-13,Scottish Borders,0
2021-03-13,Shetland Islands,0
2021-03-13,South Ayrshire,0
2021-03-13,South Lanarkshire,0
2021-03-13,Stirling,0
2021-03-13,West Dunbartonshire,0
2021-03-13,West Lothian,0
2021-03-14,Aberdeen City,0
2021-03-14,Aberdeenshire,0
2021-03-14,Angus,0
2021-03-14,Argyll & Bute,0
2021-03-14,City of Edinburgh,0
2021-03-14,Clackmannanshire,0
2021-03-14,Dumfries & Galloway,0
2021-03-14,Dundee City,0
2021-03-14,East Ayrshire,0
2021-03-14,East Dunbartonshire,0
2021-03-14,East Lothian,0
2021-03-14,East Renfrewshire,0
2021-03-14,Falkirk,0
2021-03-14,Fife,0
2021-03-14,Glasgow City,1
2021-03-14,Highland,0
2021-03-14,Inverclyde,0
2021-03-14,Midlothian,0
2021-03-14,Moray,0
2021-03-14,Na h-Eileanan Siar,0
2021-03-14,North Ayrshire,0
2021-03-14,North Lanarkshire,1
2021-03-14,Orkney Islands,0
2021-03-14,Perth & Kinross,0
2021-03-14,Renfrewshire,0
2021-03-14,Scottish Borders,0
2021-03-14,Shetland Islands,0
2021-03-14,South Ayrshire,0
2021-03-14,South Lanarkshire,0
2021-03-14,Stirling,0
2021-03-14,West Dunbartonshire,0
2021-03-14,West Lothian,0
2021-03-15,Aberdeen City,0
2021-03-15,Aberdeenshire,0
2021-03-15,Angus,0
2021-03-15,Argyll & Bute,0
2021-03-15,City of Edinburgh,0
2021-03-15,Clackmannanshire,0
2021-03-15,Dumfries & Galloway,0
2021-03-15,Dundee City,0
2021-03-15,East Ayrshire,0
2021-03-15,East Dunbartonshire,0
2021-03-15,East Lothian,0
2021-03-15,East Renfrewshire,0
2021-03-15,Falkirk,0
2021-03-15,Fife,0
2021-03-15,Glasgow City,1
2021-03-15,Highland,0
2021-03-15,Inverclyde,0
2021-03-15,Midlothian,0
2021-03-15,Moray,0
2021-03-15,Na h-Eileanan Siar,0
2021-03-15,North Ayrshire,0
2021-03-15,North Lanarkshire,1
2021-03-15,Orkney Islands,0
2021-03-15,Perth & Kinross,0
2021-03-15,Renfrewshire,0
2021-03-15,Scottish Borders,0
2021-03-15,Shetland Islands,0
2021-03-15,South Ayrshire,0
2021-03-15,South Lanarkshire,0
2021-03-15,Stirling,0
2021-03-15,West Dunbartonshire,0
2021-03-15,West Lothian,0
2021-03-16,Aberdeen City,0
2021-03-16,Aberdeenshire,0
2021-03-16,Angus,0
2021-03-16,Argyll & Bute,0
2021-03-16,City of Edinburgh,0
2021-03-16,Clackmannanshire,0
2021-03-16,Dumfries & Galloway,0
2021-03-16,Dundee City,0
2021-03-16,East Ayrshire,0
2021-03-16,East Dunbartonshire,0
2021-03-16,East Lothian,0
2021-03-16,East Renfrewshire,0
2021-03-16,Falkirk,0
2021-03-16,Fife,0
2021-03-16,Glasgow City,1
2021-03-16,Highland,0
2021-03-16,Inverclyde,0
2021-03-16,Midlothian,0
2021-03-16,Moray,0
2021-03-16,Na h-Eileanan Siar,0
2021-03-16,North Ayrshire,0
2021-03-16,North Lanarkshire,0
2021-03-16,Orkney Islands,0
2021-03-16,Perth & Kinross,0
2021-03-16,Renfrewshire,0
2021-03-16,Scottish Borders,0
2021-03-16,Shetland Islands,0
2021-03-16,South Ayrshire,0
2021-03-16,South Lanarkshire,0
2021-03-16,Stirling,0
2021-03-16,West Dunbartonshire,0
2021-03-16,West Lothian,0
2021-03-17,Aberdeen City,0
2021-03-17,Aberdeenshire,0
2021-03-17,Angus,0
2021-03-17,Argyll & Bute,0
2021-03-17,City of Edinburgh,0
2021-03-17,Clackmannanshire,0
2021-03-17,Dumfries & Galloway,0
2021-03-17,Dundee City,0
2021-03-17,East Ayrshire,0
2021-03-17,East Dunbartonshire,0
2021-03-17,East Lothian,0
2021-03-17,East Renfrewshire,0
2021-03-17,Falkirk,0
2021-03-17,Fife,0
2021-03-17,Glasgow City,1
2021-03-17,Highland,0
2021-03-17,Inverclyde,0
2021-03-17,Midlothian,0
2021-03-17,Moray,0
2021-03-17,Na h-Eileanan Siar,0
2021-03-17,North Ayrshire,0
2021-03-17,North Lanarkshire,0
2021-03-17,Orkney Islands,0
2021-03-17,Perth & Kinross,0
2021-03-17,Renfrewshire,0
2021-03-17,Scottish Borders,0
2021-03-17,Shetland Islands,0
2021-03-17,South Ayrshire,0
2021-03-17,South Lanarkshire,0
2021-03-17,Stirling,0
2021-03-17,West Dunbartonshire,0
2021-03-17,West Lothian,0
2021-03-18,Aberdeen City,0
2021-03-18,Aberdeenshire,0
2021-03-18,Angus,0
2021-03-18,Argyll & Bute,0
2021-03-18,City of Edinburgh,0
2021-03-18,Clackmannanshire,0
2021-03-18,Dumfries & Galloway,0
2021-03-18,Dundee City,0
2021-03-18,East Ayrshire,0
2021-03-18,East Dunbartonshire,0
2021-03-18,East Lothian,0
2021-03-18,East Renfrewshire,0
2021-03-18,Falkirk,0
2021-03-18,Fife,0
2021-03-18,Glasgow City,1
2021-03-18,Highland,0
2021-03-18,Inverclyde,0
2021-03-18,Midlothian,0
2021-03-18,Moray,0
2021-03-18,Na h-Eileanan Siar,0
2021-03-18,North Ayrshire,0
2021-03-18,North Lanarkshire,0
2021-03-18,Orkney Islands,0
2021-03-18,Perth & Kinross,0
2021-03-18,Renfrewshire,0
2021-03-18,Scottish Borders,0
2021-03-18,Shetland Islands,0
2021-03-18,South Ayrshire,0
2021-03-18,South Lanarkshire,0
2021-03-18,Stirling,0
2021-03-18,West Dunbartonshire,0
2021-03-18,West Lothian,0
2021-03-19,Aberdeen City,0
2021-03-19,Aberdeenshire,0
2021-03-19,Angus,0
2021-03-19,Argyll & Bute,0
2021-03-19,City of Edinburgh,0
2021-03-19,Clackmannanshire,0
2021-03-19,Dumfries & Galloway,0
2021-03-19,Dundee City,0
2021-03-19,East Ayrshire,0
2021-03-19,East Dunbartonshire,0
2021-03-19,East Lothian,0
2021-03-19,East Renfrewshire,0
2021-03-19,Falkirk,0
2021-03-19,Fife,0
2021-03-19,Glasgow City,1
2021-03-19,Highland,0
2021-03-19,Inverclyde,0
2021-03-19,Midlothian,0
2021-03-19,Moray,0
2021-03-19,Na h-Eileanan Siar,0
2021-03-19,North Ayrshire,0
2021-03-19,North Lanarkshire,0
2021-03-19,Orkney Islands,0
2021-03-19,Perth & Kinross,0
2021-03-19,Renfrewshire,0
2021-03-19,Scottish Borders,0
2021-03-19,Shetland Islands,0
2021-03-19,South Ayrshire,0
2021-03-19,South Lanarkshire,0
2021-03-19,Stirling,0
2021-03-19,West Dunbartonshire,0
2021-03-19,West Lothian,0
2021-03-20,Aberdeen City,0
2021-03-20,Aberdeenshire,0
2021-03-20,Angus,0
2021-03-20,Argyll & Bute,0
2021-03-20,City of Edinburgh,0
2021-03-20,Clackmannanshire,0
2021-03-20,Dumfries & Galloway,0
2021-03-20,Dundee City,0
2021-03-20,East Ayrshire,0
2021-03-20,East Dunbartonshire,0
2021-03-20,East Lothian,0
2021-03-20,East Renfrewshire,0
2021-03-20,Falkirk,0
2021-03-20,Fife,0
2021-03-20,Glasgow City,1
2021-03-20,Highland,0
2021-03-20,Inverclyde,0
2021-03-20,Midlothian,0
2021-03-20,Moray,0
2021-03-20,Na h-Eileanan Siar,0
2021-03-20,North Ayrshire,0
2021-03-20,North Lanarkshire,0
2021-03-20,Orkney Islands,0
2021-03-20,Perth & Kinross,0
2021-03-20,Renfrewshire,0
2021-03-20,Scottish Borders,0
2021-03-20,Shetland Islands,0
2021-03-20,South Ayrshire,0
2021-03-20,South Lanarkshire,0
2021-03-20,Stirling,0
2021-03-20,West Dunbartonshire,0
2021-03-20,West Lothian,0
2021-03-21,Aberdeen City,0
2021-03-21,Aberdeenshire,0
2021-03-21,Angus,0
2021-03-21,Argyll & Bute,0
2021-03-21,City of Edinburgh,0
2021-03-21,Clackmannanshire,0
2021-03-21,Dumfries & Galloway,0
2021-03-21,Dundee City,0
2021-03-21,East Ayrshire,0
2021-03-21,East Dunbartonshire,0
2021-03-21,East Lothian,0
2021-03-21,East Renfrewshire,0
2021-03-21,Falkirk,0
2021-03-21,Fife,0
2021-03-21,Glasgow City,1
2021-03-21,Highland,0
2021-03-21,Inverclyde,0
2021-03-21,Midlothian,0
2021-03-21,Moray,0
2021-03-21,Na h-Eileanan Siar,0
2021-03-21,North Ayrshire,0
2021-03-21,North Lanarkshire,0
2021-03-21,Orkney Islands,0
2021-03-21,Perth & Kinross,0
2021-03-21,Renfrewshire,0
2021-03-21,Scottish Borders,0
2021-03-21,Shetland Islands,0
2021-03-21,South Ayrshire,0
2021-03-21,South Lanarkshire,0
2021-03-21,Stirling,0
2021-03-21,West Dunbartonshire,0
2021-03-21,West Lothian,0
2021-03-22,Aberdeen City,0
2021-03-22,Aberdeenshire,0
2021-03-22,Angus,0
2021-03-22,Argyll & Bute,0
2021-03-22,City of Edinburgh,0
2021-03-22,Clackmannanshire,0
2021-03-22,Dumfries & Galloway,0
2021-03-22,Dundee City,0
2021-03-22,East Ayrshire,0
2021-03-22,East Dunbartonshire,0
2021-03-22,East Lothian,0
2021-03-22,East Renfrewshire,0
2021-03-22,Falkirk,0
2021-03-22,Fife,0
2021-03-22,Glasgow City,1
2021-03-22,Highland,0
2021-03-22,Inverclyde,0
2021-03-22,Midlothian,0
2021-03-22,Moray,0
2021-03-22,Na h-Eileanan Siar,0
2021-03-22,North Ayrshire,0
2021-03-22,North Lanarkshire,0
2021-03-22,Orkney Islands,0
2021-03-22,Perth & Kinross,0
2021-03-22,Renfrewshire,0
2021-03-22,Scottish Borders,0
2021-03-22,Shetland Islands,0
2021-03-22,South Ayrshire,0
2021-03-22,South Lanarkshire,0
2021-03-22,Stirling,0
2021-03-22,West Dunbartonshire,0
2021-03-22,West Lothian,0
2021-03-23,Aberdeen City,0
2021-03-23,Aberdeenshire,0
2021-03-23,Angus,0
2021-03-23,Argyll & Bute,0
2021-03-23,City of Edinburgh,0
2021-03-23,Clackmannanshire,0
2021-03-23,Dumfries & Galloway,0
2021-03-23,Dundee City,0
2021-03-23,East Ayrshire,0
2021-03-23,East Dunbartonshire,0
2021-03-23,East Lothian,0
2021-03-23,East Renfrewshire,0
2021-03-23,Falkirk,0
2021-03-23,Fife,0
2021-03-23,Glasgow City,0
2021-03-23,Highland,0
2021-03-23,Inverclyde,0
2021-03-23,Midlothian,0
2021-03-23,Moray,0
2021-03-23,Na h-Eileanan Siar,0
2021-03-23,North Ayrshire,0
2021-03-23,North Lanarkshire,0
2021-03-23,Orkney Islands,0
2021-03-23,Perth & Kinross,0
2021-03-23,Renfrewshire,0
2021-03-23,Scottish Borders,0
2021-03-23,Shetland Islands,0
2021-03-23,South Ayrshire,0
2021-03-23,South Lanarkshire,0
2021-03-23,Stirling,0
2021-03-23,West Dunbartonshire,0
2021-03-23,West Lothian,0
2021-03-24,Aberdeen City,0
2021-03-24,Aberdeenshire,0
2021-03-24,Angus,0
2021-03-24,Argyll & Bute,0
2021-03-24,City of Edinburgh,0
2021-03-24,Clackmannanshire,0
2021-03-24,Dumfries & Galloway,0
2021-03-24,Dundee City,0
2021-03-24,East Ayrshire,0
2021-03-24,East Dunbartonshire,0
2021-03-24,East Lothian,0
2021-03-24,East Renfrewshire,0
2021-03-24,Falkirk,0
2021-03-24,Fife,0
2021-03-24,Glasgow City,0
2021-03-24,Highland,0
2021-03-24,Inverclyde,0
