Date,Council,Vaccinations_per_LA
2021-04-04,Moray,32818
2021-04-04,Na h-Eileanan Siar,13370
2021-04-04,North Ayrshire,55289
2021-04-04,North Lanarkshire,115640
2021-04-04,Orkney Islands,8859
2021-04-04,Perth and Kinross,56505
2021-04-04,Renfrewshire,61132
2021-04-04,Scottish Borders,48731
2021-04-04,Shetland Islands,10376
2021-04-04,South Ayrshire,47243
2021-04-04,South Lanarkshire,116219
2021-04-04,Stirling,32189
2021-04-04,West Dunbartonshire,30613
2021-04-04,West Lothian,55416
2021-04-05,Aberdeen City,63894
2021-04-05,Aberdeenshire,88444
2021-04-05,Angus,46817
2021-04-05,Argyll and Bute,38753
2021-04-05,City of Edinburgh,141170
2021-04-05,Clackmannanshire,17661
2021-04-05,Dumfries and Galloway,69719
2021-04-05,Dundee City,54560
2021-04-05,East Ayrshire,47626
2021-04-05,East Dunbartonshire,39761
2021-04-05,East Lothian,36758
2021-04-05,East Renfrewshire,32014
2021-04-05,Falkirk,52283
2021-04-05,Fife,132392
2021-04-05,Glasgow City,181928
2021-04-05,Highland,95153
2021-04-05,Inverclyde,29579
2021-04-05,Midlothian,31802
2021-04-05,Moray,33426
2021-04-05,Na h-Eileanan Siar,13740
2021-04-05,North Ayrshire,55463
2021-04-05,North Lanarkshire,116716
2021-04-05,Orkney Islands,8923
2021-04-05,Perth and Kinross,57028
2021-04-05,Renfrewshire,61684
2021-04-05,Scottish Borders,49086
2021-04-05,Shetland Islands,10548
2021-04-05,South Ayrshire,47398
2021-04-05,South Lanarkshire,117447
2021-04-05,Stirling,32575
2021-04-05,West Dunbartonshire,31099
2021-04-05,West Lothian,55912
2021-04-06,Aberdeen City,65091
2021-04-06,Aberdeenshire,89867
2021-04-06,Angus,47371
2021-04-06,Argyll and Bute,39784
2021-04-06,City of Edinburgh,142723
2021-04-06,Clackmannanshire,18037
2021-04-06,Dumfries and Galloway,70506
2021-04-06,Dundee City,55111
2021-04-06,East Ayrshire,47948
2021-04-06,East Dunbartonshire,40209
2021-04-06,East Lothian,36975
2021-04-06,East Renfrewshire,32405
2021-04-06,Falkirk,53275
2021-04-06,Fife,134468
2021-04-06,Glasgow City,184760
2021-04-06,Highland,96985
2021-04-06,Inverclyde,30021
2021-04-06,Midlothian,32138
2021-04-06,Moray,34052
2021-04-06,Na h-Eileanan Siar,14099
2021-04-06,North Ayrshire,55727
2021-04-06,North Lanarkshire,118124
2021-04-06,Orkney Islands,9043
2021-04-06,Perth and Kinross,57568
2021-04-06,Renfrewshire,62313
2021-04-06,Scottish Borders,49365
2021-04-06,Shetland Islands,10752
2021-04-06,South Ayrshire,47701
2021-04-06,South Lanarkshire,118987
2021-04-06,Stirling,33058
2021-04-06,West Dunbartonshire,31602
2021-04-06,West Lothian,56633
2021-04-07,Aberdeen City,66326
2021-04-07,Aberdeenshire,91352
2021-04-07,Angus,47910
2021-04-07,Argyll and Bute,40794
2021-04-07,City of Edinburgh,144808
2021-04-07,Clackmannanshire,18473
2021-04-07,Dumfries and Galloway,71333
2021-04-07,Dundee City,55609
2021-04-07,East Ayrshire,48333
2021-04-07,East Dunbartonshire,40742
2021-04-07,East Lothian,37251
2021-04-07,East Renfrewshire,32807
2021-04-07,Falkirk,54333
2021-04-07,Fife,136639
2021-04-07,Glasgow City,187527
2021-04-07,Highland,98872
2021-04-07,Inverclyde,30480
2021-04-07,Midlothian,32445
2021-04-07,Moray,34696
2021-04-07,Na h-Eileanan Siar,14485
2021-04-07,North Ayrshire,56114
2021-04-07,North Lanarkshire,119758
2021-04-07,Orkney Islands,9240
2021-04-07,Perth and Kinross,58106
2021-04-07,Renfrewshire,63041
2021-04-07,Scottish Borders,49770
2021-04-07,Shetland Islands,11037
2021-04-07,South Ayrshire,48006
2021-04-07,South Lanarkshire,120961
2021-04-07,Stirling,33679
2021-04-07,West Dunbartonshire,32097
2021-04-07,West Lothian,57551
2021-04-08,Aberdeen City,67663
2021-04-08,Aberdeenshire,92902
2021-04-08,Angus,48572
2021-04-08,Argyll and Bute,41797
2021-04-08,City of Edinburgh,147246
2021-04-08,Clackmannanshire,18970
2021-04-08,Dumfries and Galloway,72248
2021-04-08,Dundee City,56127
2021-04-08,East Ayrshire,48659
2021-04-08,East Dunbartonshire,41384
2021-04-08,East Lothian,37509
2021-04-08,East Renfrewshire,33175
2021-04-08,Falkirk,55512
2021-04-08,Fife,138979
2021-04-08,Glasgow City,190282
2021-04-08,Highland,100915
2021-04-08,Inverclyde,30814
2021-04-08,Midlothian,32791
2021-04-08,Moray,35307
2021-04-08,Na h-Eileanan Siar,14869
2021-04-08,North Ayrshire,56586
2021-04-08,North Lanarkshire,121862
2021-04-08,Orkney Islands,9519
2021-04-08,Perth and Kinross,58792
2021-04-08,Renfrewshire,63857
2021-04-08,Scottish Borders,50210
2021-04-08,Shetland Islands,11355
2021-04-08,South Ayrshire,48530
2021-04-08,South Lanarkshire,123263
2021-04-08,Stirling,34390
2021-04-08,West Dunbartonshire,32654
2021-04-08,West Lothian,58695
2021-04-09,Aberdeen City,68957
2021-04-09,Aberdeenshire,94571
2021-04-09,Angus,49329
2021-04-09,Argyll and Bute,42659
2021-04-09,City of Edinburgh,149926
2021-04-09,Clackmannanshire,19505
2021-04-09,Dumfries and Galloway,73123
2021-04-09,Dundee City,56653
2021-04-09,East Ayrshire,49119
2021-04-09,East Dunbartonshire,42135
2021-04-09,East Lothian,37892
2021-04-09,East Renfrewshire,33527
2021-04-09,Falkirk,56871
2021-04-09,Fife,141410
2021-04-09,Glasgow City,193087
2021-04-09,Highland,103079
2021-04-09,Inverclyde,31263
2021-04-09,Midlothian,33261
2021-04-09,Moray,35986
2021-04-09,Na h-Eileanan Siar,15226
2021-04-09,North Ayrshire,57017
2021-04-09,North Lanarkshire,124131
2021-04-09,Orkney Islands,9871
2021-04-09,Perth and Kinross,59546
2021-04-09,Renfrewshire,64547
2021-04-09,Scottish Borders,50682
2021-04-09,Shetland Islands,11677
2021-04-09,South Ayrshire,49119
2021-04-09,South Lanarkshire,125808
2021-04-09,Stirling,35160
2021-04-09,West Dunbartonshire,33156
2021-04-09,West Lothian,60017
2021-04-10,Aberdeen City,70264
2021-04-10,Aberdeenshire,96326
2021-04-10,Angus,50063
2021-04-10,Argyll and Bute,43552
2021-04-10,City of Edinburgh,152854
2021-04-10,Clackmannanshire,20067
2021-04-10,Dumfries and Galloway,74091
2021-04-10,Dundee City,57160
2021-04-10,East Ayrshire,49620
2021-04-10,East Dunbartonshire,42860
2021-04-10,East Lothian,38487
2021-04-10,East Renfrewshire,33884
2021-04-10,Falkirk,58362
2021-04-10,Fife,144094
2021-04-10,Glasgow City,195832
2021-04-10,Highland,105254
2021-04-10,Inverclyde,31696
2021-04-10,Midlothian,33838
2021-04-10,Moray,36789
2021-04-10,Na h-Eileanan Siar,15509
2021-04-10,North Ayrshire,57460
2021-04-10,North Lanarkshire,126433
2021-04-10,Orkney Islands,10301
2021-04-10,Perth and Kinross,60421
2021-04-10,Renfrewshire,65231
2021-04-10,Scottish Borders,51123
2021-04-10,Shetland Islands,12012
2021-04-10,South Ayrshire,49742
2021-04-10,South Lanarkshire,128526
2021-04-10,Stirling,36059
2021-04-10,West Dunbartonshire,33703
2021-04-10,West Lothian,61584
2021-04-11,Aberdeen City,71612
2021-04-11,Aberdeenshire,98145
2021-04-11,Angus,50827
2021-04-11,Argyll and Bute,44324
2021-04-11,City of Edinburgh,156308
2021-04-11,Clackmannanshire,20655
2021-04-11,Dumfries and Galloway,75517
2021-04-11,Dundee City,57730
2021-04-11,East Ayrshire,50195
2021-04-11,East Dunbartonshire,43572
2021-04-11,East Lothian,39283
2021-04-11,East Renfrewshire,34318
2021-04-11,Falkirk,60053
2021-04-11,Fife,146888
2021-04-11,Glasgow City,198597
2021-04-11,Highland,107520
2021-04-11,Inverclyde,32174
2021-04-11,Midlothian,34511
2021-04-11,Moray,37745
2021-04-11,Na h-Eileanan Siar,15763
2021-04-11,North Ayrshire,58010
2021-04-11,North Lanarkshire,128817
2021-04-11,Orkney Islands,10801
2021-04-11,Perth and Kinross,61497
2021-04-11,Renfrewshire,65968
2021-04-11,Scottish Borders,51757
2021-04-11,Shetland Islands,12374
2021-04-11,South Ayrshire,50382
2021-04-11,South Lanarkshire,131408
2021-04-11,Stirling,37082
2021-04-11,West Dunbartonshire,34259
2021-04-11,West Lothian,63257
2021-04-12,Aberdeen City,73019
2021-04-12,Aberdeenshire,99835
2021-04-12,Angus,51671
2021-04-12,Argyll and Bute,45066
2021-04-12,City of Edinburgh,160125
2021-04-12,Clackmannanshire,21298
2021-04-12,Dumfries and Galloway,77084
2021-04-12,Dundee City,58328
2021-04-12,East Ayrshire,50778
2021-04-12,East Dunbartonshire,44195
2021-04-12,East Lothian,40181
2021-04-12,East Renfrewshire,34775
2021-04-12,Falkirk,61865
2021-04-12,Fife,149566
2021-04-12,Glasgow City,200892
2021-04-12,Highland,109685
2021-04-12,Inverclyde,32621
2021-04-12,Midlothian,35190
2021-04-12,Moray,38682
2021-04-12,Na h-Eileanan Siar,15998
2021-04-12,North Ayrshire,58717
2021-04-12,North Lanarkshire,131140
2021-04-12,Orkney Islands,11324
2021-04-12,Perth and Kinross,62710
2021-04-12,Renfrewshire,66638
2021-04-12,Scottish Borders,52476
2021-04-12,Shetland Islands,12635
2021-04-12,South Ayrshire,50933
2021-04-12,South Lanarkshire,134274
2021-04-12,Stirling,38160
2021-04-12,West Dunbartonshire,34808
2021-04-12,West Lothian,64952
2021-04-13,Aberdeen City,74387
2021-04-13,Aberdeenshire,101439
2021-04-13,Angus,52551
2021-04-13,Argyll and Bute,45811
2021-04-13,City of Edinburgh,163715
2021-04-13,Clackmannanshire,21920
2021-04-13,Dumfries and Galloway,78881
2021-04-13,Dundee City,58978
2021-04-13,East Ayrshire,51423
2021-04-13,East Dunbartonshire,44825
2021-04-13,East Lothian,41148
2021-04-13,East Renfrewshire,35242
2021-04-13,Falkirk,63658
2021-04-13,Fife,152221
2021-04-13,Glasgow City,203099
2021-04-13,Highland,111739
2021-04-13,Inverclyde,33050
2021-04-13,Midlothian,35869
2021-04-13,Moray,39618
2021-04-13,Na h-Eileanan Siar,16225
2021-04-13,North Ayrshire,59366
2021-04-13,North Lanarkshire,133504
2021-04-13,Orkney Islands,11816
2021-04-13,Perth and Kinross,63927
2021-04-13,Renfrewshire,67244
2021-04-13,Scottish Borders,53303
2021-04-13,Shetland Islands,12805
2021-04-13,South Ayrshire,51460
2021-04-13,South Lanarkshire,137232
2021-04-13,Stirling,39222
2021-04-13,West Dunbartonshire,35299
2021-04-13,West Lothian,66420
2021-04-14,Aberdeen City,75692
2021-04-14,Aberdeenshire,102927
2021-04-14,Angus,53480
2021-04-14,Argyll and Bute,46526
2021-04-14,City of Edinburgh,166837
2021-04-14,Clackmannanshire,22529
2021-04-14,Dumfries and Galloway,80695
2021-04-14,Dundee City,59753
2021-04-14,East Ayrshire,52164
2021-04-14,East Dunbartonshire,45462
2021-04-14,East Lothian,42104
2021-04-14,East Renfrewshire,35683
2021-04-14,Falkirk,65462
2021-04-14,Fife,154889
2021-04-14,Glasgow City,205471
2021-04-14,Highland,113755
2021-04-14,Inverclyde,33593
2021-04-14,Midlothian,36551
2021-04-14,Moray,40496
2021-04-14,Na h-Eileanan Siar,16425
2021-04-14,North Ayrshire,59790
2021-04-14,North Lanarkshire,136176
2021-04-14,Orkney Islands,12252
2021-04-14,Perth and Kinross,65209
2021-04-14,Renfrewshire,67777
2021-04-14,Scottish Borders,54104
2021-04-14,Shetland Islands,12919
2021-04-14,South Ayrshire,52229
2021-04-14,South Lanarkshire,139914
2021-04-14,Stirling,40195
2021-04-14,West Dunbartonshire,35685
2021-04-14,West Lothian,67696
2021-04-15,Aberdeen City,76833
2021-04-15,Aberdeenshire,104408
2021-04-15,Angus,54316
2021-04-15,Argyll and Bute,47150
2021-04-15,City of Edinburgh,169689
2021-04-15,Clackmannanshire,23114
2021-04-15,Dumfries and Galloway,82579
2021-04-15,Dundee City,60557
2021-04-15,East Ayrshire,53075
2021-04-15,East Dunbartonshire,46104
2021-04-15,East Lothian,43106
2021-04-15,East Renfrewshire,36188
2021-04-15,Falkirk,67268
2021-04-15,Fife,157588
2021-04-15,Glasgow City,208022
2021-04-15,Highland,115381
2021-04-15,Inverclyde,34129
2021-04-15,Midlothian,37271
2021-04-15,Moray,41367
2021-04-15,Na h-Eileanan Siar,16612
2021-04-15,North Ayrshire,60124
2021-04-15,North Lanarkshire,138730
2021-04-15,Orkney Islands,12627
2021-04-15,Perth and Kinross,66405
2021-04-15,Renfrewshire,68430
2021-04-15,Scottish Borders,54873
2021-04-15,Shetland Islands,13007
2021-04-15,South Ayrshire,52938
2021-04-15,South Lanarkshire,142637
2021-04-15,Stirling,41054
2021-04-15,West Dunbartonshire,35953
2021-04-15,West Lothian,68734
2021-04-16,Aberdeen City,77999
2021-04-16,Aberdeenshire,105757
2021-04-16,Angus,55031
2021-04-16,Argyll and Bute,47786
2021-04-16,City of Edinburgh,172469
2021-04-16,Clackmannanshire,23707
2021-04-16,Dumfries and Galloway,84460
2021-04-16,Dundee City,61350
2021-04-16,East Ayrshire,53980
2021-04-16,East Dunbartonshire,46681
2021-04-16,East Lothian,44033
2021-04-16,East Renfrewshire,36715
2021-04-16,Falkirk,69060
2021-04-16,Fife,160221
2021-04-16,Glasgow City,210769
2021-04-16,Highland,116829
2021-04-16,Inverclyde,34572
2021-04-16,Midlothian,37796
2021-04-16,Moray,42124
2021-04-16,Na h-Eileanan Siar,16717
2021-04-16,North Ayrshire,60484
2021-04-16,North Lanarkshire,141296
2021-04-16,Orkney Islands,12925
2021-04-16,Perth and Kinross,67547
2021-04-16,Renfrewshire,69247
2021-04-16,Scottish Borders,55636
2021-04-16,Shetland Islands,13142
2021-04-16,South Ayrshire,53722
2021-04-16,South Lanarkshire,145449
2021-04-16,Stirling,41858
2021-04-16,West Dunbartonshire,36291
2021-04-16,West Lothian,69643
2021-04-17,Aberdeen City,79088
2021-04-17,Aberdeenshire,107128
2021-04-17,Angus,55753
2021-04-17,Argyll and Bute,48234
2021-04-17,City of Edinburgh,175119
2021-04-17,Clackmannanshire,24263
2021-04-17,Dumfries and Galloway,86303
2021-04-17,Dundee City,62090
2021-04-17,East Ayrshire,54832
2021-04-17,East Dunbartonshire,47321
2021-04-17,East Lothian,44760
2021-04-17,East Renfrewshire,37185
2021-04-17,Falkirk,70841
2021-04-17,Fife,162828
2021-04-17,Glasgow City,213346
2021-04-17,Highland,117961
2021-04-17,Inverclyde,34935
2021-04-17,Midlothian,38179
2021-04-17,Moray,42726
2021-04-17,Na h-Eileanan Siar,16782
2021-04-17,North Ayrshire,60698
2021-04-17,North Lanarkshire,143879
2021-04-17,Orkney Islands,13144
2021-04-17,Perth and Kinross,68614
2021-04-17,Renfrewshire,70081
2021-04-17,Scottish Borders,56387
2021-04-17,Shetland Islands,13272
2021-04-17,South Ayrshire,54619
2021-04-17,South Lanarkshire,148201
2021-04-17,Stirling,42524
2021-04-17,West Dunbartonshire,36618
2021-04-17,West Lothian,70400
2021-04-18,Aberdeen City,80105
2021-04-18,Aberdeenshire,108757
2021-04-18,Angus,56458
2021-04-18,Argyll and Bute,48636
2021-04-18,City of Edinburgh,177718
2021-04-18,Clackmannanshire,24749
2021-04-18,Dumfries and Galloway,88280
2021-04-18,Dundee City,62809
2021-04-18,East Ayrshire,55693
2021-04-18,East Dunbartonshire,47969
2021-04-18,East Lothian,45532
2021-04-18,East Renfrewshire,37681
2021-04-18,Falkirk,72396
2021-04-18,Fife,165481
2021-04-18,Glasgow City,216098
2021-04-18,Highland,118777
2021-04-18,Inverclyde,35311
2021-04-18,Midlothian,38464
2021-04-18,Moray,43207
2021-04-18,Na h-Eileanan Siar,16768
2021-04-18,North Ayrshire,60967
2021-04-18,North Lanarkshire,146702
2021-04-18,Orkney Islands,13296
2021-04-18,Perth and Kinross,69754
2021-04-18,Renfrewshire,71150
2021-04-18,Scottish Borders,56947
2021-04-18,Shetland Islands,13374
2021-04-18,South Ayrshire,55667
2021-04-18,South Lanarkshire,150897
2021-04-18,Stirling,43054
2021-04-18,West Dunbartonshire,37145
2021-04-18,West Lothian,71150
2021-04-19,Aberdeen City,81143
2021-04-19,Aberdeenshire,110531
2021-04-19,Angus,57163
2021-04-19,Argyll and Bute,49017
2021-04-19,City of Edinburgh,179987
2021-04-19,Clackmannanshire,25122
2021-04-19,Dumfries and Galloway,90016
2021-04-19,Dundee City,63570
2021-04-19,East Ayrshire,56458
2021-04-19,East Dunbartonshire,48635
2021-04-19,East Lothian,46193
2021-04-19,East Renfrewshire,38155
2021-04-19,Falkirk,73698
2021-04-19,Fife,167976
2021-04-19,Glasgow City,218790
2021-04-19,Highland,119585
2021-04-19,Inverclyde,35596
2021-04-19,Midlothian,38673
2021-04-19,Moray,43725
2021-04-19,Na h-Eileanan Siar,16742
2021-04-19,North Ayrshire,61314
2021-04-19,North Lanarkshire,149516
2021-04-19,Orkney Islands,13411
2021-04-19,Perth and Kinross,70858
2021-04-19,Renfrewshire,72202
2021-04-19,Scottish Borders,57392
2021-04-19,Shetland Islands,13470
2021-04-19,South Ayrshire,56794
2021-04-19,South Lanarkshire,153442
2021-04-19,Stirling,43510
2021-04-19,West Dunbartonshire,37681
2021-04-19,West Lothian,71884
2021-04-20,Aberdeen City,82138
2021-04-20,Aberdeenshire,112283
2021-04-20,Angus,57777
2021-04-20,Argyll and Bute,49390
2021-04-20,City of Edinburgh,182222
2021-04-20,Clackmannanshire,25391
2021-04-20,Dumfries and Galloway,91456
2021-04-20,Dundee City,64318
2021-04-20,East Ayrshire,57098
2021-04-20,East Dunbartonshire,49358
2021-04-20,East Lothian,46845
2021-04-20,East Renfrewshire,38659
2021-04-20,Falkirk,74810
2021-04-20,Fife,170406
2021-04-20,Glasgow City,221479
2021-04-20,Highland,120124
2021-04-20,Inverclyde,35805
2021-04-20,Midlothian,38922
2021-04-20,Moray,44212
2021-04-20,Na h-Eileanan Siar,16722
2021-04-20,North Ayrshire,61681
2021-04-20,North Lanarkshire,152195
2021-04-20,Orkney Islands,13478
2021-04-20,Perth and Kinross,72044
2021-04-20,Renfrewshire,73448
2021-04-20,Scottish Borders,57849
2021-04-20,Shetland Islands,13559
2021-04-20,South Ayrshire,57832
2021-04-20,South Lanarkshire,155848
2021-04-20,Stirling,43822
2021-04-20,West Dunbartonshire,38368
2021-04-20,West Lothian,72658
2021-04-21,Aberdeen City,83057
2021-04-21,Aberdeenshire,114054
2021-04-21,Angus,58356
2021-04-21,Argyll and Bute,49786
2021-04-21,City of Edinburgh,184480
2021-04-21,Clackmannanshire,25566
2021-04-21,Dumfries and Galloway,92772
2021-04-21,Dundee City,64994
2021-04-21,East Ayrshire,57666
2021-04-21,East Dunbartonshire,50200
2021-04-21,East Lothian,47494
2021-04-21,East Renfrewshire,39153
2021-04-21,Falkirk,75731
2021-04-21,Fife,172751
2021-04-21,Glasgow City,224014
2021-04-21,Highland,120572
2021-04-21,Inverclyde,35832
2021-04-21,Midlothian,39228
2021-04-21,Moray,44662
2021-04-21,Na h-Eileanan Siar,16718
2021-04-21,North Ayrshire,62276
2021-04-21,North Lanarkshire,154728
2021-04-21,Orkney Islands,13514
2021-04-21,Perth and Kinross,73242
2021-04-21,Renfrewshire,74899
2021-04-21,Scottish Borders,58175
2021-04-21,Shetland Islands,13601
2021-04-21,South Ayrshire,58642
2021-04-21,South Lanarkshire,158206
2021-04-21,Stirling,43985
2021-04-21,West Dunbartonshire,39134
2021-04-21,West Lothian,73516
2021-04-22,Aberdeen City,83990
2021-04-22,Aberdeenshire,115812
2021-04-22,Angus,58928
2021-04-22,Argyll and Bute,50205
2021-04-22,City of Edinburgh,186740
2021-04-22,Clackmannanshire,25692
2021-04-22,Dumfries and Galloway,93983
2021-04-22,Dundee City,65641
2021-04-22,East Ayrshire,58204
2021-04-22,East Dunbartonshire,51295
2021-04-22,East Lothian,48158
2021-04-22,East Renfrewshire,39579
2021-04-22,Falkirk,76523
2021-04-22,Fife,174865
2021-04-22,Glasgow City,226454
2021-04-22,Highland,121227
2021-04-22,Inverclyde,35813
2021-04-22,Midlothian,39556
2021-04-22,Moray,45130
2021-04-22,Na h-Eileanan Siar,16753
2021-04-22,North Ayrshire,63120
2021-04-22,North Lanarkshire,157286
2021-04-22,Orkney Islands,13516
2021-04-22,Perth and Kinross,74485
2021-04-22,Renfrewshire,76310
2021-04-22,Scottish Borders,58499
2021-04-22,Shetland Islands,13624
2021-04-22,South Ayrshire,59292
2021-04-22,South Lanarkshire,160416
2021-04-22,Stirling,44116
2021-04-22,West Dunbartonshire,39998
2021-04-22,West Lothian,74453
2021-04-23,Aberdeen City,84807
2021-04-23,Aberdeenshire,117668
2021-04-23,Angus,59421
2021-04-23,Argyll and Bute,50607
2021-04-23,City of Edinburgh,188719
2021-04-23,Clackmannanshire,25752
2021-04-23,Dumfries and Galloway,95034
2021-04-23,Dundee City,66257
2021-04-23,East Ayrshire,58646
2021-04-23,East Dunbartonshire,52437
2021-04-23,East Lothian,48780
2021-04-23,East Renfrewshire,40052
2021-04-23,Falkirk,77119
2021-04-23,Fife,176770
2021-04-23,Glasgow City,228719
2021-04-23,Highland,121732
2021-04-23,Inverclyde,35887
2021-04-23,Midlothian,40008
2021-04-23,Moray,45589
2021-04-23,Na h-Eileanan Siar,16893
2021-04-23,North Ayrshire,64161
2021-04-23,North Lanarkshire,159683
2021-04-23,Orkney Islands,13519
2021-04-23,Perth and Kinross,75722
2021-04-23,Renfrewshire,77731
2021-04-23,Scottish Borders,58787
2021-04-23,Shetland Islands,13583
2021-04-23,South Ayrshire,59748
2021-04-23,South Lanarkshire,162325
2021-04-23,Stirling,44114
2021-04-23,West Dunbartonshire,40864
2021-04-23,West Lothian,75373
2021-04-24,Aberdeen City,85599
2021-04-24,Aberdeenshire,119339
2021-04-24,Angus,59838
2021-04-24,Argyll and Bute,50908
2021-04-24,City of Edinburgh,190343
2021-04-24,Clackmannanshire,25728
2021-04-24,Dumfries and Galloway,96104
2021-04-24,Dundee City,66871
2021-04-24,East Ayrshire,58978
2021-04-24,East Dunbartonshire,53522
2021-04-24,East Lothian,49245
2021-04-24,East Renfrewshire,40526
2021-04-24,Falkirk,77548
2021-04-24,Fife,178125
2021-04-24,Glasgow City,230916
2021-04-24,Highland,122391
2021-04-24,Inverclyde,36060
2021-04-24,Midlothian,40461
2021-04-24,Moray,46084
2021-04-24,Na h-Eileanan Siar,17103
2021-04-24,North Ayrshire,65324
2021-04-24,North Lanarkshire,161718
2021-04-24,Orkney Islands,13534
2021-04-24,Perth and Kinross,76870
2021-04-24,Renfrewshire,79111
2021-04-24,Scottish Borders,59049
2021-04-24,Shetland Islands,13531
2021-04-24,South Ayrshire,59946
2021-04-24,South Lanarkshire,163782
2021-04-24,Stirling,44012
2021-04-24,West Dunbartonshire,41678
2021-04-24,West Lothian,76261
2021-04-25,Aberdeen City,86301
2021-04-25,Aberdeenshire,120828
2021-04-25,Angus,60250
2021-04-25,Argyll and Bute,51011
2021-04-25,City of Edinburgh,191480
2021-04-25,Clackmannanshire,25710
2021-04-25,Dumfries and Galloway,96672
2021-04-25,Dundee City,67444
2021-04-25,East Ayrshire,59263
2021-04-25,East Dunbartonshire,54636
2021-04-25,East Lothian,49487
2021-04-25,East Renfrewshire,40899
2021-04-25,Falkirk,77986
2021-04-25,Fife,178957
2021-04-25,Glasgow City,232806
2021-04-25,Highland,122827
2021-04-25,Inverclyde,36337
2021-04-25,Midlothian,40948
2021-04-25,Moray,46540
2021-04-25,Na h-Eileanan Siar,17414
2021-04-25,North Ayrshire,66459
2021-04-25,North Lanarkshire,163291
2021-04-25,Orkney Islands,13552
2021-04-25,Perth and Kinross,77848
2021-04-25,Renfrewshire,80216
2021-04-25,Scottish Borders,59460
2021-04-25,Shetland Islands,13480
2021-04-25,South Ayrshire,59906
2021-04-25,South Lanarkshire,164722
2021-04-25,Stirling,43853
2021-04-25,West Dunbartonshire,42164
2021-04-25,West Lothian,77047
2021-04-26,Aberdeen City,86974
2021-04-26,Aberdeenshire,122087
2021-04-26,Angus,60576
2021-04-26,Argyll and Bute,51105
2021-04-26,City of Edinburgh,192403
2021-04-26,Clackmannanshire,25741
2021-04-26,Dumfries and Galloway,97190
2021-04-26,Dundee City,67889
2021-04-26,East Ayrshire,59513
2021-04-26,East Dunbartonshire,55680
2021-04-26,East Lothian,49674
2021-04-26,East Renfrewshire,41209
2021-04-26,Falkirk,78458
2021-04-26,Fife,179479
2021-04-26,Glasgow City,234566
2021-04-26,Highland,123226
2021-04-26,Inverclyde,36739
2021-04-26,Midlothian,41477
2021-04-26,Moray,46944
2021-04-26,Na h-Eileanan Siar,17728
2021-04-26,North Ayrshire,67339
2021-04-26,North Lanarkshire,164385
2021-04-26,Orkney Islands,13568
2021-04-26,Perth and Kinross,78772
2021-04-26,Renfrewshire,81260
2021-04-26,Scottish Borders,59868
2021-04-26,Shetland Islands,13432
2021-04-26,South Ayrshire,59942
2021-04-26,South Lanarkshire,165349
2021-04-26,Stirling,43691
2021-04-26,West Dunbartonshire,42584
2021-04-26,West Lothian,77771
2021-04-27,Aberdeen City,87695
2021-04-27,Aberdeenshire,123247
2021-04-27,Angus,60959
2021-04-27,Argyll and Bute,51155
2021-04-27,City of Edinburgh,192945
2021-04-27,Clackmannanshire,25812
2021-04-27,Dumfries and Galloway,97566
2021-04-27,Dundee City,68194
2021-04-27,East Ayrshire,59812
2021-04-27,East Dunbartonshire,56548
2021-04-27,East Lothian,49746
2021-04-27,East Renfrewshire,41435
2021-04-27,Falkirk,78907
2021-04-27,Fife,179570
2021-04-27,Glasgow City,235795
2021-04-27,Highland,123938
2021-04-27,Inverclyde,37159
2021-04-27,Midlothian,41955
2021-04-27,Moray,47336
2021-04-27,Na h-Eileanan Siar,18043
2021-04-27,North Ayrshire,68048
2021-04-27,North Lanarkshire,165134
2021-04-27,Orkney Islands,13587
2021-04-27,Perth and Kinross,79549
2021-04-27,Renfrewshire,82001
2021-04-27,Scottish Borders,60083
2021-04-27,Shetland Islands,13357
2021-04-27,South Ayrshire,60010
2021-04-27,South Lanarkshire,165682
2021-04-27,Stirling,43536
2021-04-27,West Dunbartonshire,42940
2021-04-27,West Lothian,78396
2021-04-28,Aberdeen City,88670
2021-04-28,Aberdeenshire,124368
2021-04-28,Angus,61172
2021-04-28,Argyll and Bute,51085
2021-04-28,City of Edinburgh,193321
2021-04-28,Clackmannanshire,25933
2021-04-28,Dumfries and Galloway,97893
2021-04-28,Dundee City,68411
2021-04-28,East Ayrshire,60103
2021-04-28,East Dunbartonshire,57225
2021-04-28,East Lothian,49765
2021-04-28,East Renfrewshire,41635
2021-04-28,Falkirk,79387
2021-04-28,Fife,179291
2021-04-28,Glasgow City,236689
2021-04-28,Highland,124458
2021-04-28,Inverclyde,37535
2021-04-28,Midlothian,42342
2021-04-28,Moray,47717
2021-04-28,Na h-Eileanan Siar,18360
2021-04-28,North Ayrshire,68469
2021-04-28,North Lanarkshire,165601
2021-04-28,Orkney Islands,13589
2021-04-28,Perth and Kinross,80187
2021-04-28,Renfrewshire,82349
2021-04-28,Scottish Borders,60165
2021-04-28,Shetland Islands,13253
2021-04-28,South Ayrshire,60132
2021-04-28,South Lanarkshire,166031
2021-04-28,Stirling,43424
2021-04-28,West Dunbartonshire,43244
2021-04-28,West Lothian,78873
2021-04-29,Aberdeen City,89752
2021-04-29,Aberdeenshire,125480
2021-04-29,Angus,61287
2021-04-29,Argyll and Bute,50916
2021-04-29,City of Edinburgh,193487
2021-04-29,Clackmannanshire,26065
2021-04-29,Dumfries and Galloway,98163
2021-04-29,Dundee City,68522
2021-04-29,East Ayrshire,60236
