Date,Council,Vaccinations_per_LA
2021-03-16,Fife,97728
2021-03-16,Glasgow City,131996
2021-03-16,Highland,72799
2021-03-16,Inverclyde,24531
2021-03-16,Midlothian,23396
2021-03-16,Moray,25707
2021-03-16,Na h-Eileanan Siar,10574
2021-03-16,North Ayrshire,42211
2021-03-16,North Lanarkshire,77705
2021-03-16,Orkney Islands,6823
2021-03-16,Perth and Kinross,46036
2021-03-16,Renfrewshire,48621
2021-03-16,Scottish Borders,37992
2021-03-16,Shetland Islands,8364
2021-03-16,South Ayrshire,39557
2021-03-16,South Lanarkshire,76705
2021-03-16,Stirling,25200
2021-03-16,West Dunbartonshire,25508
2021-03-16,West Lothian,38271
2021-03-17,Aberdeen City,52678
2021-03-17,Aberdeenshire,72523
2021-03-17,Angus,37994
2021-03-17,Argyll and Bute,28108
2021-03-17,City of Edinburgh,107949
2021-03-17,Clackmannanshire,13995
2021-03-17,Dumfries and Galloway,56706
2021-03-17,Dundee City,41440
2021-03-17,East Ayrshire,37678
2021-03-17,East Dunbartonshire,34532
2021-03-17,East Lothian,28525
2021-03-17,East Renfrewshire,27288
2021-03-17,Falkirk,40928
2021-03-17,Fife,99779
2021-03-17,Glasgow City,133659
2021-03-17,Highland,73832
2021-03-17,Inverclyde,24782
2021-03-17,Midlothian,23734
2021-03-17,Moray,26150
2021-03-17,Na h-Eileanan Siar,10633
2021-03-17,North Ayrshire,42501
2021-03-17,North Lanarkshire,80564
2021-03-17,Orkney Islands,6860
2021-03-17,Perth and Kinross,46672
2021-03-17,Renfrewshire,48884
2021-03-17,Scottish Borders,38232
2021-03-17,Shetland Islands,8515
2021-03-17,South Ayrshire,40300
2021-03-17,South Lanarkshire,79670
2021-03-17,Stirling,25336
2021-03-17,West Dunbartonshire,25628
2021-03-17,West Lothian,39228
2021-03-18,Aberdeen City,52809
2021-03-18,Aberdeenshire,73118
2021-03-18,Angus,38486
2021-03-18,Argyll and Bute,28495
2021-03-18,City of Edinburgh,109976
2021-03-18,Clackmannanshire,13981
2021-03-18,Dumfries and Galloway,57591
2021-03-18,Dundee City,42475
2021-03-18,East Ayrshire,38233
2021-03-18,East Dunbartonshire,34671
2021-03-18,East Lothian,29179
2021-03-18,East Renfrewshire,27442
2021-03-18,Falkirk,41249
2021-03-18,Fife,101578
2021-03-18,Glasgow City,135513
2021-03-18,Highland,74754
2021-03-18,Inverclyde,25015
2021-03-18,Midlothian,24045
2021-03-18,Moray,26511
2021-03-18,Na h-Eileanan Siar,10683
2021-03-18,North Ayrshire,42887
2021-03-18,North Lanarkshire,83341
2021-03-18,Orkney Islands,6895
2021-03-18,Perth and Kinross,47306
2021-03-18,Renfrewshire,49192
2021-03-18,Scottish Borders,38520
2021-03-18,Shetland Islands,8606
2021-03-18,South Ayrshire,41124
2021-03-18,South Lanarkshire,82631
2021-03-18,Stirling,25548
2021-03-18,West Dunbartonshire,25679
2021-03-18,West Lothian,40205
2021-03-19,Aberdeen City,52910
2021-03-19,Aberdeenshire,73495
2021-03-19,Angus,38933
2021-03-19,Argyll and Bute,28782
2021-03-19,City of Edinburgh,112158
2021-03-19,Clackmannanshire,13964
2021-03-19,Dumfries and Galloway,58386
2021-03-19,Dundee City,43481
2021-03-19,East Ayrshire,38766
2021-03-19,East Dunbartonshire,34878
2021-03-19,East Lothian,29762
2021-03-19,East Renfrewshire,27615
2021-03-19,Falkirk,41437
2021-03-19,Fife,103213
2021-03-19,Glasgow City,137366
2021-03-19,Highland,75560
2021-03-19,Inverclyde,25181
2021-03-19,Midlothian,24289
2021-03-19,Moray,26803
2021-03-19,Na h-Eileanan Siar,10725
2021-03-19,North Ayrshire,43406
2021-03-19,North Lanarkshire,86173
2021-03-19,Orkney Islands,6920
2021-03-19,Perth and Kinross,47927
2021-03-19,Renfrewshire,49601
2021-03-19,Scottish Borders,38847
2021-03-19,Shetland Islands,8685
2021-03-19,South Ayrshire,42011
2021-03-19,South Lanarkshire,85564
2021-03-19,Stirling,25812
2021-03-19,West Dunbartonshire,25808
2021-03-19,West Lothian,41144
2021-03-20,Aberdeen City,53041
2021-03-20,Aberdeenshire,73815
2021-03-20,Angus,39403
2021-03-20,Argyll and Bute,28994
2021-03-20,City of Edinburgh,114485
2021-03-20,Clackmannanshire,13962
2021-03-20,Dumfries and Galloway,59115
2021-03-20,Dundee City,44450
2021-03-20,East Ayrshire,39399
2021-03-20,East Dunbartonshire,35106
2021-03-20,East Lothian,30253
2021-03-20,East Renfrewshire,27795
2021-03-20,Falkirk,41529
2021-03-20,Fife,104740
2021-03-20,Glasgow City,139353
2021-03-20,Highland,76281
2021-03-20,Inverclyde,25353
2021-03-20,Midlothian,24474
2021-03-20,Moray,27025
2021-03-20,Na h-Eileanan Siar,10822
2021-03-20,North Ayrshire,44116
2021-03-20,North Lanarkshire,88952
2021-03-20,Orkney Islands,6935
2021-03-20,Perth and Kinross,48600
2021-03-20,Renfrewshire,50072
2021-03-20,Scottish Borders,39226
2021-03-20,Shetland Islands,8764
2021-03-20,South Ayrshire,42885
2021-03-20,South Lanarkshire,88479
2021-03-20,Stirling,26082
2021-03-20,West Dunbartonshire,25933
2021-03-20,West Lothian,42091
2021-03-21,Aberdeen City,53216
2021-03-21,Aberdeenshire,74172
2021-03-21,Angus,39939
2021-03-21,Argyll and Bute,29217
2021-03-21,City of Edinburgh,116839
2021-03-21,Clackmannanshire,13963
2021-03-21,Dumfries and Galloway,59809
2021-03-21,Dundee City,45292
2021-03-21,East Ayrshire,39973
2021-03-21,East Dunbartonshire,35334
2021-03-21,East Lothian,30741
2021-03-21,East Renfrewshire,27991
2021-03-21,Falkirk,41631
2021-03-21,Fife,106420
2021-03-21,Glasgow City,141467
2021-03-21,Highland,76841
2021-03-21,Inverclyde,25612
2021-03-21,Midlothian,24662
2021-03-21,Moray,27285
2021-03-21,Na h-Eileanan Siar,10866
2021-03-21,North Ayrshire,45147
2021-03-21,North Lanarkshire,91678
2021-03-21,Orkney Islands,7006
2021-03-21,Perth and Kinross,49262
2021-03-21,Renfrewshire,50793
2021-03-21,Scottish Borders,39665
2021-03-21,Shetland Islands,8790
2021-03-21,South Ayrshire,43553
2021-03-21,South Lanarkshire,91374
2021-03-21,Stirling,26327
2021-03-21,West Dunbartonshire,26080
2021-03-21,West Lothian,43077
2021-03-22,Aberdeen City,53343
2021-03-22,Aberdeenshire,74580
2021-03-22,Angus,40447
2021-03-22,Argyll and Bute,29442
2021-03-22,City of Edinburgh,119016
2021-03-22,Clackmannanshire,13964
2021-03-22,Dumfries and Galloway,60431
2021-03-22,Dundee City,46077
2021-03-22,East Ayrshire,40576
2021-03-22,East Dunbartonshire,35580
2021-03-22,East Lothian,31183
2021-03-22,East Renfrewshire,28186
2021-03-22,Falkirk,41747
2021-03-22,Fife,108215
2021-03-22,Glasgow City,143816
2021-03-22,Highland,77387
2021-03-22,Inverclyde,25797
2021-03-22,Midlothian,24983
2021-03-22,Moray,27539
2021-03-22,Na h-Eileanan Siar,10919
2021-03-22,North Ayrshire,46384
2021-03-22,North Lanarkshire,94321
2021-03-22,Orkney Islands,7130
2021-03-22,Perth and Kinross,49889
2021-03-22,Renfrewshire,51618
2021-03-22,Scottish Borders,40205
2021-03-22,Shetland Islands,8813
2021-03-22,South Ayrshire,44070
2021-03-22,South Lanarkshire,94231
2021-03-22,Stirling,26551
2021-03-22,West Dunbartonshire,26215
2021-03-22,West Lothian,44056
2021-03-23,Aberdeen City,53506
2021-03-23,Aberdeenshire,74926
2021-03-23,Angus,40878
2021-03-23,Argyll and Bute,29693
2021-03-23,City of Edinburgh,121038
2021-03-23,Clackmannanshire,14003
2021-03-23,Dumfries and Galloway,60972
2021-03-23,Dundee City,46731
2021-03-23,East Ayrshire,41106
2021-03-23,East Dunbartonshire,35852
2021-03-23,East Lothian,31600
2021-03-23,East Renfrewshire,28383
2021-03-23,Falkirk,41975
2021-03-23,Fife,110212
2021-03-23,Glasgow City,146366
2021-03-23,Highland,77895
2021-03-23,Inverclyde,26060
2021-03-23,Midlothian,25352
2021-03-23,Moray,27799
2021-03-23,Na h-Eileanan Siar,10976
2021-03-23,North Ayrshire,47713
2021-03-23,North Lanarkshire,96793
2021-03-23,Orkney Islands,7244
2021-03-23,Perth and Kinross,50433
2021-03-23,Renfrewshire,52521
2021-03-23,Scottish Borders,40824
2021-03-23,Shetland Islands,8889
2021-03-23,South Ayrshire,44397
2021-03-23,South Lanarkshire,96923
2021-03-23,Stirling,26802
2021-03-23,West Dunbartonshire,26461
2021-03-23,West Lothian,45036
2021-03-24,Aberdeen City,53843
2021-03-24,Aberdeenshire,75426
2021-03-24,Angus,41237
2021-03-24,Argyll and Bute,29894
2021-03-24,City of Edinburgh,122895
2021-03-24,Clackmannanshire,14074
2021-03-24,Dumfries and Galloway,61378
2021-03-24,Dundee City,47301
2021-03-24,East Ayrshire,41692
2021-03-24,East Dunbartonshire,36204
2021-03-24,East Lothian,32034
2021-03-24,East Renfrewshire,28621
2021-03-24,Falkirk,42333
2021-03-24,Fife,112159
2021-03-24,Glasgow City,149135
2021-03-24,Highland,78445
2021-03-24,Inverclyde,26282
2021-03-24,Midlothian,25844
2021-03-24,Moray,28112
2021-03-24,Na h-Eileanan Siar,11041
2021-03-24,North Ayrshire,49107
2021-03-24,North Lanarkshire,99228
2021-03-24,Orkney Islands,7356
2021-03-24,Perth and Kinross,50919
2021-03-24,Renfrewshire,53425
2021-03-24,Scottish Borders,41585
2021-03-24,Shetland Islands,8970
2021-03-24,South Ayrshire,44611
2021-03-24,South Lanarkshire,99416
2021-03-24,Stirling,27112
2021-03-24,West Dunbartonshire,26784
2021-03-24,West Lothian,46016
2021-03-25,Aberdeen City,54306
2021-03-25,Aberdeenshire,76032
2021-03-25,Angus,41621
2021-03-25,Argyll and Bute,30194
2021-03-25,City of Edinburgh,124696
2021-03-25,Clackmannanshire,14182
2021-03-25,Dumfries and Galloway,61794
2021-03-25,Dundee City,47860
2021-03-25,East Ayrshire,42276
2021-03-25,East Dunbartonshire,36604
2021-03-25,East Lothian,32440
2021-03-25,East Renfrewshire,28825
2021-03-25,Falkirk,42789
2021-03-25,Fife,114126
2021-03-25,Glasgow City,151953
2021-03-25,Highland,79174
2021-03-25,Inverclyde,26563
2021-03-25,Midlothian,26446
2021-03-25,Moray,28441
2021-03-25,Na h-Eileanan Siar,11115
2021-03-25,North Ayrshire,50394
2021-03-25,North Lanarkshire,101588
2021-03-25,Orkney Islands,7487
2021-03-25,Perth and Kinross,51397
2021-03-25,Renfrewshire,54331
2021-03-25,Scottish Borders,42388
2021-03-25,Shetland Islands,9057
2021-03-25,South Ayrshire,44742
2021-03-25,South Lanarkshire,101841
2021-03-25,Stirling,27435
2021-03-25,West Dunbartonshire,27148
2021-03-25,West Lothian,47025
2021-03-26,Aberdeen City,54846
2021-03-26,Aberdeenshire,76900
2021-03-26,Angus,42039
2021-03-26,Argyll and Bute,30657
2021-03-26,City of Edinburgh,126494
2021-03-26,Clackmannanshire,14356
2021-03-26,Dumfries and Galloway,62274
2021-03-26,Dundee City,48410
2021-03-26,East Ayrshire,43012
2021-03-26,East Dunbartonshire,37003
2021-03-26,East Lothian,32830
2021-03-26,East Renfrewshire,29083
2021-03-26,Falkirk,43363
2021-03-26,Fife,116079
2021-03-26,Glasgow City,155005
2021-03-26,Highland,80075
2021-03-26,Inverclyde,26828
2021-03-26,Midlothian,27112
2021-03-26,Moray,28741
2021-03-26,Na h-Eileanan Siar,11256
2021-03-26,North Ayrshire,51538
2021-03-26,North Lanarkshire,103787
2021-03-26,Orkney Islands,7634
2021-03-26,Perth and Kinross,51910
2021-03-26,Renfrewshire,55308
2021-03-26,Scottish Borders,43281
2021-03-26,Shetland Islands,9149
2021-03-26,South Ayrshire,44922
2021-03-26,South Lanarkshire,104240
2021-03-26,Stirling,27753
2021-03-26,West Dunbartonshire,27428
2021-03-26,West Lothian,48027
2021-03-27,Aberdeen City,55384
2021-03-27,Aberdeenshire,77826
2021-03-27,Angus,42437
2021-03-27,Argyll and Bute,31359
2021-03-27,City of Edinburgh,128172
2021-03-27,Clackmannanshire,14558
2021-03-27,Dumfries and Galloway,62867
2021-03-27,Dundee City,48971
2021-03-27,East Ayrshire,43786
2021-03-27,East Dunbartonshire,37393
2021-03-27,East Lothian,33267
2021-03-27,East Renfrewshire,29341
2021-03-27,Falkirk,44076
2021-03-27,Fife,117922
2021-03-27,Glasgow City,158066
2021-03-27,Highland,81057
2021-03-27,Inverclyde,27188
2021-03-27,Midlothian,27758
2021-03-27,Moray,29039
2021-03-27,Na h-Eileanan Siar,11412
2021-03-27,North Ayrshire,52466
2021-03-27,North Lanarkshire,105870
2021-03-27,Orkney Islands,7795
2021-03-27,Perth and Kinross,52364
2021-03-27,Renfrewshire,56287
2021-03-27,Scottish Borders,44170
2021-03-27,Shetland Islands,9237
2021-03-27,South Ayrshire,45217
2021-03-27,South Lanarkshire,106570
2021-03-27,Stirling,28204
2021-03-27,West Dunbartonshire,27791
2021-03-27,West Lothian,49041
2021-03-28,Aberdeen City,55990
2021-03-28,Aberdeenshire,78712
2021-03-28,Angus,42831
2021-03-28,Argyll and Bute,32047
2021-03-28,City of Edinburgh,129696
2021-03-28,Clackmannanshire,14870
2021-03-28,Dumfries and Galloway,63454
2021-03-28,Dundee City,49556
2021-03-28,East Ayrshire,44520
2021-03-28,East Dunbartonshire,37748
2021-03-28,East Lothian,33681
2021-03-28,East Renfrewshire,29586
2021-03-28,Falkirk,44910
2021-03-28,Fife,119650
2021-03-28,Glasgow City,161103
2021-03-28,Highland,82419
2021-03-28,Inverclyde,27447
2021-03-28,Midlothian,28404
2021-03-28,Moray,29341
2021-03-28,Na h-Eileanan Siar,11604
2021-03-28,North Ayrshire,53168
2021-03-28,North Lanarkshire,107799
2021-03-28,Orkney Islands,7966
2021-03-28,Perth and Kinross,52815
2021-03-28,Renfrewshire,57121
2021-03-28,Scottish Borders,45021
2021-03-28,Shetland Islands,9323
2021-03-28,South Ayrshire,45513
2021-03-28,South Lanarkshire,108613
2021-03-28,Stirling,28722
2021-03-28,West Dunbartonshire,28129
2021-03-28,West Lothian,50083
2021-03-29,Aberdeen City,56778
2021-03-29,Aberdeenshire,79597
2021-03-29,Angus,43263
2021-03-29,Argyll and Bute,32737
2021-03-29,City of Edinburgh,131374
2021-03-29,Clackmannanshire,15224
2021-03-29,Dumfries and Galloway,64125
2021-03-29,Dundee City,50179
2021-03-29,East Ayrshire,45220
2021-03-29,East Dunbartonshire,38094
2021-03-29,East Lothian,34150
2021-03-29,East Renfrewshire,29881
2021-03-29,Falkirk,45877
2021-03-29,Fife,121380
2021-03-29,Glasgow City,164117
2021-03-29,Highland,83815
2021-03-29,Inverclyde,27726
2021-03-29,Midlothian,28968
2021-03-29,Moray,29689
2021-03-29,Na h-Eileanan Siar,11812
2021-03-29,North Ayrshire,53563
2021-03-29,North Lanarkshire,109599
2021-03-29,Orkney Islands,8091
2021-03-29,Perth and Kinross,53282
2021-03-29,Renfrewshire,57836
2021-03-29,Scottish Borders,45773
2021-03-29,Shetland Islands,9478
2021-03-29,South Ayrshire,45837
2021-03-29,South Lanarkshire,110405
2021-03-29,Stirling,29309
2021-03-29,West Dunbartonshire,28511
2021-03-29,West Lothian,51102
2021-03-30,Aberdeen City,57674
2021-03-30,Aberdeenshire,80766
2021-03-30,Angus,43736
2021-03-30,Argyll and Bute,33462
2021-03-30,City of Edinburgh,132988
2021-03-30,Clackmannanshire,15601
2021-03-30,Dumfries and Galloway,64866
2021-03-30,Dundee City,50831
2021-03-30,East Ayrshire,45855
2021-03-30,East Dunbartonshire,38376
2021-03-30,East Lothian,34628
2021-03-30,East Renfrewshire,30135
2021-03-30,Falkirk,46830
2021-03-30,Fife,123074
2021-03-30,Glasgow City,166970
2021-03-30,Highland,85305
2021-03-30,Inverclyde,27905
2021-03-30,Midlothian,29496
2021-03-30,Moray,30109
2021-03-30,Na h-Eileanan Siar,12035
2021-03-30,North Ayrshire,53844
2021-03-30,North Lanarkshire,111101
2021-03-30,Orkney Islands,8234
2021-03-30,Perth and Kinross,53812
2021-03-30,Renfrewshire,58474
2021-03-30,Scottish Borders,46490
2021-03-30,Shetland Islands,9644
2021-03-30,South Ayrshire,46154
2021-03-30,South Lanarkshire,111893
2021-03-30,Stirling,29897
2021-03-30,West Dunbartonshire,28806
2021-03-30,West Lothian,52036
2021-03-31,Aberdeen City,58564
2021-03-31,Aberdeenshire,82157
2021-03-31,Angus,44268
2021-03-31,Argyll and Bute,34254
2021-03-31,City of Edinburgh,134578
2021-03-31,Clackmannanshire,15973
2021-03-31,Dumfries and Galloway,65714
2021-03-31,Dundee City,51503
2021-03-31,East Ayrshire,46318
2021-03-31,East Dunbartonshire,38578
2021-03-31,East Lothian,35078
2021-03-31,East Renfrewshire,30370
2021-03-31,Falkirk,47770
2021-03-31,Fife,124669
2021-03-31,Glasgow City,169763
2021-03-31,Highland,86844
2021-03-31,Inverclyde,28110
2021-03-31,Midlothian,29929
2021-03-31,Moray,30588
2021-03-31,Na h-Eileanan Siar,12253
2021-03-31,North Ayrshire,54153
2021-03-31,North Lanarkshire,112281
2021-03-31,Orkney Islands,8386
2021-03-31,Perth and Kinross,54389
2021-03-31,Renfrewshire,59102
2021-03-31,Scottish Borders,47062
2021-03-31,Shetland Islands,9798
2021-03-31,South Ayrshire,46452
2021-03-31,South Lanarkshire,113119
2021-03-31,Stirling,30438
2021-03-31,West Dunbartonshire,29117
2021-03-31,West Lothian,52882
2021-04-01,Aberdeen City,59472
2021-04-01,Aberdeenshire,83489
2021-04-01,Angus,44771
2021-04-01,Argyll and Bute,35057
2021-04-01,City of Edinburgh,136044
2021-04-01,Clackmannanshire,16343
2021-04-01,Dumfries and Galloway,66544
2021-04-01,Dundee City,52157
2021-04-01,East Ayrshire,46693
2021-04-01,East Dunbartonshire,38739
2021-04-01,East Lothian,35503
2021-04-01,East Renfrewshire,30661
2021-04-01,Falkirk,48692
2021-04-01,Fife,126082
2021-04-01,Glasgow City,172365
2021-04-01,Highland,88391
2021-04-01,Inverclyde,28424
2021-04-01,Midlothian,30282
2021-04-01,Moray,31100
2021-04-01,Na h-Eileanan Siar,12465
2021-04-01,North Ayrshire,54445
2021-04-01,North Lanarkshire,113195
2021-04-01,Orkney Islands,8525
2021-04-01,Perth and Kinross,54920
2021-04-01,Renfrewshire,59667
2021-04-01,Scottish Borders,47575
2021-04-01,Shetland Islands,9940
2021-04-01,South Ayrshire,46732
2021-04-01,South Lanarkshire,114003
2021-04-01,Stirling,30906
2021-04-01,West Dunbartonshire,29457
2021-04-01,West Lothian,53647
2021-04-02,Aberdeen City,60453
2021-04-02,Aberdeenshire,84689
2021-04-02,Angus,45252
2021-04-02,Argyll and Bute,35930
2021-04-02,City of Edinburgh,137369
2021-04-02,Clackmannanshire,16683
2021-04-02,Dumfries and Galloway,67380
2021-04-02,Dundee City,52795
2021-04-02,East Ayrshire,46970
2021-04-02,East Dunbartonshire,38848
2021-04-02,East Lothian,35889
2021-04-02,East Renfrewshire,30943
2021-04-02,Falkirk,49588
2021-04-02,Fife,127476
2021-04-02,Glasgow City,174674
2021-04-02,Highland,89964
2021-04-02,Inverclyde,28777
2021-04-02,Midlothian,30659
2021-04-02,Moray,31653
2021-04-02,Na h-Eileanan Siar,12702
2021-04-02,North Ayrshire,54738
2021-04-02,North Lanarkshire,113953
2021-04-02,Orkney Islands,8663
2021-04-02,Perth and Kinross,55452
2021-04-02,Renfrewshire,60206
2021-04-02,Scottish Borders,47989
2021-04-02,Shetland Islands,10082
2021-04-02,South Ayrshire,46971
2021-04-02,South Lanarkshire,114682
2021-04-02,Stirling,31379
2021-04-02,West Dunbartonshire,29850
2021-04-02,West Lothian,54334
2021-04-03,Aberdeen City,61575
2021-04-03,Aberdeenshire,85928
2021-04-03,Angus,45759
2021-04-03,Argyll and Bute,36635
2021-04-03,City of Edinburgh,138657
2021-04-03,Clackmannanshire,17039
2021-04-03,Dumfries and Galloway,68170
2021-04-03,Dundee City,53407
2021-04-03,East Ayrshire,47202
2021-04-03,East Dunbartonshire,39056
2021-04-03,East Lothian,36208
2021-04-03,East Renfrewshire,31272
2021-04-03,Falkirk,50507
2021-04-03,Fife,128842
2021-04-03,Glasgow City,176904
2021-04-03,Highland,91581
2021-04-03,Inverclyde,29014
2021-04-03,Midlothian,31046
2021-04-03,Moray,32228
2021-04-03,Na h-Eileanan Siar,13010
2021-04-03,North Ayrshire,55037
2021-04-03,North Lanarkshire,114789
2021-04-03,Orkney Islands,8793
2021-04-03,Perth and Kinross,55966
2021-04-03,Renfrewshire,60693
2021-04-03,Scottish Borders,48376
2021-04-03,Shetland Islands,10229
2021-04-03,South Ayrshire,47092
2021-04-03,South Lanarkshire,115296
2021-04-03,Stirling,31786
2021-04-03,West Dunbartonshire,30169
2021-04-03,West Lothian,54923
2021-04-04,Aberdeen City,62761
2021-04-04,Aberdeenshire,87150
2021-04-04,Angus,46290
2021-04-04,Argyll and Bute,37681
2021-04-04,City of Edinburgh,139936
2021-04-04,Clackmannanshire,17351
2021-04-04,Dumfries and Galloway,68949
2021-04-04,Dundee City,53992
2021-04-04,East Ayrshire,47406
2021-04-04,East Dunbartonshire,39388
2021-04-04,East Lothian,36492
2021-04-04,East Renfrewshire,31637
2021-04-04,Falkirk,51397
2021-04-04,Fife,130453
